Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
FAT,Nasdaq,"Fat Brands, Inc",VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,IR-FATBrands@icrinc.com,1 (310) 319-1850,4685 Frederic Drive SW in the heart of Atlanta,https://www.quantumonline.com/search.cfm?tickersymbol=FAT&sopt=symbol,100%,"15,300,000",30258N105,,100%,89%,1705012,,,,2023-12-20 11:34:05,,,,
FATBB,Nasdaq,"Fat Brands, Inc",VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,IR-FATBrands@icrinc.com,1 (310) 319-1850,4685 Frederic Drive SW in the heart of Atlanta,https://www.quantumonline.com/search.cfm?tickersymbol=FAT&sopt=symbol,100%,"1,270,000",30258N600,,100%,89%,1705012,,,,2023-12-20 11:34:15,,,,
FATBP,Nasdaq,"Fat Brands, Inc",VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,IR-FATBrands@icrinc.com,1 (310) 319-1850,4685 Frederic Drive SW in the heart of Atlanta,https://www.quantumonline.com/search.cfm?tickersymbol=FAT&sopt=symbol,100%,"9,160,000",30258N501,,100%,89%,1705012,,,,2023-12-20 11:34:15,,,,
FATBW,Nasdaq,"Fat Brands, Inc",VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,IR-FATBrands@icrinc.com,1 (310) 319-1850,4685 Frederic Drive SW in the heart of Atlanta,https://www.quantumonline.com/search.cfm?tickersymbol=FAT&sopt=symbol,100%,"16,400,000",30258N121,,100%,89%,1705012,,,,2023-12-15 19:17:11,,,,
FATE,Nasdaq,FATE THERAPEUTICS INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"97,000,000",31189P102,,100%,67%,1434316,,,✔,2023-02-27 04:13:49,,,,
FATH,NYSE,Fathom Digital Manufacturing Corporation,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://investors.fathommfg.com/resources/investor-faqs/default.aspx,33%,michael.cimini@fathommfg.com,(262) 563-5575,"1050 Walnut Ridge Dr., Hartland, WI 53029.",https://investors.fathommfg.com/resources/investor-contacts/default.aspx,100%,"61,600,000",31189Y103,,100%,78%,1836176,,,,2023-12-15 19:15:08,,,,
FATH-WT,NYSE,Fathom Digital Manufacturing Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://investors.fathommfg.com/resources/investor-faqs/default.aspx,33%,michael.cimini@fathommfg.com,(262) 563-5575,"1050 Walnut Ridge Dr., Hartland, WI 53029.",https://investors.fathommfg.com/resources/investor-contacts/default.aspx,100%,,,,0%,44%,1836176,,,,2023-12-15 19:15:08,,,,
FATN,Nasdaq,Fatpipe Inc/UT,,,,,0%,,,,,0%,,,,0%,0%,1993400,,,,,,,,
FATP,Nasdaq,Fat Projects Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1865045/000182912622020602/fatprojects_def14a.htm,67%,investor@fatprojects.com,65-8590-2056,27 Bukit Manis RoadSentosa Golf ClubSingapore 099892,https://www.nasdaq.com/press-release/fat-projects-acquisition-corp-announces-intention-to-extend-the-deadline-to-3,100%,"11,240,000",G3400W102,,100%,89%,1865045,,,,2023-12-20 11:27:29,,,,
FATPU,Nasdaq,Fat Projects Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1865045/000182912622020602/fatprojects_def14a.htm,67%,investor@fatprojects.com,65-8590-2056,27 Bukit Manis RoadSentosa Golf ClubSingapore 099892,https://www.nasdaq.com/press-release/fat-projects-acquisition-corp-announces-intention-to-extend-the-deadline-to-3,100%,,G3400W128,,50%,72%,1865045,,,,2023-12-20 11:27:30,,,,
FATPW,Nasdaq,Fat Projects Acquisition Corp Warrant,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1865045/000182912622020602/fatprojects_def14a.htm,67%,investor@fatprojects.com,65-8590-2056,27 Bukit Manis RoadSentosa Golf ClubSingapore 099892,https://www.nasdaq.com/press-release/fat-projects-acquisition-corp-announces-intention-to-extend-the-deadline-to-3,100%,,G3400W110,,50%,72%,1865045,,,✔,2023-12-20 11:27:31,,,,
FAURY,OTC,FORVIA SE/ADR,,,,,0%,,,,,0%,,,,0%,0%,1559444,,,,,,,,
FAVO,OTC,"Favo Capital, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1795851,,,,,,,,
FAX,NYSE,"ABRDN ASIA-PACIFIC INCOME FUND, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,Investor.Relations@abrdn.com,(800) 522-5465,"abrdn 1900 Market Street Suite 200 Philadelphia, PA 19103",https://www.abrdn.com/en-us/cefinvestorcenter/contact-us,100%,"247,700,000",3009107,,100%,100%,790500,,,,2023-12-20 11:28:34,,,,
FAXRF,OTC,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,,,,,0%,,,,,0%,,,,0%,0%,915191,,,,,,,,
FAXXF,OTC,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,,,,,0%,,,,,0%,,,,0%,0%,915191,,,,,,,,
FAZE,Nasdaq,FaZe Holdings Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://investors.fazeclan.com/ir-resources/investor-faqs,33%,ir@fazeclan.com,(818) 688-6373,"720 N Cahuenga Boulevard, Los Angeles, CA 90038",https://investors.fazeclan.com/ir-resources/investor-faqs,100%,"72,510,000",31423J102,,100%,78%,1839360,,,,2023-12-20 11:22:36,,,,
FAZEW,Nasdaq,FaZe Holdings Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://investors.fazeclan.com/ir-resources/investor-faqs,33%,ir@fazeclan.com,(818) 688-6373,"720 N Cahuenga Boulevard, Los Angeles, CA 90038",https://investors.fazeclan.com/ir-resources/investor-faqs,100%,,31423J110,,50%,61%,1839360,,,,2023-12-20 11:22:36,,,,
FBDS,OTC,Fuss Brands Corp.,,,,,0%,,,,,0%,,,,0%,0%,926844,,,,,,,,
FBGL,Nasdaq,FBS Global Ltd,,,,,0%,,,,,0%,,,,0%,0%,1938534,,,,,,,,
FBGX,NYSE,UBS AG,The Bank Of New York Mellon (GRS),,,https://www.ubs.com/global/en/investor-relations/contact/faq/share.html,33%,etracs@ubs.com,1-877-387 2275,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",https://etracs.ubs.com/contact,100%,"245,000",902677780,,100%,78%,1114446,,,✔,2023-12-22 02:41:27,,,,
FBIN,NYSE,"Fortune Brands Innovations, Inc.",EQUINITI TRUST COMPANY,No,7806/7835,https://www.fbin.com/contact-us,100%,,(847) 484-4400,"520 Lake Cook Road, Suite 300, Deerfield, IL 60015",https://www.fbin.com/contact-us/,67%,,,,0%,56%,1519751,,,✔,2023-12-20 11:24:42,,,,
FBIO,Nasdaq,"Fortress Biotech, Inc.",VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,ir@fortressbiotech.com,781-652-4500,"1111 Kane ConcourseSuite 301Bay Harbor Islands, FL 33154",https://www.fortressbiotech.com/investors,100%,"107,740,000",34960Q109,,100%,89%,1429260,,,,2023-12-15 19:09:27,,,,
FBIOP,Nasdaq,"Fortress Biotech, Inc.",VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,ir@fortressbiotech.com,781-652-4500,"1111 Kane ConcourseSuite 301Bay Harbor Islands, FL 33154",https://www.fortressbiotech.com/investors,100%,"3,430,000",34960Q208,,100%,89%,1429260,,,,2023-12-15 19:09:28,,,,
FBIZ,Nasdaq,"FIRST BUSINESS FINANCIAL SERVICES, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1521951/000152195123000031/fbiz-20230306.htm,100%,,,,,0%,"8,480,000",319390100,,100%,67%,1521951,,,,2023-02-27 04:10:26,,,,
FBK,NYSE,FB Financial Corp,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investors@firstbankonline.com,(615) 564-1212,"211 Commerce St Ste 300 Nashville, TN, 37201-1810 United States",https://investors.firstbankonline.com/corporate-profile/,100%,,,,0%,67%,1649749,,,✔,2023-12-20 11:20:26,,,,
FBLA,Nasdaq,"FB Bancorp, Inc. /MD/",,,,,0%,,,,,0%,,,,0%,0%,2013639,,,,,,,,
FBLG,Nasdaq,"FibroBiologics, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1958777,,,,,,,,
FBMS,NYSE,FIRST BANCSHARES INC /MS/,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/947559/000110465922043251/tm223561d1_def14a.htm,67%,,,,,0%,"24,030,000",318916103,,100%,56%,947559,,,,2023-12-15 19:05:59,,,,
FBNC,Nasdaq,FIRST BANCORP /NC/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/811589/000110465922036441/tm228871-2_def14a.htm,100%,,,,,0%,"35,680,000",318910106,,100%,67%,811589,,,,2023-02-27 04:10:26,,,,
FBP,NYSE,FIRST BANCORP /PR/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1057706/000114036122013080/ny20003448x1_def14a.htm,100%,,,,,0%,"187,990,000",318672706,,100%,67%,1057706,,,,2023-02-27 04:10:26,,,,
FBRT,NYSE,"Franklin BSP Realty Trust, Inc.",,,,,0%,,,,,0%,"83,780,000",35243J101,,100%,33%,1562528,,,✔,2023-02-27 04:10:26,,,,
FBRT-PE,NYSE,"Franklin BSP Realty Trust, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1562528,,,,2023-02-27 04:10:26,,,,
FBRX,Nasdaq,"Forte Biosciences, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1419041/000119312522130691/d301649ddef14a.htm,67%,investors@fortebiorx.com,(310) 618-6994,"Forte Biosciences, Inc.3060 Pegasus Park Dr.Building 6Dallas, TX 75247",https://www.fortebiorx.com/investor-relations/shareholder-services/investor-contact/default.aspx,100%,"20,340,000",34962G109,,100%,89%,1419041,,,✔,2023-12-20 11:17:15,,,,
FBTC,CBOE,Fidelity Wise Origin Bitcoin Fund,,,,,0%,,,,,0%,,,,0%,0%,1852317,,,,,,,,
FBYD,Nasdaq,"Falcon's Beyond Global, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1937987,,,,,,,,
FBYDW,Nasdaq,"Falcon's Beyond Global, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1937987,,,,,,,,
FC,NYSE,FRANKLIN COVEY CO,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,,https://ir.franklincovey.com,33%,investor.relations@franklincovey.com,801-817-1776,"Salt Lake City, 2200 Parkway Blvd, United States",https://ir.franklincovey.com,100%,"13,860,000",353469109,,100%,78%,886206,,,✔,2023-12-15 19:01:53,,,,
FCAP,Nasdaq,FIRST CAPITAL INC,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,investorrelations@fcr.ca,416-504-4114,"85 Hanna Ave, Suite 400Toronto, ONM6K 3S3",https://fcr.ca/investors/investor-resources/,100%,"3,370,000",31942S104,,100%,100%,1070296,,,✔,2023-12-15 18:59:52,,,,
FCAX,NYSE,Fortress Capital Acquisition Corp.,,,,,0%,,,,,0%,"40,000,000",G36427105,,100%,33%,1823733,,,,2023-02-27 04:10:26,,,,
FCAX-UN,NYSE,Fortress Capital Acquisition Corp,,,,,0%,,,,,0%,,,,0%,0%,1823733,,,,2023-02-27 04:10:26,,,,
FCBC,Nasdaq,FIRST COMMUNITY BANKSHARES INC /VA/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,investorrelations@fcbinc.com,(800) 971-4671,"One Community Place, P.O. Box 989 Bluefield, VA 24605-0989","https://ir.fcbresource.com/corporate-overview/corporate-profile/default.aspx#:~:text=For%20more%20information%20on%20the,at%20investorrelations%40fcbinc.com.",100%,"16,410,000",31983A103,,100%,100%,859070,,,✔,2023-12-15 18:59:00,,,,
FCCI,OTC,"FAST CASUAL CONCEPTS, INC.",,,,,0%,,,,,0%,,,,0%,0%,1807689,,,,,,,,
FCCN,OTC,SPECTRAL CAPITAL Corp,,,,,0%,,,,,0%,,,,0%,0%,1131903,,,,,,,,
FCCO,Nasdaq,FIRST COMMUNITY CORP /SC/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"7,570,000",319835104,,100%,67%,932781,,,,2023-02-27 04:10:26,,,,
FCEL,Nasdaq,FUELCELL ENERGY INC,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,IR@fce.com,(203) 825-6000,"3 Great Pasture Road, Danbury, CT 06813",https://investor.fce.com/Investors/default.aspx,100%,"405,560,000",35952H601,,100%,89%,886128,,,✔,2023-12-15 18:56:37,,,,
FCELB,OTC,FUELCELL ENERGY INC,,,,,0%,,,,,0%,,,,0%,0%,886128,,,,,,,,
FCF,NYSE,FIRST COMMONWEALTH FINANCIAL CORP /PA/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/712537/000119312523071287/d446743ddef14a.htm,100%,RThomas1@fcbanking.com,(724) 349-7220,"601 Philadelphia StreetP.O. Box 400Indiana, PA 15701-0400",https://firstcommonwealthbank.q4ir.com/corporate-information/corporate-profile/default.aspx,100%,"93,380,000",319829107,,100%,100%,712537,,,✔,2023-12-15 18:54:44,,,,
FCFS,Nasdaq,"FirstCash Holdings, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,mollie.hawkes@fticonsulting.com,(817) 886-6998,"1600 West 7th Street Fort Worth, Texas 76102",https://investors.firstcash.com/contact-info/contacts,100%,"46,820,000",33768G107,,100%,100%,840489,,,✔,2023-12-15 18:53:52,,,,
FCHL,,Fitness Champs Holdings Ltd,,,,,0%,,,,,0%,,,,0%,0%,2023796,,,,,,,,
FCHS,OTC,"First Choice Healthcare Solutions, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1416876,,,,,,,,
FCIC,OTC,FCCC INC,,,,,0%,,,,,0%,,,,0%,0%,730669,,,,,,,,
FCN,NYSE,"FTI CONSULTING, INC","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://ir.fticonsulting.com/shareholder-services/contact-ir,100%,mollie.hawkes@fticonsulting.com,(617) 747-1791,"555 12th Street NW, Suite 700, Washington DC 20004, United States",https://ir.fticonsulting.com/shareholder-services/contact-ir,100%,"34,540,000",302941109,,100%,100%,887936,,,,2023-12-20 11:15:13,,,,
FCNCA,Nasdaq,FIRST CITIZENS BANCSHARES INC /DE/,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,,https://ir.firstcitizens.com/resources/investor-contacts/default.aspx,33%,investor.relations@firstcitizens.com,866-FCB-4BIZ,"4300 Six Forks Rd Raleigh, NC, 27609-5718 United States",https://ir.firstcitizens.com/resources/investor-contacts/default.aspx,100%,"15,000,000",31946M103,,100%,78%,798941,,,,2023-12-15 18:51:26,,,,
FCNCB,OTC,FIRST CITIZENS BANCSHARES INC /DE/,,,,,0%,,,,,0%,,,,0%,0%,798941,,,,,,,,
FCNCO,Nasdaq,FIRST CITIZENS BANCSHARES INC /DE/,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,,https://ir.firstcitizens.com/resources/investor-contacts/default.aspx,33%,investor.relations@firstcitizens.com,866-FCB-4BIZ,"4300 Six Forks Rd Raleigh, NC, 27609-5718 United States",https://ir.firstcitizens.com/resources/investor-contacts/default.aspx,100%,"8,000,000",31959X202,,100%,78%,798941,,,,2023-12-15 18:51:27,,,,
FCNCP,Nasdaq,FIRST CITIZENS BANCSHARES INC /DE/,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,7824,https://ir.firstcitizens.com/resources/investor-contacts/default.aspx,67%,investor.relations@firstcitizens.com,866-FCB-4BIZ,"4300 Six Forks Rd Raleigh, NC, 27609-5718 United States",https://ir.firstcitizens.com/resources/investor-contacts/default.aspx,100%,"13,800,000",319626305,,100%,89%,798941,,,,2023-12-15 18:51:28,,,,
FCO,NYSE,"ABRDN GLOBAL INCOME FUND, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,Investor.Relations@abrdn.com,(800) 522-5465,"abrdn 1900 Market Street Suite 200 Philadelphia, PA 19103",https://www.abrdn.com/en-us/cefinvestorcenter/contact-us,100%,"9,220,000",3013109,,100%,100%,876717,,,,2023-12-20 11:12:06,,,,
FCPT,NYSE,"Four Corners Property Trust, Inc.",BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,7824,https://www.sec.gov/Archives/edgar/data/1650132/000114036122015570/ny20001955x1_def14a.htm,67%,,,,,0%,"81,460,000",35086T109,,100%,56%,1650132,,,,2023-02-27 04:10:26,,,,
FCRD,Nasdaq,First Eagle Alternative Capital BDC Inc,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.firsteagle.com/FEACBDC/faqs,100%,FEAC.IR@firsteagle.com,212-698-3300,"1345 Avenue of the AmericasNew York, NY 10105",https://www.firsteagle.com/FEAC,100%,"29,920,000",26943B100,,100%,100%,1464963,,,✔,2023-12-15 18:42:15,,,,
FCREX,,FS Credit Income Fund,SS&C ALPS,,,https://fsinvestments.com/resources/account-access-faqs/ssc-alps/,33%,robert.paun@fsinvestments.com,917-338-5074.,"201 Rouse BoulevardPhiladelphia, PA 19112","https://fsinvestments.com/company/contact/#:~:text=Institutional%20investor%20relations&text=For%20information%20on%20our%20publicly%20traded%20closed-end%20fund%2C%20FS,or%20917-338-5074.",100%,,,,0%,44%,1688897,,,✔,2023-12-23 01:25:13,,,,
