Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
UBFO,Nasdaq,UNITED SECURITY BANCSHARES,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"17,030,000",911460103,,100%,67%,1137547,,,✔,2023-02-27 04:10:26,,,,
UBOH,OTC,UNITED BANCSHARES INC/OH,,,,,0%,,,,,0%,,,,0%,0%,1087456,,,,,,,,
UBP,NYSE,Urstadt Biddle Properties Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1029800/000120677423000158/uba4110001-def14a.htm,67%,,,,,0%,"10,260,000",917286106,,100%,56%,1029800,,,✔,2023-02-27 04:10:26,,,,
UBP-PH,NYSE,URSTADT BIDDLE PROPERTIES INC,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1029800/000120677423000158/uba4110001-def14a.htm,67%,,,,,0%,,,,0%,22%,1029800,,,✔,2023-02-27 04:10:26,,,,
UBP-PK,NYSE,URSTADT BIDDLE PROPERTIES INC,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1029800/000120677423000158/uba4110001-def14a.htm,67%,,,,,0%,,,,0%,22%,1029800,,,✔,2023-02-27 04:10:26,,,,
UBS,NYSE,UBS Group AG,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"3,349,140,000",H42097107,,100%,67%,1610520,,,✔,2023-02-27 04:10:26,,,,
UBSI,Nasdaq,UNITED BANKSHARES INC/WV,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/729986/000119312522088828/d235575ddef14a.htm,100%,IR@bankwithunited.com,800-766-9383,"Washington, D.C. and Charleston, WV",https://ubsi-inc.com/resources/investor-contacts/default.aspx,100%,"134,590,000",909907107,,100%,100%,729986,,,✔,2023-12-07 01:10:06,,,,
UBX,Nasdaq,"Unity Biotechnology, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1463361/000114036122033169/ny20005123x2_def14a.htm,67%,ir@unitybiotechnology.com,,,https://ir.unitybiotechnology.com/contact-ir,33%,"140,230,000",91381U101,,100%,67%,1463361,,,✔,2023-12-06 20:24:24,,,,
UBXG,Nasdaq,U-BX Technology Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1888525,,,,,,,,
UBYH,OTC,UBUYHOLDINGS INC,,,,,0%,,,,,0%,,,,0%,0%,787496,,,,,,,,
UCAR,Nasdaq,U Power Ltd,,,,,0%,,,,,0%,,,,0%,0%,1939780,,,,,,,,
UCASU,OTC,UC Asset LP,,,,,0%,,,,,0%,,,,0%,0%,1723517,,,,,,,,
UCB,NYSE,UNITED COMMUNITY BANKS INC,,,,,0%,,,,,0%,,,,0%,0%,857855,,,,,,,,
UCB-PI,NYSE,UNITED COMMUNITY BANKS INC,,,,,0%,,,,,0%,,,,0%,0%,857855,,,,,,,,
UCBI,Nasdaq,UNITED COMMUNITY BANKS INC,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,Yes,7808,https://www.sec.gov/Archives/edgar/data/857855/000114036122013333/ny20003550x2_def14a.htm,100%,,,,,0%,"106,060,000",90984P303,,100%,67%,857855,,,✔,2023-02-27 04:10:26,,,,
UCBIO,Nasdaq,UNITED COMMUNITY BANKS INC,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,Yes,7808,https://www.sec.gov/Archives/edgar/data/857855/000114036122013333/ny20003550x2_def14a.htm,100%,,,,,0%,"4,000,000",90985F205,,100%,67%,857855,,,✔,2023-02-27 04:10:26,,,,
UCIB,NYSE,UBS AG,The Bank Of New York Mellon (GRS),,,https://www.ubs.com/global/en/investor-relations/contact/faq/share.html,33%,etracs@ubs.com,1-877-387 2275,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",https://etracs.ubs.com/contact,100%,"2,800,000",90274D390,,100%,78%,1114446,,,✔,2023-12-28 13:02:48,,,,
UCIX,OTC,"Umbra Companies, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1358099,,,,,,,,
UCL,Nasdaq,uCloudlink Group Inc.,The Bank Of New York Mellon (ADS),,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,ir@ucloudlink.com,852-2180-6111,"Unit 2214-Rm1, 22/F, Mira Place Tower A132 Nathan Road, Tsim Sha TsuiKowloon, Hong Kong",https://ir.ucloudlink.com/contact-ir,100%,"160,840,000",90354D104,,100%,78%,1775898,,,✔,2023-12-07 01:08:25,,,,
UCLE,OTC,US NUCLEAR CORP.,,,,,0%,,,,,0%,,,,0%,0%,1543623,,,,,,,,
UCO,NYSE,ProShares Trust II,The Bank Of New York Mellon,,,https://www.proshares.com/globalassets/proshares/documents/8k/pstii_8k_09072022.pdf,33%,info@proshares.com,240-497-6400,"7501 WISCONSIN AVE, SUITE 1000, BETHESDA, MD, 20814",https://www.proshares.com/about/contact,100%,"27,493,096",74347Y888,,100%,78%,1415311,,,✔,2023-12-28 13:02:01,,,,
UCTT,Nasdaq,"Ultra Clean Holdings, Inc.",EQUINITI TRUST COMPANY,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,Investors@uct.com,1 510 576 4400,"26462 Corporate AvenueHayward, CA 94545",https://www.uct.com/contact-us/worldwide-locations/default.aspx,100%,"45,430,000",90385V107,,100%,78%,1275014,,,✔,2023-12-07 01:06:13,,,,
UDMY,Nasdaq,"Udemy, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1607939/000160793922000021/udemyinc-definitiveproxyst.htm,100%,,,,,0%,"140,800,000",902685106,,100%,67%,1607939,,,✔,2023-02-27 04:13:53,,,,
UDN,NYSE,INVESCO DB US DOLLAR INDEX BEARISH FUND,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/5094/000119312522178817/d350724ddef14a.htm,100%,ir@invesco.com,(404) 892-0896,"Two Peachtree Pointe 1555 Peachtree Street, N.E., Suite 1800 Atlanta, GA 30309 USA",https://www.invesco.com/corporate/en/contact-us.html,100%,"3,500,040",46141D104,,100%,100%,1383149,,,,2023-12-20 01:36:22,,,,
UDR,NYSE,"UDR, Inc.",EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,IR@udr.com,720.283.6135,"1745 Shea Center DriveSuite 200Highlands Ranch, CO 80129-1540",https://ir.udr.com/investor-relations-overview/default.aspx,100%,"324,920,000",902653104,,100%,100%,74208,,,✔,2023-12-07 01:03:02,,,,
UE,NYSE,Urban Edge Properties,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"117,440,000",91704F104,,100%,67%,1611547,,,✔,2023-02-27 04:10:26,,,,
UEC,NYSE,URANIUM ENERGY CORP,,,,,0%,,,,,0%,"334,810,000",916896103,,100%,33%,1334933,,,✔,2023-02-27 04:10:26,,,,
UEEC,OTC,"United Health Products, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1096938,,,,,,,,
UEIC,Nasdaq,UNIVERSAL ELECTRONICS INC,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/101984/000010198422000018/proxy2022.htm,67%,uei@lhai.com,(415) 443-3777,"Scottsdale, Arizona",https://investors.uei.com,100%,"12,650,000",913483103,,100%,89%,101984,,,✔,2023-12-07 00:57:07,,,,
UELMO,OTC,UNION ELECTRIC CO,,,,,0%,,,,,0%,,,,0%,0%,100826,,,,,,,,
UEOP,,UEOPLE Technology Holding Ltd,,,,,0%,,,,,0%,,,,0%,0%,2003758,,,,,,,,
UEPCN,OTC,UNION ELECTRIC CO,,,,,0%,,,,,0%,,,,0%,0%,100826,,,,,,,,
UEPCO,OTC,UNION ELECTRIC CO,,,,,0%,,,,,0%,,,,0%,0%,100826,,,,,,,,
UEPCP,OTC,UNION ELECTRIC CO,,,,,0%,,,,,0%,,,,0%,0%,100826,,,,,,,,
UEPEM,OTC,UNION ELECTRIC CO,,,,,0%,,,,,0%,,,,0%,0%,100826,,,,,,,,
UEPEN,OTC,UNION ELECTRIC CO,,,,,0%,,,,,0%,,,,0%,0%,100826,,,,,,,,
UEPEO,OTC,UNION ELECTRIC CO,,,,,0%,,,,,0%,,,,0%,0%,100826,,,,,,,,
UEPEP,OTC,UNION ELECTRIC CO,,,,,0%,,,,,0%,,,,0%,0%,100826,,,,,,,,
UFAB,NYSE,Unique Fabricating Inc.,,,,,0%,,,,,0%,"11,730,000",90915J103,,100%,33%,1617669,,,✔,2023-02-27 04:13:47,,,,
UFABQ,OTC,"Unique Fabricating, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1617669,,,,,,,,
UFCS,Nasdaq,UNITED FIRE GROUP INC,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/101199/000110465922042740/tm2211241-1_def14a.htm,100%,IR@unitedfiregroup.com,1.800.332.7977,"118 Second Ave. SECedar Rapids, IA 52401",https://ir.ufginsurance.com/corporate-profile/default.aspx,100%,"25,190,000",910340108,,100%,100%,101199,,,✔,2023-12-07 00:54:15,,,,
UFG,Nasdaq,Uni-Fuels Holdings Ltd,,,,,,,,,,,,,,,,2021688,,,,,,,,
UFI,NYSE,UNIFI INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/100726/000156459022031338/ufi-def14a_20221102.htm,67%,,,,,0%,"18,000,000",904677200,,100%,56%,100726,,,✔,2023-02-27 04:10:26,,,,
UFPI,Nasdaq,UFP INDUSTRIES INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.google.com/search?q=%22UFP Industries%22+%22transfer+agent%22,100%,,,,https://www.ufpinvestor.com/resources,0%,"61,620,000",90278Q108,,100%,67%,912767,,,,2023-02-27 04:10:26,,,,
UFPT,Nasdaq,UFP TECHNOLOGIES INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"7,570,000",902673102,,100%,56%,914156,,,✔,2023-02-27 04:10:26,,,,
UG,Nasdaq,UNITED GUARDIAN INC,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,info@u-g.com,(631) 273-0900,"230 Marcus Blvd.P.O. Box 18050Hauppauge, NY 11788",https://u-g.com/subscribe-to-investor-mailing-list/,100%,"4,590,000",910571108,,100%,89%,101295,,,✔,2023-12-07 00:51:43,,,,
UGA,NYSE,"United States Gasoline Fund, LP",,,,,0%,,,,,0%,"1,550,000",91201T102,,100%,33%,1396878,,,,2023-02-27 04:10:26,,,,
UGCC,,Universal Gaming Corp,,,,,0%,,,,,0%,,,,0%,0%,1670196,,,,,,,,
UGEIF,OTC,UGE International Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1638298,,,,,,,,
UGI,NYSE,UGI CORP /PA/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22UGI%22+%22transfer+agent%22,100%,investors@ugicorp.com,(610) 337-1000,"P.O. Box 13009Reading, PA 19612-3009",https://www.ugicorp.com,100%,"209,380,000",902681105,,100%,100%,884614,,,,2023-12-07 00:47:46,,,,
UGIC,NYSE,UGI Corporation,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22UGI%22+%22transfer+agent%22,100%,investors@ugicorp.com,(610) 337-1000,"P.O. Box 13009Reading, PA 19612-3009",https://www.ugicorp.com,100%,"2,200,000",902681113,,100%,100%,884614,,,✔,2023-12-07 00:47:46,,,,
UGL,NYSE,ProShares Trust II,The Bank Of New York Mellon,,,https://www.proshares.com/globalassets/proshares/documents/8k/pstii_8k_09072022.pdf,33%,info@proshares.com,240-497-6400,"7501 WISCONSIN AVE, SUITE 1000, BETHESDA, MD, 20814",https://www.proshares.com/about/contact,100%,"3,400,000",74347W601,,100%,78%,1415311,,,✔,2023-12-28 13:02:15,,,,
UGP,NYSE,ULTRAPAR HOLDINGS INC,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,Invest@ultra.com.br,55 11 3177 7014,"Brigadeiro Luiz Antonio Avenue, 1343São Paulo/SP",https://ri.ultra.com.br/fale_conosco.aspx?idCanal=xJPGB0xx/PtggQFsEVR3Kg==&linguagem=en,100%,"1,115,170,000",90400P101,,100%,100%,1094972,,,✔,2023-12-07 00:40:53,,,,
UGRO,Nasdaq,"urban-gro, Inc.",EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.sec.gov/Archives/edgar/data/1706524/000149315222011794/def14a.htm,100%,investors@urban-gro.com,(720) 730-8160,"1751 Panorama PointUnit GLafayette, CO 80026",https://www.urban-gro.com/contact,100%,"10,640,000",91704K202,,100%,100%,1706524,,,✔,2023-12-07 00:39:26,,,,
UHAL,NYSE,U-Haul Holding Co /NV/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22U-Haul Holding%22+%22transfer+agent%22,100%,,,,,0%,"19,610,000",23586100,,100%,67%,4457,,,✔,2023-02-27 04:13:47,,,,
UHAL-B,NYSE,U-Haul Holding Co /NV/,,,,,0%,,,,,0%,,,,0%,0%,4457,,,✔,2023-02-27 04:13:49,,,,
UHG,Nasdaq,"United Homes Group, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1830188,,,,,,,,
UHGI,OTC,"Ultimate Holdings Group, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1888846,,,,,,,,
UHGWW,Nasdaq,"United Homes Group, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1830188,,,,,,,,
UHM,NYSE,Unum Group,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Unum Group%22+%22transfer+agent%22,100%,investorrelations@unum.com,(423) 294-8996,"Chattanooga, 1 Fountain Square, United States",https://investors.unum.com/overview/default.aspx,100%,,91529Y106,,50%,83%,5513,,,✔,2023-12-07 21:45:14,,,,
UHS,NYSE,UNIVERSAL HEALTH SERVICES INC,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Universal Health Services%22+%22transfer+agent%22,100%,,,,https://uhsinc.gcs-web.com/shareholder-services/contact-ir,0%,"65,720,000",913903100,,100%,67%,352915,,,,2023-02-27 04:10:26,,,,
UHT,NYSE,UNIVERSAL HEALTH REALTY INCOME TRUST,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/798783/000119312522118718/d250591ddef14a.htm,100%,,,,,0%,"13,800,000",9.14E+109,,100%,67%,798783,,,✔,2023-02-27 04:10:26,,,,
UI,NYSE,Ubiquiti Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1511737/000151173722000057/ubiquiti-2022proxy.htm,67%,,,,,0%,"60,430,000",90353W103,,100%,56%,1511737,,,✔,2023-02-27 04:10:26,,,,
UIHC,Nasdaq,United Insurance Holdings Corp,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"43,310,000",910710102,,100%,67%,1401521,,,✔,2023-02-27 04:10:26,,,,
UIS,NYSE,UNISYS CORP,,,,,0%,,,,,0%,"67,790,000",909214306,,100%,33%,746838,,,✔,2023-02-27 04:10:26,,,,
UITA,OTC,"Utilicraft Aerospace Industries, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1334740,,,,,,,,
UK,Nasdaq,Ucommune International Ltd,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"3,900,000",G9449A209,,100%,56%,1821424,,,✔,2023-02-27 04:10:26,,,,
UKOMW,Nasdaq,Ucommune International Ltd,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"131,310,000",G9449A118,,100%,56%,1821424,,,✔,2023-02-27 04:10:26,,,,
UL,NYSE,UNILEVER PLC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"2,544,610,000",904767704,,100%,67%,217410,,,✔,2023-02-27 04:13:47,,,,
ULBI,Nasdaq,ULTRALIFE CORP,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"16,130,000",903899102,,100%,56%,875657,,,✔,2023-02-27 04:13:49,,,,
ULCC,Nasdaq,"Frontier Group Holdings, Inc.",,,,,0%,,,,,0%,"217,680,000",35909R108,,100%,33%,1670076,,,✔,2023-02-27 04:13:53,,,,
ULE,NYSE,ProShares Trust II,The Bank Of New York Mellon,,,https://www.proshares.com/globalassets/proshares/documents/8k/pstii_8k_09072022.pdf,33%,info@proshares.com,240-497-6400,"7501 WISCONSIN AVE, SUITE 1000, BETHESDA, MD, 20814",https://www.proshares.com/about/contact,100%,"1,350,000",74347W874,,100%,78%,1415311,,,✔,2023-12-28 13:02:15,,,,
ULH,Nasdaq,"UNIVERSAL LOGISTICS HOLDINGS, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1308208/000119312522091814/d298216ddef14a.htm,100%,,,,,0%,"26,280,000",91388P105,,100%,67%,1308208,,,✔,2023-02-27 04:10:26,,,,
ULS,NYSE,UL Solutions Inc.,,,,,0%,,,,,0%,,,,0%,0%,1901440,,,,,,,,
ULTA,Nasdaq,"Ulta Beauty, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.google.com/search?q=%22Ulta Beauty%22+%22transfer+agent%22,100%,investorrelations@ulta.com,(630) 410-4627,,,67%,"51,220,000",90384S303,,100%,89%,1403568,,,,2023-02-27 04:10:26,,,,
ULVR,,UNILEVER PLC,,,,,,,,,,,,,,,,217410,,,,,,,,
ULY,Nasdaq,Urgent.ly Inc.,,,,,0%,,,,,0%,,,,0%,0%,1603652,,,,,,,,
UMAC,NYSE,"Unusual Machines, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1956955,,,,,,,,
UMBF,Nasdaq,UMB FINANCIAL CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/101382/000119312523070127/d434029ddef14a.htm,100%,Investor.Relations@umb.com,816-860-7106,"1010 Grand BoulevardKansas City, MO 64106",https://investorrelations.umb.com/overview/corporate-profile/default.aspx,100%,"48,310,000",902788108,,100%,100%,101382,,,✔,2023-12-07 00:31:50,,,,
UMC,NYSE,UNITED MICROELECTRONICS CORP,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"12,482,120,000",910873405,,100%,67%,1033767,,,✔,2023-02-27 04:10:26,,,,
UMEWF,OTC,UMeWorld Ltd,,,,,0%,,,,,0%,,,,0%,0%,1114936,,,,,,,,
UMH,NYSE,"UMH PROPERTIES, INC.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/752642/000149315222008807/formdef14a.htm,100%,ir@umh.com,(732) 577-9997,"Juniper Business Plaza3499 Route 9 North, Suite 3-CFreehold, NJ 07728",https://www.umh.reit/home/default.aspx,100%,"55,070,000",903002103,,100%,100%,752642,,,,2023-12-07 20:51:46,,,,
UMH-PD,NYSE,"UMH PROPERTIES, INC.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/752642/000149315222008807/formdef14a.htm,67%,ir@umh.com,(732) 577-9997,"Juniper Business Plaza3499 Route 9 North, Suite 3-CFreehold, NJ 07728",https://www.umh.reit/home/default.aspx,100%,,,,0%,56%,752642,,,,2023-12-07 20:51:46,,,,
UMPQ,Nasdaq,Umpqua Holdings Corp,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,,100%,,,,,0%,"217,050,000",904214103,,100%,67%,1077771,,,✔,2023-02-27 04:10:26,,,,
UN,NYSE,Unilever NV,,,,,0%,,,,,0%,,904784709,,50%,17%,,,,✔,2023-02-27 04:10:26,,,,
UNAM,OTC,UNICO AMERICAN CORP,Unico American Corporation,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,,,,,0%,"5,310,000",904607108,,100%,44%,100716,,,✔,2023-02-27 04:10:26,,,,
UNB,Nasdaq,UNION BANKSHARES INC,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,7824,https://www.sec.gov/Archives/edgar/data/706863/000070686322000022/proxy2021.htm,67%,kadamsalfieri@unionbankvt.com,802.888.0982,"20 Lower Main StreetP.O. Box 667Morrisville, VT 05661",https://unb.q4ir.com/overview/default.aspx,100%,"4,500,000",905400107,,100%,89%,706863,,,✔,2023-12-07 00:29:51,,,,
UNCY,Nasdaq,"Unicycive Therapeutics, Inc.","Philadelphia Stock Transfer, Inc.",,,,33%,ir@unicycive.com,650-543-5470,"4300 El Camino RealSuite 210Los Altos, CA 94022",https://ir.unicycive.com/,100%,"15,050,000",90466Y103,,100%,78%,1766140,,,✔,2023-12-07 00:28:09,,,,
UNF,NYSE,UNIFIRST CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"15,090,000",904708104,,100%,67%,717954,,,✔,2023-02-27 04:10:26,,,,
UNFI,NYSE,UNITED NATURAL FOODS INC,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,No,7808,https://www.google.com/search?q=%22United Natural Foods%22+%22transfer+agent%22,100%,steve.j.bloomquist@unfi.com,(952) 828-4144,,,67%,"58,290,000",911163103,,100%,89%,1020859,,,,2023-02-27 04:10:26,,,,
UNFL,,"Unifoil Holdings, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1965671,,,,,,,,
UNG,NYSE,"United States Natural Gas Fund, LP",,,,,0%,,,,,0%,"19,984,588",912318300,,100%,33%,1376227,,,✔,2023-02-27 04:10:26,,,,
