Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
PACWP,Nasdaq,PacWest Bancorp,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,wblack@pacwest.com,919.597.7466,"130 S. STATE COLLEGE BLVD., BREA, CA, 92821",https://www.pacwest.com/investor-relations,100%,"20,530,000",695263202,,100%,100%,1102112,,,✔,2023-12-24 02:05:17,,,,
PACX,Nasdaq,Pioneer Merger Corp,,,,,0%,,,,,0%,"40,250,000",G7S24C103,,100%,33%,1829797,,,,2023-02-27 04:10:26,,,,
PACXU,Nasdaq,Pioneer Merger Corp,,,,,0%,,,,,0%,,G7S24C129,,50%,17%,1829797,,,,2023-02-27 04:10:26,,,,
PACXW,Nasdaq,Pioneer Merger Corp,,,,,0%,,,,,0%,,G7S24C111,,50%,17%,1829797,,,,2023-02-27 04:10:26,,,,
PAG,NYSE,"PENSKE AUTOMOTIVE GROUP, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Penske Automotive Group%22+%22transfer+agent%22,100%,ir@penskeautomotive.com,(248) 648-2500,"2555 TELEGRAPH RD, BLOOMFIELD HILLS, MI, 48302-0954",https://www.penskeautomotive.com/investors/resources/investor-contacts/default.aspx,100%,"74,200,000",70959W103,,100%,100%,1019849,,,✔,2023-12-24 02:04:02,,,,
PAGP,Nasdaq,PLAINS GP HOLDINGS LP,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.google.com/search?q=%22Plains GP Holdings%22+%22transfer+agent%22,100%,,,,https://www.plains.com/investor-relations,0%,"194,230,000",72651A207,,100%,67%,1581990,,,,2023-02-27 04:10:26,,,,
PAGS,NYSE,PagSeguro Digital Ltd.,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,,https://www.sec.gov/Archives/edgar/data/1712807/000119312519267199/d804522df3asr.htm,33%,ir@pagbank.com,55 11) 3914-9524,"CONYERS TRUST COMPANY (CAYMAN) LIMITED, CRICKET SQUARE, HUTCHINS DRIVE, POB 2681, GRAND CAYMAN, Cayman Islands, KY1-1111",https://investors.pagbank.com/resources/ir-contacts/,100%,"199,710,000",G68707101,,100%,78%,1712807,,,,2023-12-24 02:03:39,,,,
PAHC,Nasdaq,PHIBRO ANIMAL HEALTH CORP,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"20,340,000",71742Q106,,100%,56%,1069899,,,,2023-02-27 04:10:26,,,,
PAI,NYSE,Western Asset Investment Grade Income Fund Inc.,,,,,0%,,,,,0%,"9,510,000",95766T100,,100%,33%,75398,,,,2023-02-27 04:10:26,,,,
PAIYY,OTC,Aesthetic Medical International Holdings Group Ltd,,,,,0%,,,,,0%,,,,0%,0%,1757143,,,,,,,,
PAL,Nasdaq,"Proficient Auto Logistics, Inc",,,,,0%,,,,,0%,,,,0%,0%,1998768,,,,,,,,
PALI,Nasdaq,"PALISADE BIO, INC."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1357459/000149315222024699/formdefa14a.htm,67%,PALI@jtcir.com,833-475-8247,"7750 EL CAMINO REAL, SUITE 5200, CARLSBAD, CA, 92009",https://www.palisadebio.com/investors/,100%,"71,240,000",696389105,,100%,89%,1357459,,,✔,2023-12-24 01:58:49,,,,
PALL,NYSE,abrdn Palladium ETF Trust,,,,,0%,,,,,0%,,,,0%,0%,1459862,,,,,,,,
PALT,Nasdaq,"PALTALK, INC."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1355839/000121390022018796/def14a0422_paltalkinc.htm,67%,,,,,0%,"9,720,000",69764K106,,100%,56%,1355839,,,,2023-07-03 20:53:47,,,,
PAM,NYSE,Pampa Energy Inc.,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investor@pampaenergia.com,54 11 4344 6000,"MAIPU 1, CITY OF BUENOS AIRES, Argentina, C1084ABA",https://ri.pampaenergia.com/en/ir-contact/,100%,"1,386,410,000",697660207,,100%,100%,1469395,,,,2023-12-24 01:56:50,,,,
PAMT,Nasdaq,PAMT CORP,,,,,,,,,,,,,,,,798287,,,,,,,,
PANA,Nasdaq,Panacea Acquisition Corp II,,,,,0%,,,,,0%,"17,800,000",G6882C106,,100%,33%,1828989,,,,2023-02-27 04:10:26,,,,
PANL,Nasdaq,Pangaea Logistics Solutions Ltd.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,investors@pangaeals.com,401-457-9552,"109 LONG WHARF, NEWPORT, RI, 02840",https://www.pangaeals.com/investors/,100%,"46,010,000",G6891L105,,100%,89%,1606909,,,,2023-12-24 01:51:28,,,,
PANW,Nasdaq,Palo Alto Networks Inc,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22Palo Alto Networks%22+%22transfer+agent%22,100%,ir@paloaltonetworks.com,,,https://investors.paloaltonetworks.com/investor-resources/investor-contacts,33%,"299,210,000",697435105,,100%,78%,1327567,,,,2023-02-27 04:10:26,,,,
PAPA,,Papa Medical Inc.,,,,,,,,,,,,,,,,2024283,,,,,,,,
PAPL,NYSE,Pineapple Financial Inc.,,,,,0%,,,,,0%,,,,0%,0%,1938109,,,,,,,,
PAR,NYSE,PAR TECHNOLOGY CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://partech.com/investor-relations/,33%,cbyrnes@partech.com,315-738-0600,"PAR TECHNOLOGY PARK, 8383 SENECA TURNPIKE, NEW HARTFORD, NY, 13413",https://partech.com/investor-relations/,100%,"27,270,000",698884103,,100%,78%,708821,,,,2023-12-24 01:50:17,,,,
PARA,Nasdaq,Paramount Global,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.google.com/search?q=%22Paramount Global%22+%22transfer+agent%22,100%,investorrelations@viacbs.com,(212) 846-0787,,"https://ir.paramount.com/shareholder-services/#:~:text=Q%3A%20Who%20is%20the%20Transfer,agent%20is%20EQ%20Shareowner%20Services.",67%,"608,420,000",92556H206,,100%,89%,813828,,,,2024-04-10 02:22:12,,,,
PARAA,Nasdaq,Paramount Global,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.google.com/search?q=%22Paramount Global%22+%22transfer+agent%22,100%,investorrelations@viacbs.com,(212) 846-0787,,"https://ir.paramount.com/shareholder-services/#:~:text=Q%3A%20Who%20is%20the%20Transfer,agent%20is%20EQ%20Shareowner%20Services.",67%,"40,710,000",92556H107,,100%,89%,813828,,,,2023-02-27 04:10:26,,,,
PARAP,Nasdaq,Paramount Global,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.google.com/search?q=%22Paramount Global%22+%22transfer+agent%22,100%,investorrelations@viacbs.com,(212) 846-0787,,"https://ir.paramount.com/shareholder-services/#:~:text=Q%3A%20Who%20is%20the%20Transfer,agent%20is%20EQ%20Shareowner%20Services.",67%,"10,000,000",92556H305,,100%,89%,813828,,,,2023-02-27 04:10:26,,,,
PARR,NYSE,"PAR PACIFIC HOLDINGS, INC.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.google.com/search?q=%22Par Pacific Holdings%22+%22transfer+agent%22,100%,apatel@parpacific.com,(832) 916-3355,,https://www.parpacific.com/investors/resources/ir-contact,67%,"60,180,000",69888T207,,100%,89%,821483,,,,2023-02-27 04:13:47,,,,
PASG,Nasdaq,"Passage BIO, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1787297/000110465922046024/tm227626d1_def14a.htm,67%,investors@passagebio.com,2678660312,"ONE COMMERCE SQUARE, 2005 MARKET STREET, 39TH FLOOR, PHILADELPHIA, PA, 19103",https://www.passagebio.com/investors-and-news/investor-faqs/default.aspx,100%,"54,460,000",702712100,,100%,89%,1787297,,,,2023-12-24 01:48:57,,,,
PATH,NYSE,"UiPath, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1734722/000173472222000020/uipathproxystatement2022.htm,67%,investor.relations@uipath.com,(844) 432-0455,"ONE VANDERBILT AVENUE, 60TH FLOOR, NEW YORK NY 10017",https://ir.uipath.com/,100%,"467,150,000",90364P105,,100%,89%,1734722,,,,2023-12-24 01:48:11,,,,
PATI,Nasdaq,Patriot Transportation Holding Inc,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,dwatson@patriottrans.com,(877) 704-1776,"200 W. FORSYTH ST., 7TH FLOOR, JACKSONVILLE, FL, 32202",https://patriottrans.com/assets/proxy/2023-Proxy%20Statement.pdf,100%,"3,480,000",70338W105,,100%,100%,1616741,,,,2023-12-24 01:47:20,,,,
PATK,Nasdaq,PATRICK INDUSTRIES INC,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22Patrick Industries%22+%22transfer+agent%22,100%,irrequests@patrickind.com,(574) 294-7511,,https://ir.patrickind.com/company-information/contacts,67%,"22,860,000",703343103,,100%,89%,76605,,,,2023-02-27 04:10:26,,,,
PAVM,Nasdaq,PAVmed Inc.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1624326/000149315223005578/formdef14a.htm,67%,mep@pavmed.com,484-356-7105,"360 Madison Avenue, 25th FloorNew York, New York 10017",https://ir.pavmed.com/contacts,100%,"91,000,000",70387R106,,100%,89%,1624326,,,,2023-12-24 01:36:47,,,,
PAVMZ,Nasdaq,PAVmed Inc.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1624326/000149315223005578/formdef14a.htm,67%,mep@pavmed.com,484-356-7105,"360 Madison Avenue, 25th FloorNew York, New York 10017",https://ir.pavmed.com/contacts,100%,"87,020,000",70387R122,,100%,89%,1624326,,,,2023-12-24 01:36:48,,,,
PAVS,Nasdaq,Paranovus Entertainment Technology Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1751876,,,,,,,,
PAX,Nasdaq,Patria Investments Ltd,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1849737/000095010321004296/dp148090_s1.htm,33%,patria@idealhks.com,1 345 640 4900,"18 Forum Lane, 3rd floor, Camana Bay, PO Box 757, KY1-9006, Grand Cayman, Cayman Islands",https://www.patria.com/search?q=investor,100%,"54,250,000",G69451105,,100%,78%,1825570,,,,2023-12-24 01:34:35,,,,
PAXH,OTC,PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.,,,,,0%,,,,,0%,,,,0%,0%,1350156,,,,,,,,
PAXS,NYSE,PIMCO Access Income Fund,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"43,310,000",72203T100,,100%,67%,1886878,,,✔,2023-02-27 04:10:26,,,,
PAY,NYSE,"Paymentus Holdings, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1841156/000119312522112094/d183649ddef14a.htm,67%,ir@paymentus.com,(888) 440-4826,"11605 N. COMMUNITY HOUSE ROAD, SUITE 300, CHARLOTTE, NC, 28277",https://ir.paymentus.com/resources/investor-faqs/default.aspx,100%,"19,290,000",70439P108,,100%,89%,1841156,,,,2023-12-24 01:28:18,,,,
PAYA,Nasdaq,Paya Holdings Inc,,,,,0%,,,,,0%,"132,080,000",70434P103,,100%,33%,1819881,,,,2023-02-27 04:10:26,,,,
PAYC,NYSE,"Paycom Software, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1590955/000119312522091871/d136606ddef14a.htm,100%,investors@paycomonline.com,(855) 603-1620,"7501 W. Memorial Road Oklahoma City, OK 73142",https://investors.paycom.com/resources/investor-faq/default.aspx,100%,"60,030,000",70432V102,,100%,100%,1590955,,,,2023-12-24 01:25:43,,,,
PAYD,OTC,PAID INC,,,,,0%,,,,,0%,,,,0%,0%,1017655,,,,,,,,
PAYO,Nasdaq,Payoneer Global Inc.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1845815/000110465922052156/tm2211431-1_def14a.htm,67%,investor@payoneer.com,212-600-9272,"150 W 30TH STREET, NEW YORK, NY, 10001",https://investor.payoneer.com/overview/default.aspx,100%,"346,440,000",70451X104,,100%,89%,1845815,,,,2023-12-24 01:23:15,,,,
PAYOW,Nasdaq,Payoneer Global Inc.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1845815/000110465922052156/tm2211431-1_def14a.htm,67%,investor@payoneer.com,212-600-9272,"150 W 30TH STREET, NEW YORK, NY, 10001",https://investor.payoneer.com/overview/default.aspx,100%,"346,440,000",70451X112,,100%,89%,1845815,,,,2023-12-24 01:23:15,,,,
PAYS,Nasdaq,"Paysign, Inc.","Corporate Stock Transfer, Inc.",,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,,,,,0%,"52,150,000",70451A104,,100%,44%,1496443,,,,2023-02-27 04:13:44,,,,
PAYX,Nasdaq,PAYCHEX INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.google.com/search?q=%22Paychex%22+%22transfer+agent%22,100%,tjallen@paychex.com,(800) 828-4411,,"https://investor.paychex.com/#:~:text=Transfer%20Agent,American%20Stock%20Transfer%20%26%20Trust%20Co.",67%,"359,910,000",704326107,,100%,89%,723531,,,,2023-02-27 04:13:47,,,,
PB,NYSE,PROSPERITY BANCSHARES INC,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1068851/000095017023007969/pb-20230314.htm,100%,,,,,0%,"91,210,000",743606105,,100%,67%,1068851,,,,2023-02-27 04:13:49,,,,
PBA,NYSE,PEMBINA PIPELINE CORP,,,,,0%,,,,,0%,"554,980,000",706327103,,100%,33%,1546066,,,,2023-02-27 04:13:53,,,,
PBAJ,OTC,"PETRO USA, INC.",,,,,0%,,,,,0%,,,,0%,0%,745543,,,,,,,,
PBAX,Nasdaq,Phoenix Biotech Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1870404/000119312522289565/d415214ddef14a.htm,67%,,,,,0%,"18,390,000",71902K105,,100%,56%,1870404,,,,2023-02-27 04:10:26,,,,
PBAXU,Nasdaq,Phoenix Biotech Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1870404/000119312522289565/d415214ddef14a.htm,67%,,,,,0%,,71902K204,,50%,39%,1870404,,,,2023-02-27 04:10:26,,,,
PBAXW,Nasdaq,Phoenix Biotech Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1870404/000119312522289565/d415214ddef14a.htm,67%,,,,,0%,,71902K113,,50%,39%,1870404,,,,2023-02-27 04:10:26,,,,
PBBK,Nasdaq,"PB Bankshares, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://ir.presencebank.com/resources/investor-faq/default.aspx,33%,investors@presencebank.com,(484) 784-4004,"185 East Lincoln Highway, Coatesville, PA 19320",https://ir.presencebank.com/overview/default.aspx,100%,"2,780,000",69318V103,,100%,78%,1849670,,,,2023-12-24 01:19:08,,,,
PBF,NYSE,PBF Energy Inc.,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.google.com/search?q=%22PBF Energy%22+%22transfer+agent%22,100%,ir@pbfenergy.com,(973) 254-4414,,https://investors.pbfenergy.com/investor-contacts,67%,"121,920,000",69318G106,,100%,89%,1534504,,,,2023-08-30 05:56:37,,,,
PBFS,Nasdaq,"Pioneer Bancorp, Inc./MD",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"25,980,000",723561106,,100%,56%,1769663,,,,2023-02-27 04:10:26,,,,
PBH,NYSE,Prestige Consumer Healthcare Inc.,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1295947/000110465922075219/tm2218122-2_def14a.htm,100%,Irinquiries@prestigebrands.com,(914) 524-6819,"660 White Plains Road – Ste 250 Tarrytown, NY. 10591",https://ir.prestigebrands.com/,100%,"49,760,000",74112D101,,100%,100%,1295947,,,,2023-08-30 06:04:42,,,,
PBHC,Nasdaq,"Pathfinder Bancorp, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1609065/000156459022012372/pbhc-def14a_20220513.htm,100%,,,,,0%,"4,620,000",70319R109,,100%,67%,1609065,,,,2023-02-27 04:13:44,,,,
PBI,NYSE,PITNEY BOWES INC /DE/,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,Yes,7824,https://www.google.com/search?q=%22Pitney Bowes%22+%22transfer+agent%22,100%,investorrelations@pb.com,(203) 614-1092,,https://www.investorrelations.pitneybowes.com/shareholder-services/investor-faqs?a4ad08fd_field_nir_faq_category%5Bvalue%5D%5B%5D=4261,67%,"173,880,000",724479100,,100%,89%,78814,,,,2023-02-27 04:13:47,,,,
PBI-PB,NYSE,PITNEY BOWES INC /DE/,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,Yes,7824,https://www.google.com/search?q=%22Pitney Bowes%22+%22transfer+agent%22,100%,investorrelations@pb.com,(203) 614-1092,,https://www.investorrelations.pitneybowes.com/shareholder-services/investor-faqs?a4ad08fd_field_nir_faq_category%5Bvalue%5D%5B%5D=4261,67%,,724479100,,50%,72%,78814,,,,2023-02-27 04:13:53,,,,
PBIO,OTC,PRESSURE BIOSCIENCES INC,,,,,0%,,,,,0%,,,,0%,0%,830656,,,,,,,,
PBLA,OTC,"Panbela Therapeutics, Inc.",VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,ir@panbela.com,(952) 479-1196,"712 Vista Blvd. Suite 305, Waconia, MN 55387",https://panbela.com/investor-relations/investor-contact-info/,100%,"20,790,000",69833W107,,100%,89%,1029125,,,,2023-12-24 00:30:34,,,,
PBM,Nasdaq,PSYENCE BIOMEDICAL LTD.,,,,,0%,,,,,0%,,,,0%,0%,1985062,,,,,,,,
PBMLF,OTC,Pacific Booker Minerals Inc.,,,,,0%,,,,,0%,,,,0%,0%,1319150,,,,,,,,
PBMWW,Nasdaq,PSYENCE BIOMEDICAL LTD.,,,,,0%,,,,,0%,,,,0%,0%,1985062,,,,,,,,
PBNAF,OTC,PEMBINA PIPELINE CORP,,,,,0%,,,,,0%,,,,0%,0%,1546066,,,,,,,,
PBNNF,OTC,PT Bank Negara Indonesia (Persero) Tbk/ADR,,,,,0%,,,,,0%,,,,0%,0%,1504122,,,,,,,,
PBPB,Nasdaq,POTBELLY CORP,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"28,700,000",73754Y100,,100%,67%,1195734,,,✔,2023-02-27 04:10:26,,,,
PBR,NYSE,PETROBRAS - PETROLEO BRASILEIRO SA,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,acionistas@petrobras.com.br,,"Avenida República do Chile, 6520035-900 – Rio de Janeiro – RJ Brazil",https://www.investidorpetrobras.com.br/en/investor-services/our-team-investor-service/,67%,"7,442,450,000",71654V408,,100%,89%,1119639,,,,2023-12-24 00:28:46,,,,
PBR A,NYSE,Petroleo Brasileiro S.A.-Petrobras,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,acionistas@petrobras.com.br,,"Avenida República do Chile, 6520035-900 – Rio de Janeiro – RJ Brazil",https://www.investidorpetrobras.com.br/en/investor-services/our-team-investor-service/,67%,"5,602,040,000",71654V101,,100%,89%,,,,,2023-12-24 00:28:46,,,,
PBR-A,NYSE,PETROBRAS - PETROLEO BRASILEIRO SA,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,acionistas@petrobras.com.br,,"Avenida República do Chile, 6520035-900 – Rio de Janeiro – RJ Brazil",https://www.investidorpetrobras.com.br/en/investor-services/our-team-investor-service/,67%,,,,0%,56%,1119639,,,,2023-12-24 00:28:47,,,,
PBSV,OTC,"Pharma-Bio Serv, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1304161,,,,,,,,
PBT,NYSE,PERMIAN BASIN ROYALTY TRUST,,,,,0%,,,,,0%,"46,610,000",714236106,,100%,33%,319654,,,✔,2023-02-27 04:13:47,,,,
PBTS,Nasdaq,Powerbridge Technologies Co Ltd,VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,ir@powerbridge.com,,"1st Floor, Building D2, Southern Software Park, Tangjia Bay, Zhuhai, Guangdong 519080, People’s Republic of China",https://www.powerbridge.com/ir/ir-web/contact.html,67%,"78,970,000",G72007100,,100%,78%,1754323,,,,2023-12-24 00:27:04,,,,
PBYI,Nasdaq,"PUMA BIOTECHNOLOGY, INC.",EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,ir@pumabiotechnology.com,(424) 248-6500,"10880 Wilshire Blvd., Suite 2150 Los Angeles, CA. 90024",https://www.pumabiotechnology.com/,100%,"45,560,000",74587V107,,100%,100%,1401667,,,,2023-12-24 00:24:23,,,,
