Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
MACK,Nasdaq,Merrimack Pharmaceuticals Inc,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,IR@merrimack.com,,"One Broadway, 14th floor, Cambridge, MA 02142",https://investors.merrimack.com/contact-us,67%,"13,410,000",590328209,,100%,78%,1274792,,,✔,2023-11-20 16:25:15,,,,
MACT,OTC,"MachTen, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1957783,,,,,,,,
MAG,NYSE,MAG SILVER CORP,,,,,0%,,,,,0%,"98,720,000",55903Q104,,100%,33%,1230992,,,✔,2023-02-27 04:10:26,,,,
MAGE,OTC,MAGELLAN COPPER & GOLD INC.,,,,,0%,,,,,0%,,,,0%,0%,1515317,,,,,,,,
MAGN,NYSE,Magnera Corp,,,,,,,,,,,,,,,,41719,,,,,,,,
MAIA,NYSE,"MAIA Biotechnology, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,,,33%,ir@maiabiotech.com,,"444 West Lake Street, Suite 1700, Chicago, IL 60606",https://ir.maiabiotech.com/company-information/contacts,67%,"10,940,000",552641102,,100%,67%,1878313,,,✔,2023-11-20 16:23:47,,,,
MAIN,NYSE,Main Street Capital CORP,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1396440/000155837022003997/tmb-20220502xdef14a.htm,100%,,,,,0%,"75,080,000",56035L104,,100%,67%,1396440,,,✔,2023-02-27 04:10:26,,,,
MAJI,OTC,GRN Holding Corp,,,,,,,,,,,,,,,,1492448,,,,,,,,
MALG,OTC,MICROALLIANCE GROUP INC.,,,,,0%,,,,,0%,,,,0%,0%,1309251,,,,,,,,
MAMA,Nasdaq,"Mama's Creations, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1520358,,,,,,,,
MAMK,Nasdaq,MaxsMaking Inc.,,,,,,,,,,,,,,,,2008007,,,,,,,,
MAMO,Nasdaq,Massimo Group,,,,,0%,,,,,0%,,,,0%,0%,1952853,,,,,,,,
MAN,NYSE,ManpowerGroup Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22ManpowerGroup%22+%22transfer+agent%22,100%,InvestorRelations@manpowergroup.com,(414) 906-7356,,https://investor.manpowergroup.com/,67%,"51,740,000",56418H100,,100%,89%,871763,,,,2023-02-27 04:13:44,,,,
MANA,OTC,Grayscale Decentraland Trust (MANA),,,,,0%,,,,,0%,,,,0%,0%,1852023,,,,,,,,
MANH,Nasdaq,MANHATTAN ASSOCIATES INC,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1056696/000156459022012392/manh-def14a_20220512.htm,67%,mbauer@manh.com,678-597-7538,,https://ir.manh.com,67%,"62,720,000",562750109,,100%,78%,1056696,,,✔,2023-11-20 16:21:56,,,,
MANT,Nasdaq,MANTECH INTERNATIONAL CORP,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805/7810,https://www.google.com/search?q=%22ManTech International%22+%22transfer+agent%22,67%,,,,,0%,,564563104,,50%,39%,892537,,,✔,2023-02-27 04:13:53,,,,
MANU,NYSE,Manchester United plc,,,,,0%,,,,,0%,"52,800,000",G5784H106,,100%,33%,1549107,,,✔,2023-02-27 04:10:26,,,,
MAPPF,OTC,PROSTAR HOLDINGS INC. /BC,,,,,0%,,,,,0%,,,,0%,0%,1493130,,,,,,,,
MAPS,Nasdaq,"WM TECHNOLOGY, INC.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1779474/000114036122016940/edge20003709x2_def14a.htm,67%,investors@weedmaps.com,,,https://ir.weedmaps.com/shareholder-services/investor-faqs,33%,"89,030,000",92971A109,,100%,67%,1779474,,,✔,2023-11-20 16:20:41,,,,
MAPSW,Nasdaq,"WM TECHNOLOGY, INC.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1779474/000114036122016940/edge20003709x2_def14a.htm,67%,investors@weedmaps.com,,,https://ir.weedmaps.com/shareholder-services/investor-faqs,33%,"88,840,000",92971A117,,100%,67%,1779474,,,✔,2023-11-20 16:20:46,,,,
MAPT,OTC,"MAPTELLIGENT, INC.",,,,,0%,,,,,0%,,,,0%,0%,1697935,,,,,,,,
MAQC,OTC,Maquia Capital Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1844419/000110465922108825/tm2226345-2_def14a.htm,67%,,,,,0%,"17,890,000",56564V101,,100%,56%,1844419,,,✔,2023-02-27 04:10:26,,,,
MAQCU,OTC,Maquia Capital Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1844419/000110465922108825/tm2226345-2_def14a.htm,67%,,,,,0%,,56564V200,,50%,39%,1844419,,,✔,2023-02-27 04:10:26,,,,
MAQCW,OTC,Maquia Capital Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1844419/000110465922108825/tm2226345-2_def14a.htm,67%,,,,,0%,,56564V119,,50%,39%,1844419,,,✔,2023-02-27 04:10:26,,,,
MAR,Nasdaq,MARRIOTT INTERNATIONAL INC /MD/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Marriott International%22+%22transfer+agent%22,100%,investorrelations@marriott.com,(301) 380-6500,,https://marriott.gcs-web.com/contact-us,67%,"324,550,000",571903202,,100%,89%,1048286,,,,2023-02-27 04:10:26,,,,
MARA,Nasdaq,"MARA Holdings, Inc.",Equity Stock Transfer,,7925,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,ir@mara.com,800-804-1690,"101 NE 3rd Avenue, Suite 1200, Fort Lauderdale, FL 33301",https://ir.mara.com/contact,100%,"116,810,000",565788106,,100%,89%,1507605,,,✔,2023-12-24 05:33:58,,,,
MARK,OTC,"REMARK HOLDINGS, INC.",BNY Mellon Shareowner Services,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,IR@remarkholdings.com,702.701.9514,,https://www.remarkholdings.com/ir.html,67%,"105,160,000",75955K102,,100%,67%,1368365,,,✔,2023-11-20 16:17:37,,,,
MARPS,Nasdaq,MARINE PETROLEUM TRUST,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"2,000,000",568423107,,100%,56%,62362,,,✔,2023-02-27 04:10:26,,,,
MARX,Nasdaq,Mars Acquisition Corp.,,,,,0%,,,,,0%,,,,0%,0%,1892922,,,,,,,,
MARXR,Nasdaq,Mars Acquisition Corp.,,,,,0%,,,,,0%,,,,0%,0%,1892922,,,,,,,,
MARXU,Nasdaq,Mars Acquisition Corp.,,,,,0%,,,,,0%,,,,0%,0%,1892922,,,,,,,,
MAS,NYSE,MASCO CORP /DE/,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22Masco%22+%22transfer+agent%22,100%,david_chaika@mascohq.com,(313) 792-5500,,https://investor.masco.com/investor-resources/shareholder-information/default.aspx,67%,"225,520,000",574599106,,100%,89%,62996,,,,2023-02-27 04:13:47,,,,
MASI,Nasdaq,MASIMO CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,ekammerman@masimo.com,(949) 297-7077,,https://investor.masimo.com/resources/investor-contacts/default.aspx,67%,"52,530,000",574795100,,100%,78%,937556,,,✔,2023-11-20 16:16:45,,,,
MASN,OTC,"Maison Luxe, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1486452,,,,,,,,
MASS,Nasdaq,908 Devices Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1555279/000110465922048065/tm223698-1_def14a.htm,67%,ir@908devices.com,,,https://ir.908devices.com/resources/investor-faqs/default.aspx,33%,"31,590,000",65443P102,,100%,67%,1555279,,,✔,2023-11-20 16:15:07,,,,
MAT,Nasdaq,MATTEL INC /DE/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Mattel%22+%22transfer+agent%22,100%,Investor.Relations@Mattel.com,(310) 252-2703,,https://investors.mattel.com/resources/investor-faqs/,67%,"353,250,000",577081102,,100%,89%,63276,,,,2023-02-27 04:10:26,,,,
MATH,Nasdaq,Metalpha Technology Holding Ltd,,,,,0%,,,,,0%,,,,0%,0%,1682241,,,✔,2023-02-27 04:10:26,,,,
MATV,NYSE,"Mativ Holdings, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1000623/000110465922035536/tm223465-1_def14a.htm,100%,investors@mativ.com,770-569-4229,"100 Kimball Place, Suite 600, Alpharetta, GA 30009",https://ir.mativ.com/resources/investor-contacts/default.aspx,100%,"54,910,000",808541106,,100%,100%,1000623,,,✔,2023-11-20 16:13:50,,,,
MATW,Nasdaq,MATTHEWS INTERNATIONAL CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/63296/000006329623000004/matw-fy2023xproxydef.htm,100%,,,,,0%,"30,610,000",577128101,,100%,67%,63296,,,✔,2023-02-27 04:10:26,,,,
MATX,NYSE,"Matson, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Matson%22+%22transfer+agent%22,100%,lfishman@matson.com,(510) 628-4227,,https://www.matson.com/corporate/contactus,67%,"38,980,000",57686G105,,100%,89%,3453,,,,2023-02-27 04:10:26,,,,
MAV,NYSE,"PIONEER MUNICIPAL HIGH INCOME ADVANTAGE FUND, INC.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1166258/000116625822000002/hit072922def14a.txt,100%,,,,,0%,"23,910,000",723762100,,100%,67%,1258943,,,✔,2023-02-27 04:10:26,,,,
MAX,NYSE,"MediaAlpha, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1818383/000119312522095559/d268026ddef14a.htm,67%,Investors@mediaalpha.com,,,https://investors.mediaalpha.com/resources/investor-contacts/default.aspx,33%,"42,130,000",58450V104,,100%,67%,1818383,,,✔,2023-11-20 16:07:00,,,,
MAXD,OTC,Max Sound Corp,,,,,0%,,,,,0%,,,,0%,0%,1353499,,,,,,,,
MAXN,Nasdaq,"Maxeon Solar Technologies, Ltd.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"44,590,000",Y58473102,,100%,56%,1796898,,,✔,2023-02-27 04:10:26,,,,
MAXR,NYSE,Maxar Technologies Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1121142/000155837022004927/tmb-20220511xdef14a.htm,100%,investor@maxar.com,,"1300 W 120th Avenue, Westminster, CO 80234",https://www.maxar.com/contact-us,67%,"74,210,000",57778K105,,100%,89%,1121142,,,✔,2023-11-20 16:06:00,,,,
MAYS,Nasdaq,MAYS J W INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"2,020,000",578473100,,100%,67%,54187,,,✔,2023-02-27 04:10:26,,,,
MB,Nasdaq,MASTERBEEF GROUP,,,,,,,,,,,,,,,,2027265,,,,,,,,
MBAC,NYSE,M3-Brigade Acquisition II Corp.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1839175/000114036123007924/ny20007442x2_def14a.htm,67%,,,,,0%,"40,000,000",553800103,,100%,56%,1839175,,,✔,2023-02-27 04:13:47,,,,
MBAC-UN,NYSE,M3-Brigade Acquisition II Corp.,,,,,0%,,,,,0%,,,,0%,0%,1839175,,,✔,2023-02-27 04:10:26,,,,
MBAC-WT,NYSE,M3-Brigade Acquisition II Corp.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1839175/000114036123007924/ny20007442x2_def14a.htm,67%,,,,,0%,,,,0%,22%,1839175,,,✔,2023-02-27 04:10:26,,,,
MBAV,Nasdaq,M3-Brigade Acquisition V Corp.,,,,,0%,,,,,0%,,,,0%,0%,2016072,,,,,,,,
MBAVU,Nasdaq,M3-Brigade Acquisition V Corp.,,,,,0%,,,,,0%,,,,0%,0%,2016072,,,,,,,,
MBAVW,Nasdaq,M3-Brigade Acquisition V Corp.,,,,,0%,,,,,0%,,,,0%,0%,2016072,,,,,,,,
MBBC,Nasdaq,"Marathon Bancorp, Inc. /MD/",,,,,0%,,,,,0%,,,,0%,0%,1835385,,,,,,,,
MBC,NYSE,"MasterBrand, Inc.",EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,,,,0%,33%,1941365,,,✔,2023-02-27 04:10:26,,,,
MBCN,Nasdaq,MIDDLEFIELD BANC CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,investors@middlefieldbank.com,,"15985 East High Street, Middlefield, OH 44062",https://ir.middlefieldbank.com/corporate-profile/default.aspx,67%,"5,800,000",596304204,,100%,89%,836147,,,✔,2023-11-20 16:04:13,,,,
MBFJF,OTC,MITSUBISHI UFJ FINANCIAL GROUP INC,,,,,0%,,,,,0%,,,,0%,0%,67088,,,,,,,,
MBGAF,OTC,DAIMLER AG,,,,,0%,,,,,0%,,,,0%,0%,1067318,,,,,,,,
MBGYY,OTC,DAIMLER AG,,,,,0%,,,,,0%,,,,0%,0%,1067318,,,,,,,,
MBI,NYSE,MBIA INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"54,900,000",55262C100,,100%,67%,814585,,,,2023-02-27 04:10:26,,,,
MBIN,Nasdaq,Merchants Bancorp,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"43,110,000",58844R108,,100%,67%,1629019,,,✔,2023-02-27 04:10:26,,,,
MBINL,Nasdaq,Merchants Bancorp,,,,,,,,,,,,,,,,1629019,,,,,,,,
MBINM,Nasdaq,Merchants Bancorp,,,,,0%,,,,,0%,"5,200,000",58844R884,,100%,33%,1629019,,,✔,2023-02-27 04:10:26,,,,
MBINN,Nasdaq,Merchants Bancorp,,,,,0%,,,,,0%,"7,850,000",58844R702,,100%,33%,1629019,,,✔,2023-02-27 04:10:26,,,,
MBINO,Nasdaq,Merchants Bancorp,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,,,,,0%,"5,000,000",58844R603,,100%,44%,1629019,,,✔,2023-02-27 04:10:26,,,,
MBINP,Nasdaq,Merchants Bancorp,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,,,,,0%,"2,080,000",58844R405,,100%,44%,1629019,,,✔,2023-02-27 04:13:44,,,,
MBIO,Nasdaq,"MUSTANG BIO, INC.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1680048/000110465922053114/tm223586-2_def14a.htm,67%,IR@mustangbio.com,,"377 Plantation Street • Worcester, MA 01605",https://ir.mustangbio.com/company-information/contacts,67%,"105,220,000",62818Q104,,100%,78%,1680048,,,✔,2023-11-20 15:23:51,,,,
MBLY,Nasdaq,Mobileye Global Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",,,,33%,investors@mobileye.com,,,https://ir.mobileye.com/investor-resources/investor-faqs,33%,,,,0%,22%,1910139,,,✔,2023-11-20 15:22:40,,,,
MBNKP,Nasdaq,MEDALLION FINANCIAL CORP," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1000209/000119312522136828/d228725ddef14a.htm,67%,,,,,0%,"1,840,000",58403B205,,100%,56%,1000209,,,✔,2023-02-27 04:10:26,,,,
MBOT,Nasdaq,Microbot Medical Inc.,"Boston Equiserve, L.P.",,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,IR@microbotmedical.com,972-(0)52-3044404,,https://ir.microbotmedical.com/news-releases/news-release-details/microbot-medical-announces-multiple-peer-reviewed-abstracts,67%,"7,110,000",59503A204,,100%,67%,883975,,,✔,2023-11-20 15:20:37,,,,
MBRX,Nasdaq,"Moleculin Biotech, Inc.",VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,mbrx@jtcir.com,833-475-8247,,https://moleculin.com/investor-contacts/,67%,"28,610,000",60855D200,,100%,78%,1659617,,,✔,2023-11-23 18:43:42,,,,
MBSC,NYSE,M3-Brigade Acquisition III Corp.,,,,,0%,,,,,0%,"30,000,000",55407R103,,100%,33%,1856589,,,✔,2023-02-27 04:10:26,,,,
MBSC-UN,NYSE,M3-Brigade Acquisition III Corp.,,,,,0%,,,,,0%,,,,0%,0%,1856589,,,✔,2023-02-27 04:10:26,,,,
MBSC-WT,NYSE,M3-Brigade Acquisition III Corp.,,,,,0%,,,,,0%,,,,0%,0%,1856589,,,✔,2023-02-27 04:10:26,,,,
MBTC,Nasdaq,Nocturne Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,No,7808,https://www.sec.gov/Archives/edgar/data/1837344/000121390023018576/def14a0323_nocturneacq.htm,100%,,,,,0%,"14,840,000",G6580S114,,100%,67%,1837344,,,✔,2023-03-14 22:17:20,,,,
MBTCR,Nasdaq,Nocturne Acquisition Corporation Right,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,No,7808,https://www.sec.gov/Archives/edgar/data/1837344/000121390023018576/def14a0323_nocturneacq.htm,100%,,,,,0%,,G6580S106,,50%,50%,1837344,,,✔,2023-02-27 04:10:26,,,,
MBTCU,Nasdaq,Nocturne Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,No,7808,https://www.sec.gov/Archives/edgar/data/1837344/000121390023018576/def14a0323_nocturneacq.htm,100%,,,,,0%,"11,970,000",G6580S122,,100%,67%,1837344,,,✔,2023-03-14 22:17:31,,,,
MBUMF,OTC,"Mabuchi Motor Co., Ltd./ADR",,,,,0%,,,,,0%,,,,0%,0%,1534281,,,,,,,,
MBUMY,OTC,"Mabuchi Motor Co., Ltd./ADR",,,,,0%,,,,,0%,,,,0%,0%,1534281,,,,,,,,
MBUU,Nasdaq,"MALIBU BOATS, INC."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1590976/000159097622000059/mbuu_noticexandxproxyx2022.htm,67%,investorrelations@malibuboats.com,,,https://malibuboatsinc.com/home/default.aspx,33%,"20,500,000",56117J100,,100%,67%,1590976,,,✔,2023-11-20 15:17:43,,,,
MBWM,Nasdaq,MERCANTILE BANK CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1042729/000143774922008452/mbwm20220329_def14a.htm,100%,cchristmas@mercbank.com,(616) 726-1202,"310 Leonard Street NW, Grand Rapids, MI 49504.",https://ir.mercbank.com/corporate-profile/default.aspx,100%,"15,860,000",587376104,,100%,100%,1042729,,,✔,2023-11-20 15:06:00,,,,
MBX,Nasdaq,"MBX Biosciences, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1776111,,,,,,,,
MC,NYSE,Moelis & Co,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1596967/000119312522111245/d300251ddef14a.htm,100%,investor.relations@moelis.com,1 212 883 3800,,https://investors.moelis.com/overview/default.aspx,67%,"64,080,000",60786M105,,100%,89%,1596967,,,✔,2023-11-20 15:04:35,,,,
MCAA,Nasdaq,Mountain & Co. I Acquisition Corp.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1856995/000110465923005012/tm232597-2_def14a.htm,67%,,,,,0%,"23,000,000",G6301J104,,100%,56%,1856995,,,✔,2023-02-27 04:10:26,,,,
MCAAU,Nasdaq,Mountain & Co. I Acquisition Corp.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1856995/000110465923005012/tm232597-2_def14a.htm,67%,,,,,0%,,G6301J120,,50%,39%,1856995,,,✔,2023-02-27 04:10:26,,,,
MCAAW,Nasdaq,Mountain & Co. I Acquisition Corp.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1856995/000110465923005012/tm232597-2_def14a.htm,67%,,,,,0%,,G6301J112,,50%,39%,1856995,,,✔,2023-02-27 04:10:26,,,,
MCAC,Nasdaq,"ConnectM Technology Solutions, Inc.",,,,,0%,,,,,0%,"9,340,000",61244M109,,100%,33%,1895249,,,✔,2023-02-27 04:10:26,,,,
MCACR,Nasdaq,"ConnectM Technology Solutions, Inc.",,,,,0%,,,,,0%,,61244M125,,50%,17%,1895249,,,✔,2023-02-27 04:10:26,,,,
MCACU,Nasdaq,"ConnectM Technology Solutions, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1895249,,,,,,,,
MCACW,Nasdaq,"ConnectM Technology Solutions, Inc.",,,,,0%,,,,,0%,,61244M117,,50%,17%,1895249,,,✔,2023-02-27 04:10:26,,,,
MCAE,Nasdaq,Mountain Crest Acquisition Corp III,,,,,0%,,,,,0%,"7,050,000",62402U107,,100%,33%,1853775,,,✔,2023-02-27 04:10:26,,,,
MCAER,Nasdaq,Mountain Crest Acquisition Corp. III Right,,,,,0%,,,,,0%,,62402U115,,50%,17%,1853775,,,✔,2023-02-27 04:10:26,,,,
MCAF,Nasdaq,Mountain Crest Acquisition Corp IV,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1853774/000182912622019517/mountaincrestacqu_def14a.htm,67%,,,,,0%,"7,560,000",62403K108,,100%,56%,1853774,,,✔,2023-02-27 04:10:26,,,,
