Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
XCH,Nasdaq,XCHG Ltd,,,,,0%,,,,,0%,,,,0%,0%,1979887,,,,,,,,
XCRT,OTC,"Xcelerate, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1138586,,,,,,,,
XCUR,Nasdaq,"EXICURE, INC.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805,https://www.sec.gov/Archives/edgar/data/1698530/000169853022000078/exicuredefproxy-cbipipenov.htm,100%,ksharma@macbiocom.com,(781) 235-3060,"2430 N. Halsted Street, Chicago, IL 60614.",https://investors.exicuretx.com/resources/faqs/default.aspx,100%,"4,960,000",30205M200,,100%,100%,1698530,,,,2023-02-27 04:10:26,,,,
XCWPX,Nasdaq,ACAP Strategic Fund,,,,,0%,,,,,0%,,,,0%,0%,1467631,,,✔,2023-02-27 04:10:26,,,,
XDMBX,Nasdaq,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7806/7835,https://www.sec.gov/Archives/edgar/data/1565381/000156538122000006/lp1-0805.htm,100%,,1 212 495 1784,"240 Greenwich StreetNew York, NY 10286United States",https://www.bnymellon.com/us/en/contact-us/general-inquiries.html,67%,,,,0%,56%,1565381,,,,2023-12-20 01:01:19,,,,
XDSL,OTC,"MPHASE TECHNOLOGIES, INC.",,,,,0%,,,,,0%,,,,0%,0%,825322,,,,,,,,
XEL,Nasdaq,XCEL ENERGY INC,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.google.com/search?q=%22Xcel Energy%22+%22transfer+agent%22,100%,paul.a.johnson@xcelenergy.com,,,,33%,"546,990,000",98389B100,,100%,78%,72903,,,,2023-02-27 04:13:49,,,,
XELA,OTC,"Exela Technologies, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"64,800,000",30162V706,,100%,56%,1620179,,,✔,2023-02-27 04:13:53,,,,
XELAP,OTC,"Exela Technologies, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,ir@exelatech.com,,"2701 E. Grauwyler Road Irving TX, USA",https://investors.exelatech.com/investor-resources/ir-contacts,67%,"3,030,000",30162V607,,100%,67%,1620179,,,,2023-02-27 04:10:26,,,,
XELB,Nasdaq,"XCel Brands, Inc.",Securities Transfer Corporation,,7841,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"19,630,000",98400M101,,100%,56%,1083220,,,✔,2023-12-15 08:48:17,,,,
XENE,Nasdaq,Xenon Pharmaceuticals Inc.," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1582313/000156459022016439/xene-def14a_20220601.htm,67%,,,,https://investor.xenon-pharma.com/corporate-governance/contact-the-board,0%,"62,260,000",98420N105,,100%,56%,1582313,,,,2023-02-27 04:10:26,,,,
XERI,OTC,"XERIANT, INC.",,,,,0%,,,,,0%,,,,0%,0%,1481504,,,,,,,,
XERS,Nasdaq,"Xeris Biopharma Holdings, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,IR@xerispharma.com,(844) 445-5704,"Xeris Biopharma 180 North LaSalle Street Suite 1600 Chicago, IL 60601",https://ir.xerispharma.com/investor-relations/investor-resources/contact-ir,100%,"135,960,000",9.84E+107,,100%,100%,1867096,,,,2023-12-06 19:46:21,,,,
XESP,OTC,"Electronic Servitor Publication Network, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1709542,,,,,,,,
XFCI,OTC,"XTREME FIGHTING CHAMPIONSHIPS, INC.",,,,,0%,,,,,0%,,,,0%,0%,1379043,,,,,,,,
XFIN,Nasdaq,ExcelFin Acquisition Corp.,,,,,0%,IR@excelfinacquisitioncorp.com,,"473 Jackson Street, Suite 300 San Francisco, CA 94111",https://excelfinacquisitioncorp.com/contact/,67%,"23,000,000",30069X102,,100%,56%,1852749,,,,2023-12-06 19:46:21,,,,
XFINU,Nasdaq,ExcelFin Acquisition Corp.,,,,,0%,,,,,0%,,30069X201,,50%,17%,1852749,,,✔,2023-02-27 04:10:26,,,,
XFINW,Nasdaq,ExcelFin Acquisition Corp.,,,,,0%,,,,,0%,,30069X110,,50%,17%,1852749,,,✔,2023-02-27 04:10:26,,,,
XFLT,NYSE,XAI Octagon Floating Rate & Alternative Income Trust,,,,,0%,,,,,0%,"34,770,000",98400T106,,100%,33%,1703079,,,✔,2023-02-27 04:10:26,,,,
XFLT-PA,NYSE,XAI Octagon Floating Rate & Alternative Income Trust,,,,,0%,,,,,0%,,,,0%,0%,1703079,,,✔,2023-02-27 04:13:44,,,,
XFOR,Nasdaq,"X4 Pharmaceuticals, Inc","COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.sec.gov/Archives/edgar/data/1501697/000119312522218580/d144681ddef14a.htm,100%,daniel@lifesciadvisors.com,(617) 430-7576,"X4 Pharmaceuticals 61 North Beacon Street 4th Floor Boston, MA 02134",https://investors.x4pharma.com/contact-ir,100%,"68,650,000",98420X103,,100%,100%,1501697,,,,2023-12-06 19:46:08,,,,
XFOWW,OTC,"X4 Pharmaceuticals, Inc",,,,,0%,,,,,0%,,,,0%,0%,1501697,,,,,,,,
XGEIX,Nasdaq,Guggenheim Energy & Income Fund,,,,,0%,,,,,0%,,,,0%,0%,1642563,,,✔,2023-02-27 04:13:49,,,,
XGN,Nasdaq,EXAGEN INC.,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,ir@exagen.com,,"1261 Liberty Way, Suite C, Vista, California 92081",,67%,"16,260,000",30068X103,,100%,89%,1274737,,,,2023-02-27 04:13:53,,,,
XHG,Nasdaq,XChange TEC.INC,,,,,0%,,,,,0%,,,,0%,0%,1769256,,,,,,,,
XHLD,Nasdaq,"TEN Holdings, Inc.",,,,,0%,,,,,0%,,,,0%,0%,2030954,,,,,,,,
XHR,NYSE,"Xenia Hotels & Resorts, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.sec.gov/Archives/edgar/data/1616000/000161600022000062/xhrdefa2022annualproxy.htm,100%,,(844) 248-2205,"200 S. ORANGE AVENUE, STE. 2700 ORLANDO, FLORIDA 32801",https://xeniareit.com/contact/,67%,"114,350,000",984017103,,100%,89%,1616000,,,,2023-12-06 19:46:03,,,,
XILSX,Nasdaq,Pioneer ILS Interval Fund,,,,,0%,,,,,0%,,,,0%,0%,1616037,,,✔,2023-02-27 04:10:26,,,,
XIN,NYSE,"Xinyuan Real Estate Co., Ltd.",EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,irteam@xyre.com,86 (10) 8588-9376,,https://ir.xyre.com/resources/contact-ir/,67%,"107,760,000",98417P105,,100%,89%,1398453,,,,2023-02-27 04:10:26,,,,
XITO,OTC,"Xenous Holdings, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1651932,,,,,,,,
XLNX,NYSE,XILINX INC,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22Xilinx%22+%22transfer+agent%22,100%,Investor.Relations@amd.com, (408) 749-3124,"2485 Augustine DriveSanta Clara, CA 95054",https://ir.amd.com/contacts/contacts,100%,,983919101,,50%,83%,743988,,,,2023-12-06 19:35:58,,,,
XLO,Nasdaq,"Xilio Therapeutics, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1840233/000155837022005974/tmb-20220609xdef14a.htm,67%,investors@xiliotx.com,(857) 524-2466,"Xilio Therapeutics 828 Winter Street, Waltham, MA 02451",https://xiliotx.com/contact-us,100%,"27,470,000",98422T100,,100%,89%,1840233,,,,2023-12-06 19:45:51,,,,
XM,Nasdaq,Qualtrics International Inc,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1747748/000162828022009335/qualtrics2022proxystatement.htm,67%,investors@qualtrics.com,,,"https://www.qualtrics.com/investors/faqs/#:~:text=How%20can%20I%20contact%20investor,email%20investors%40qualtrics.com.",33%,"162,400,000",747601201,,100%,67%,1747748,,,,2023-02-27 04:13:53,,,,
XMTI,OTC,X Metaverse Inc.,,,,,0%,,,,,0%,,,,0%,0%,1469038,,,,,,,,
XMTR,Nasdaq,"Xometry, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.sec.gov/Archives/edgar/data/1657573/000119312522136745/d350225ddef14a.htm,100%,,,"Xometry, Inc. 6116 Executive Blvd, Suite 800 North Bethesda, MD 20852",https://investors.xometry.com/ir-resources/contact-ir,33%,"44,590,000",98423F109,,100%,78%,1657573,,,,2023-12-06 19:45:44,,,,
XNCR,Nasdaq,Xencor Inc,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.sec.gov/Archives/edgar/data/1326732/000155837022006086/tmb-20220623xdef14a.htm,100%,Investors@xencor.com,,,https://investors.xencor.com/investor-faqs,33%,"59,700,000",98401F105,,100%,78%,1326732,,,,2023-02-27 04:10:26,,,,
XNDA,OTC,Tribal Rides International Corp.,,,,,0%,,,,,0%,,,,0%,0%,1624985,,,,,,,,
XNET,Nasdaq,Xunlei Ltd,The Bank Of New York Mellon Corporation,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,ir@xunlei.com,86 755 8633 8443,,https://ir.xunlei.com/ir-contacts/,67%,"337,430,000",9.84E+112,,100%,67%,1510593,,,,2023-02-27 04:10:26,,,,
XOM,NYSE,EXXON MOBIL CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Exxon Mobil%22+%22transfer+agent%22,100%,shareholderrelations@exxonmobil.com,(972) 940-6000,,https://corporate.exxonmobil.com/investors/investor-relations/investor-relations-contact-information,67%,"4,167,640,000",30231G102,,100%,89%,34088,,,,2023-02-27 04:10:26,,,,
XOMA,Nasdaq,XOMA Royalty Corp,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,investorrelations@xoma.com,(510) 204-7276,"2200 Powell StreetSuite 310Emeryville, CA 94608",https://investors.xoma.com,100%,"11,450,000",98419J206,,100%,100%,791908,,,✔,2023-12-07 20:35:06,,,,
XOMAO,Nasdaq,XOMA Royalty Corp,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,investorrelations@xoma.com,(510) 204-7276,"2200 Powell StreetSuite 310Emeryville, CA 94608",https://investors.xoma.com,100%,"1,600,000",98419J404,,100%,100%,791908,,,✔,2023-12-07 20:34:54,,,,
XOMAP,Nasdaq,XOMA Royalty Corp,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,investorrelations@xoma.com,(510) 204-7276,"2200 Powell StreetSuite 310Emeryville, CA 94608",https://investors.xoma.com,100%,"980,000",98419J305,,100%,100%,791908,,,,2023-12-07 20:34:50,,,,
XONI,OTC,"Xtreme One Entertainment, Inc.",,,,,,,,,,,,,,,,2040753,,,,,,,,
XOS,Nasdaq,"Xos, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investors@xostrucks.com,(818)-316-1890,"3550 Tyburn St.Los Angeles, CA 90065",https://www.xostrucks.com/investor-overview,100%,"166,090,000",98423B108,,100%,100%,1819493,,,✔,2023-12-06 22:47:18,,,,
XOSWW,Nasdaq,"Xos, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,67%,investors@xostrucks.com,(818)-316-1890,"3550 Tyburn St.Los Angeles, CA 90065",https://www.xostrucks.com/investor-overview,100%,"165,500,000",98423B116,,100%,89%,1819493,,,,2023-12-06 22:47:18,,,,
XP,Nasdaq,XP Inc.,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,relacoes.investidores@xpi.com.br,,,https://investors.xpinc.com/servicos-aos-investidores/contato-com-ri/,33%,"447,300,000",G98239109,,100%,67%,1787425,,,,2023-02-27 04:10:26,,,,
XPASX,Nasdaq,Peachtree Alternative Strategies Fund,,,,,0%,,,,,0%,,,,0%,0%,1682662,,,✔,2023-02-27 04:10:26,,,,
XPAX,Nasdaq,XPAC Acquisition Corp,,,,,0%,,,,,0%,"21,960,000",G9831X106,,100%,33%,1853397,,,✔,2023-02-27 04:10:26,,,,
XPAXU,Nasdaq,XPAC Acquisition Corp,,,,,0%,,,,,0%,,G9831X114,,50%,17%,1853397,,,✔,2023-02-27 04:10:26,,,,
XPAXW,Nasdaq,XPAC Acquisition Corp,,,,,0%,xpac@xpi.com.br,(646) 664-0501,"55 West 46 Street, 30 - floor New York, NY 10036",https://xpacaquisition.riweb.com.br/contact/,100%,,G9831X122,,50%,50%,1853397,,,,2023-12-06 19:45:11,,,,
XPDB,Nasdaq,Power & Digital Infrastructure Acquisition II Corp,,,,,0%,,(312) 262-5642,"321 N. Clark St., Suite 2440 Chicago, IL 60654",https://www.xpdispac.com/xpdi-ii-investor-relations,67%,"28,750,000",73919C100,,100%,56%,1855474,,,✔,2023-12-06 19:45:08,,,,
XPDBU,Nasdaq,Power & Digital Infrastructure Acquisition II Corp,,,,,0%,,,,,0%,,73919C209,,50%,17%,1855474,,,✔,2023-02-27 04:10:26,,,,
XPDBW,Nasdaq,Power & Digital Infrastructure Acquisition II Corp,,,,,0%,,,,,0%,,73919C118,,50%,17%,1855474,,,✔,2023-02-27 04:10:26,,,,
XPEL,Nasdaq,"XPEL, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1767258/000176725822000017/a2022proxystatement.htm,67%,jnesbett@institutionalms.com,(203) 972-9200,"Investor Relations 3251 I-35 San Antonio, Texas 78219 U.S.A",https://www.xpel.com/investor-relations-contacts,100%,"27,620,000",98379L100,,100%,89%,1767258,,,,2023-12-06 19:45:06,,,,
XPER,NYSE,Xperi Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,IR@xperi.com,(408) 470-4500,"Xperi Inc. 2190 Gold Street San Jose, CA 95002",https://investor.xperi.com/resources/investor-faqs/default.aspx,100%,"104,200,000",98390M103,,100%,100%,1788999,,,,2023-12-06 19:44:57,,,,
XPEV,NYSE,XPENG INC.,,,,,0%,ir@xiaopeng.com,,"No. 8 Songgang Road, Changxing Street Cencun, Tianhe District, Guangzhou Guangdong 510640 People’s Republic of China",https://ir.xiaopeng.com/resources/investor-faqs,67%,"1,311,920,000",98422D105,,100%,56%,1810997,,,,2023-12-06 19:44:50,,,,
XPL,NYSE,SOLITARIO RESOURCES CORP.,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,info@solitarioxr.com,(303) 534-1030,"Solitario Zinc Corp 4251 Kipling Street, Suite 390 Wheat Ridge, Colorado 80033",https://solitarioxr.com/contact/,100%,"64,770,000",8342EP107,,100%,100%,917225,,,,2023-12-06 19:44:43,,,,
XPNGF,OTC,XPENG INC.,,,,,0%,,,,,0%,,,,0%,0%,1810997,,,,,,,,
XPO,NYSE,"XPO, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22XPO Logistics%22+%22transfer+agent%22,100%,investors@xpo.com,(203) 413-4006,,,67%,"115,040,000",983793100,,100%,89%,1166003,,,,2023-02-27 04:13:49,,,,
XPOF,NYSE,"Xponential Fitness, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investor@xponential.com,(310) 829-5400,,https://investor.xponential.com/resources/contacts,67%,"27,010,000",98422X101,,100%,89%,1802156,,,,2023-02-27 04:13:53,,,,
XPON,Nasdaq,Expion360 Inc.,Pacific Stock Transfer Company,,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,,(949) 432-7566,,https://www.capitalmarketaccess.com/contact,33%,"6,800,000",30218B100,,100%,56%,1894954,,,,2023-12-21 06:39:22,,,,
XPRO,NYSE,EXPRO GROUP HOLDINGS N.V.,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,67%,InvestorRelations@expro.com,(281) 994-1056,,https://investors.expro.com/resources/investor-contacts/default.aspx,67%,"108,700,000",N3144W105,,100%,78%,1575828,,,,2023-02-27 04:10:26,,,,
XPRTX,Nasdaq,Invesco Senior Loan Fund,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/5094/000119312522178817/d350724ddef14a.htm,100%,ir@invesco.com,,"Two Peachtree Pointe 1555 Peachtree Street, N.E., Suite 1800 Atlanta, GA 30309 USA",https://www.invesco.com/corporate/en/contact-us.html,67%,,,,0%,56%,853180,,,,2023-12-20 01:37:42,,,,
XPTFX,,Federated Hermes Project & Trade Finance Tender Fund,"COMPUTERSHARE TRUST COMPANY, N.A.",,,,33%,Investors@FederatedHermes.com,412-288-1900,"1001 Liberty AvenuePittsburgh, PA 15222-3779",https://www.federatedhermes.com/us/about/investor-relations/investor-information.do,100%,,,,0%,44%,1677615,,,✔,2023-12-06 19:26:29,,,,
XRAY,Nasdaq,DENTSPLY SIRONA Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://www.google.com/search?q=%22Dentsply Sirona%22+%22transfer+agent%22,33%,InvestorRelations@dentsplysirona.com,(704) 805-1293,,https://investor.dentsplysirona.com/,67%,"215,450,000",24906P109,,100%,67%,818479,,,,2023-02-27 04:10:26,,,,
XRS,NYSE,TAL Education Group,,,,,0%,,,,,0%,,874080104,,50%,17%,,,,✔,2023-02-27 04:10:26,,,,
XRTX,Nasdaq,XORTX Therapeutics Inc.,TSX Trust Company,,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,adavidoff@xortx.com,(403) 455-7727,"3710 – 33rd Street NW Calgary, Alberta T2L 2M1 Canada",https://www.xortx.com/investors/company-information/contacts,100%,"12,990,000",98420Q207,,100%,78%,1729214,,,,2023-11-27 21:47:24,,,,
XRX,Nasdaq,Xerox Holdings Corp,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22Xerox Holdings%22+%22transfer+agent%22,100%,david.beckel@xerox.com,(203) 849-2318,,,67%,"155,570,000",98421M106,,100%,89%,1770450,,,,2023-02-27 04:10:26,,,,
XSIAX,,VOYA CREDIT INCOME FUND,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,,,,0%,33%,1124959,,,✔,2023-02-27 04:13:44,,,,
XSICX,Nasdaq,VOYA CREDIT INCOME FUND,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,,,,0%,33%,1124959,,,✔,2023-02-27 04:13:47,,,,
XSIIX,Nasdaq,VOYA CREDIT INCOME FUND,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,,,,0%,33%,1124959,,,✔,2023-02-27 04:13:49,,,,
XSIWX,Nasdaq,VOYA CREDIT INCOME FUND,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,,,,0%,33%,1124959,,,✔,2023-02-27 04:13:53,,,,
XSLCX,Nasdaq,Invesco Senior Loan Fund,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/5094/000119312522178817/d350724ddef14a.htm,100%,ir@invesco.com,(404) 892-0896,"Two Peachtree Pointe 1555 Peachtree Street, N.E., Suite 1800 Atlanta, GA 30309 USA",https://www.invesco.com/corporate/en/contact-us.html,100%,,,,0%,67%,853180,,,,2023-12-20 01:37:43,,,,
XSNX,OTC,NovAccess Global Inc.,,,,,0%,,,,,0%,,,,0%,0%,1039466,,,,,,,,
XTGRF,OTC,XTRA-GOLD RESOURCES CORP,,,,,0%,,,,,0%,,,,0%,0%,1288770,,,,,,,,
XTIA,Nasdaq,"XTI Aerospace, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1529113,,,,,,,,
XTKG,Nasdaq,"X3 Holdings Co., Ltd.",,,,,0%,,,,,0%,,,,0%,0%,1754323,,,,,,,,
XTLB,Nasdaq,XTL BIOPHARMACEUTICALS LTD,The Bank Of New York Mellon Corporation,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,info@xtlbio.com,972-9-955-7080,"5 Badner St., P.O.Box 8241 Ramat Gan 5218102 Israel",,100%,"544,910,000",98386D307,,100%,78%,1023549,,,,2023-12-06 19:44:21,,,,
XTNT,NYSE,"Xtant Medical Holdings, Inc.",BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,7824,https://www.sec.gov/Archives/edgar/data/1453593/000149315222026308/formdef14a.htm,67%,investorrelations@xtantmedical.com,,"664 Cruiser Lane Belgrade, MT 59714",,67%,"87,920,000",98420P308,,100%,78%,1453593,,,,2023-12-06 19:44:12,,,,
XTXXF,OTC,Adastra Holdings Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1891512,,,,,,,,
XWEL,Nasdaq,"XWELL, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1410428/000110465922095575/tm2223452-2_def14a.htm,67%,ir@xwell.com,,,https://investors.xpresspa.com/faq,33%,,,,0%,33%,1410428,,,,2023-02-27 04:10:26,,,,
XXAAU,OTC,AEI INCOME & GROWTH FUND XXI LTD PARTNERSHIP,,,,,,,,,,,,,,,,931755,,,,,,,,
XXC,,XINXU COPPER INDUSTRY TECHNOLOGY Ltd,,,,,0%,,,,,0%,,,,0%,0%,1875994,,,,,,,,
