Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
ZEPP,NYSE,Zepp Health Corp,Deutsche Bank Trust Company Americas (ADS),,,https://www.sec.gov/Archives/edgar/data/1720446/000110465922052369/zepp-20211231x20f.htm,33%,zepp@tpg-ir.com,86551-65837200,"BUILDING B2, ZHONG'AN CHUANGGU, TECHNOLOGY PARK NO.900 WANGJIANG WEST RD, HEFEI, China, 230088",https://ir.zepp.com/irresources.html#ir-contacts,100%,"131,820,000",98945L105,,100%,78%,1720446,,,,2023-12-24 07:33:28,,,,
ZEST,Nasdaq,Ecoark Holdings Inc,Philadelphia Stock Transfer,,,,33%,investorrelations@ecoarkusa.com,(800) 762-7293,,,67%,"26,470,000",27888N307,,100%,67%,1437491,,,,2023-02-27 04:10:26,,,,
ZETA,NYSE,Zeta Global Holdings Corp.,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,ir@zetaglobal.com,(212) 967-5055,,https://investors.zetaglobal.com/events-and-presentations/default.aspx,67%,"171,330,000",98956A105,,100%,89%,1851003,,,,2023-02-27 04:10:26,,,,
ZEUS,Nasdaq,OLYMPIC STEEL INC,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Olympic Steel%22+%22transfer+agent%22,100%,ir@olysteel.com,,,https://www.olysteel.com/investor-relations/contact-us,33%,"11,130,000",68162K106,,100%,78%,917470,,,,2023-02-27 04:13:44,,,,
ZEV,NYSE,"Lightning eMotors, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1802749/000180274922000091/zev-20221227xdef14a.htm,67%,InvestorRelations@lightningemotors.com,(800) 223-0740,"815 14th Street SW Loveland, CO 80537",https://ir.lightningemotors.com/company-information/contacts,100%,"75,920,000",53228T101,,100%,89%,1802749,,,,2023-12-06 19:42:49,,,,
ZEV-WT,NYSE,"Lightning eMotors, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1802749/000180274922000091/zev-20221227xdef14a.htm,67%,InvestorRelations@lightningemotors.com,(800) 223-0740,"815 14th Street SW Loveland, CO 80537",https://ir.lightningemotors.com/company-information/contacts,100%,,,,0%,56%,1802749,,,,2023-12-06 19:42:42,,,,
ZEVY,OTC,"Lightning eMotors, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1802749,,,,,,,,
ZEVYW,OTC,"Lightning eMotors, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1802749,,,,,,,,
ZFOX,Nasdaq,ZeroFox Holdings Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1823575/000114036122014036/ny20003599x2_def14a.htm,67%,investor@zerofox.com,,"1834 S. Charles Street, Baltimore, Maryland 21230",https://ir.zerofox.com/resources/investor-faqs,67%,"117,980,000",98955G103,,100%,78%,1823575,,,,2023-02-27 04:10:26,,,,
ZFOXW,Nasdaq,ZeroFox Holdings Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1823575/000114036122014036/ny20003599x2_def14a.htm,67%,investor@zerofox.com,,"1834 S. Charles Street, Baltimore, Maryland 21230",https://ir.zerofox.com/resources/investor-faqs,67%,,98955G111,,50%,61%,1823575,,,,2023-02-27 04:10:26,,,,
ZG,Nasdaq,"ZILLOW GROUP, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Zillow Group%22+%22transfer+agent%22,100%,ir@zillowgroup.com,,,https://s24.q4cdn.com/723050407/files/doc_financials/2022/ar/zillow-proxy-statement-2023.pdf,33%,"58,970,000",98954M101,,100%,78%,1617640,,,,2023-08-22 04:01:07,,,,
ZGN,NYSE,Ermenegildo Zegna N.V.,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,ir@zegna.com,39 335 5837669,,https://ir.zegnagroup.com/resources/investor-contacts/default.aspx,67%,"242,800,000",N30577105,,100%,89%,1877787,,,,2023-02-27 04:10:26,,,,
ZGN-WT,NYSE,Ermenegildo Zegna N.V.,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,,100%,ir@zegna.com,39 335 5837669,,https://ir.zegnagroup.com/resources/investor-contacts/default.aspx,67%,,,,0%,56%,1877787,,,,2023-02-27 04:10:26,,,,
ZH,NYSE,Zhihu Inc.,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,ir@zhihu.com,,,https://ir.zhihu.com/Contact,33%,"299,200,000",98955N108,,100%,78%,1835724,,,,2023-02-27 04:10:26,,,,
ZHYBF,OTC,Zhong Yuan Bio-Technology Holdings Ltd,,,,,0%,,,,,0%,,,,0%,0%,1672886,,,,,,,,
ZI,Nasdaq,ZoomInfo Technologies Inc.,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,IR@zoominfo.com,,,https://ir.zoominfo.com/news-releases/news-release-details/zoominfo-announces-second-quarter-2023-financial-results,33%,"403,440,000",98980F104,,100%,78%,1794515,,,,2023-08-22 04:26:10,,,,
ZIM,NYSE,ZIM Integrated Shipping Services Ltd.,,,,,0%,investors@zim.com,972-8-865-2300,"ZIM Integrated Shipping Services Ltd. 9 Andrei Sakharov St. (Matam Center) P.O. Box 15067, Haifa 3190500, Israel",,100%,"119,950,000",M9T951109,,100%,67%,1654126,,,,2023-12-06 19:42:26,,,,
ZIMCF,OTC,ZIM CORP,,,,,0%,,,,,0%,,,,0%,0%,1124160,,,,,,,,
ZIMV,Nasdaq,ZimVie Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,67%,marissa@gilmartinir.com,(805) 305-1244,,https://investor.zimvie.com/ir-resources/contact-ir,67%,"26,080,000",98888T107,,100%,78%,1876588,,,,2023-02-27 04:10:26,,,,
ZING,Nasdaq,FTAC Zeus Acquisition Corp (Blank for cohen circles {merges}),CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1844270/000121390022073217/def14a1122_ftaczeusacq.htm,67%,ir@cohencircle.com,4844593476,"2929 ARCH STREET STE 1703, PHILADELPHIA, PA, 19104",https://www.sec.gov/Archives/edgar/data/1844270/000121390023063023/def14a0823_ftaczeus.htm,100%,"42,030,000",30320F106,,100%,89%,1844270,,,,2024-01-09 21:31:46,,,,
ZINGU,Nasdaq,FTAC Zeus Acquisition Corp (Blank for cohen circles {merges}),CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1844270/000121390022073217/def14a1122_ftaczeusacq.htm,67%,ir@cohencircle.com,4844593476,"2929 ARCH STREET STE 1703, PHILADELPHIA, PA, 19104",https://www.sec.gov/Archives/edgar/data/1844270/000121390023063023/def14a0823_ftaczeus.htm,100%,,30320F205,,50%,72%,1844270,,,,2024-01-09 21:31:57,,,,
ZINGW,Nasdaq,FTAC Zeus Acquisition Corp (Blank for cohen circles {merges}),CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1844270/000121390022073217/def14a1122_ftaczeusacq.htm,67%,ir@cohencircle.com,4844593476,"2929 ARCH STREET STE 1703, PHILADELPHIA, PA, 19104",https://www.sec.gov/Archives/edgar/data/1844270/000121390023063023/def14a0823_ftaczeus.htm,100%,,30320F114,,50%,72%,1844270,,,,2023-02-27 04:10:26,,,,
ZION,Nasdaq,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/","ZIONS BANCORPORATION, NATIONAL ASSOCIATION",No,7849,https://zionsbancorporation.com/overview/faqs/,100%,james.abbott@zionsbancorp.com,(800) 974-8800,"Zions Bancorporation One South Main Street Salt Lake City, UT 84133-1109",https://zionsbancorporation.com/overview/contact-us/default.aspx,100%,"150,470,000",989701107,,100%,100%,109380,,,,2023-12-06 19:42:25,,,,
ZIONL,Nasdaq,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/","ZIONS BANCORPORATION, NATIONAL ASSOCIATION",No,7849,,100%,james.abbott@zionsbancorp.com,(800) 974-8800,"Zions Bancorporation One South Main Street Salt Lake City, UT 84133-1109",https://zionsbancorporation.com/overview/contact-us/default.aspx,100%,"3,520,000",989701818,,100%,100%,109380,,,,2023-12-06 19:42:09,,,,
ZIONO,Nasdaq,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/","ZIONS BANCORPORATION, NATIONAL ASSOCIATION",No,7849,,100%,james.abbott@zionsbancorp.com,(800) 974-8800,"Zions Bancorporation One South Main Street Salt Lake City, UT 84133-1109",https://zionsbancorporation.com/overview/contact-us/default.aspx,100%,"5,540,000",989701859,,100%,100%,109380,,,,2023-12-06 19:42:01,,,,
ZIONP,Nasdaq,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/","ZIONS BANCORPORATION, NATIONAL ASSOCIATION",No,7849,,100%,james.abbott@zionsbancorp.com,(800) 974-8800,"Zions Bancorporation One South Main Street Salt Lake City, UT 84133-1109",https://zionsbancorporation.com/overview/contact-us/default.aspx,100%,"2,650,000",98973A104,,100%,100%,109380,,,,2023-12-06 19:41:53,,,,
ZIP,NYSE,"ZIPRECRUITER, INC.",,,,,0%,IR@ziprecruiter.com,,"ZipRecruiter, Inc. 604 Arizona Avenue Santa Monica, CA 90401",,67%,"83,520,000",98980B103,,100%,56%,1617553,,,,2023-12-06 19:41:38,,,,
ZIVO,OTC,"Zivo Bioscience, Inc.",Issuer Direct Corporation,,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,tpatel@lhai.com,212-201-6614,"21 East Long Lake Road Ste 100 Bloomfield Hills, MI 48304",https://ir.zivobioscience.com/contact,100%,"9,420,000",98978N200,,100%,78%,1101026,,,,2024-01-09 21:33:55,,,,
ZIVOW,OTC,"Zivo Bioscience, Inc.",Issuer Direct Corporation,,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,tpatel@lhai.com,212-201-6614,"21 East Long Lake Road Ste 100 Bloomfield Hills, MI 48304",https://ir.zivobioscience.com/contact,100%,"9,420,000",98978N119,,100%,78%,1101026,,,,2024-01-09 21:33:54,,,,
ZJK,Nasdaq,"ZJK Industrial Co., Ltd.",,,,,0%,,,,,0%,,,,0%,0%,1941506,,,,,,,,
ZJYL,Nasdaq,Jin Medical International Ltd.,,,,,0%,IR@zhjmedical.com,(519) 89607972,"No. 33 Lingxiang Road, Wujin District, Changzhou City, Jiangsu Province, People’s Republic of China",http://ir.zhjmedical.com/about-67-63-52.html,100%,,,,0%,33%,1837821,,,,2023-12-06 19:41:19,,,,
ZK,NYSE,ZEEKR Intelligent Technology Holding Ltd,,,,,0%,,,,,0%,,,,0%,0%,1954042,,,,,,,,
ZKGCF,OTC,ZKGC New Energy Ltd,,,,,0%,,,,,0%,,,,0%,0%,1896511,,,,,,,,
ZKH,NYSE,ZKH Group Ltd,,,,,0%,,,,,0%,,,,0%,0%,1862044,,,,,,,,
ZKIN,Nasdaq,"ZK International Group Co., Ltd.","Vcorp Agent Services, Inc.",,7924,https://ir.zkinternationalgroup.com/faq,67%,alex@zkinternationalgroup.com,86-577-86852999,"No. 678 Dingxiang Road, Binhai Industrial Park, Wenzhou, Zhejiang Province, People's Republic of China 325025",https://zkinternationalgroup.com/investors/company-information/contacts,100%,"30,390,000",G9892K100,,100%,89%,1687451,,,,2024-01-09 21:36:00,,,,
ZLAB,Nasdaq,Zai Lab Ltd,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,,100%,prahmer@enduranceadvisors.com,(415) 515-9763,,https://ir.zailaboratory.com/investor-resources/ir-contact,67%,"979,090,000",98887Q104,,100%,89%,1704292,,,,2023-02-27 04:10:26,,,,
ZLME,OTC,Zhanling International Ltd,,,,,0%,,,,,0%,,,,0%,0%,1489300,,,,,,,,
ZLS,Nasdaq,Zalatoris II Acquisition Corp,,,,,0%,,,,,0%,,,,0%,0%,1853397,,,,,,,,
ZLSSF,OTC,Zalatoris II Acquisition Corp,,,,,0%,,,,,0%,,,,0%,0%,1853397,,,,,,,,
ZLSWU,Nasdaq,Zalatoris II Acquisition Corp,,,,,0%,,,,,0%,,,,0%,0%,1853397,,,,,,,,
ZLSWW,Nasdaq,Zalatoris II Acquisition Corp,,,,,0%,,,,,0%,,,,0%,0%,1853397,,,,,,,,
ZM,Nasdaq,"Zoom Video Communications, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22Zoom Video Communications%22+%22transfer+agent%22,100%,,,,https://investors.zoom.us/resources/investor-contacts,0%,"250,980,000",98980L101,,100%,67%,1585521,,,✔,2023-09-04 03:29:48,,,,
ZM,Nasdaq,"Zoom Communications, Inc.",,,,,,,,,,,,,,,,1585521,,,,,,,,
ZNGA,Nasdaq,ZYNGA INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805/7810,https://www.google.com/search?q=%22Zynga%22+%22transfer+agent%22,67%,investors@zynga.com,,,,33%,,98986T108,,50%,50%,1439404,,,,2023-02-27 04:10:26,,,,
ZNH,NYSE,China Southern Airlines Company Limited,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,,100%,,,,,0%,"4,644,000,000",169409109,,100%,67%,1041668,,,,2023-02-27 04:10:26,,,,
ZNOG,OTC,ZION OIL & GAS INC,,,,,0%,,,,,0%,,,,0%,0%,1131312,,,,,,,,
ZNOGW,OTC,ZION OIL & GAS INC,,,,,0%,,,,,0%,,,,0%,0%,1131312,,,,,,,,
ZNTL,Nasdaq,"Zentalis Pharmaceuticals, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,alevy@zentalis.com,(212) 433-3791,"1359 Broadway Suite 1710 New York, NY 10018",https://ir.zentalis.com/investor-resources/investor-contact/,100%,"56,980,000",98943L107,,100%,89%,1725160,,,,2023-12-06 19:40:59,,,,
ZOM,NYSE,Zomedica Corp.,,,,,0%,investors@zomedica.com,(734) 369-2555,"100 Phoenix Drive Suite 125 Ann Arbor, MI 48108",https://zomedica.com/contact/,100%,"979,950,000",98980M109,,100%,67%,1684144,,,,2023-12-06 19:40:47,,,,
ZONE,NYSE,"CleanCore Solutions, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1956741,,,,,,,,
ZOOZ,Nasdaq,ZOOZ Power Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1992818,,,,,,,,
ZOOZW,Nasdaq,ZOOZ Power Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1992818,,,,,,,,
ZPAS,OTC,"Zoompass Holdings, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1635748,,,,,,,,
ZPHYF,OTC,ZEPHYR MINERALS LTD.,,,,,0%,,,,,0%,,,,0%,0%,1613979,,,,,,,,
ZPTA,OTC,Zapata Computing Holdings Inc.,,,,,0%,,,,,0%,,,,0%,0%,1843714,,,,,,,,
ZPTAW,OTC,Zapata Computing Holdings Inc.,,,,,0%,,,,,0%,,,,0%,0%,1843714,,,,,,,,
ZRFY,OTC,"Zerify, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1285543,,,,,,,,
ZS,Nasdaq,"Zscaler, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.sec.gov/Archives/edgar/data/1713683/000171368322000115/zs_fy2022xproxy.htm,100%,ir@zscaler.com,,,https://ir.zscaler.com/shareholder-services/investor-faqs,33%,"143,050,000",98980G102,,100%,78%,1713683,,,,2023-02-27 04:10:26,,,,
ZSL,NYSE,ProShares Trust II,The Bank Of New York Mellon ,,,https://www.proshares.com/globalassets/proshares/documents/8k/pstii_8k_09072022.pdf,33%,info@proshares.com,240-497-6400,"7501 WISCONSIN AVE, SUITE 1000, BETHESDA, MD, 20814",https://www.proshares.com/about/contact,100%,"941,329",74347Y847,,100%,78%,1415311,,,,2023-12-28 13:02:33,,,,
ZSMA,,Zhong Shi International Ltd,,,,,0%,,,,,0%,,,,0%,0%,2025792,,,,,,,,
ZSPC,Nasdaq,"zSpace, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1637147,,,,,,,,
ZSSY,,"Diamond Water Origin Supply Chain Technology Group Co., Ltd.",,,,,0%,,,,,0%,,,,0%,0%,2025125,,,,,,,,
ZT,Nasdaq,Zimmer Energy Transition Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1849408/000110465921044988/tm218925-1_s1.htm,33%,ir@zimmerenergy.com,212-440-0749,"9 WEST 57TH STREET, 33RD FLOOR, NEW YORK, NY, 10019",https://www.sec.gov/Archives/edgar/data/1849408/000110465921044988/tm218925-1_s1.htm,100%,"34,500,000",989570106,,100%,78%,1849408,,,,2024-01-09 21:37:35,,,,
ZTAQU,Nasdaq,Zimmer Energy Transition Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1849408/000110465921044988/tm218925-1_s1.htm,33%,ir@zimmerenergy.com,212-440-0749,"9 WEST 57TH STREET, 33RD FLOOR, NEW YORK, NY, 10019",https://www.sec.gov/Archives/edgar/data/1849408/000110465921044988/tm218925-1_s1.htm,100%,,989570205,,50%,61%,1849408,,,,2024-01-09 21:37:59,,,,
ZTAQW,Nasdaq,Zimmer Energy Transition Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1849408/000110465921044988/tm218925-1_s1.htm,33%,ir@zimmerenergy.com,212-440-0749,"9 WEST 57TH STREET, 33RD FLOOR, NEW YORK, NY, 10019",https://www.sec.gov/Archives/edgar/data/1849408/000110465921044988/tm218925-1_s1.htm,100%,,989570114,,50%,61%,1849408,,,,2024-01-09 21:38:03,,,,
ZTEK,Nasdaq,Zentek Ltd.,,,,,0%,mswergold@zentek.com,(844) 730-9822,"24 Corporate Court Guelph, Ontario N1G 5G5 Canada",https://www.zentek.com/contact-us/,100%,"99,360,000",98942X102,,100%,67%,1904501,,,,2023-12-06 19:40:36,,,,
ZTO,NYSE,ZTO Express (Cayman) Inc.,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,ir@zto.com,8621 59139988,"BUILDING ONE, NO. 1685 HUAZHI ROAD, QINGPU DISTRICT, SHANGHAI, China, 201708",https://zto.investorroom.com/ir-contacts,100%,"621,030,000",98980A105,,100%,100%,1677250,,,,2024-01-09 21:39:07,,,,
ZTOEF,OTC,ZTO Express (Cayman) Inc.,,,,,0%,,,,,0%,,,,0%,0%,1677250,,,,,,,,
ZTR,NYSE,Virtus Total Return Fund Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,closedendfunds@virtus.com,800-272-2700,"101 MUNSON STREET, GREENFIELD, MA, 01301",https://www.virtus.com/products/virtus-total-return-fund,100%,"48,210,000",92835W107,,100%,100%,836412,,,,2024-01-09 21:40:43,,,,
ZTS,NYSE,Zoetis Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Zoetis%22+%22transfer+agent%22,100%,,,,https://investor.zoetis.com/contact/investor-contacts/default.aspx,0%,"468,140,000",98978V103,,100%,67%,1555280,,,✔,2023-09-04 03:29:35,,,,
ZUMZ,Nasdaq,Zumiez Inc,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,7824,https://www.sec.gov/Archives/edgar/data/1318008/000156459022015252/zumz-def14a_20220601.htm,67%,darinwhite@zumiez.com,(425) 551-1500 x1337,,https://ir.zumiez.com/,67%,"19,470,000",989817101,,100%,78%,1318008,,,,2023-02-27 04:10:26,,,,
ZUO,NYSE,ZUORA INC,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.sec.gov/Archives/edgar/data/1423774/000142377422000089/a2022proxystatement.htm,100%,InvestorRelations@zuora.com,(650) 419-1377,"Zuora 101 Redwood Shores Pkwy, Redwood City, CA 94065","https://investor.zuora.com/investor-resources/investor-contacts/default.aspx
https://www.globaldata.com/company-profile/zuora-inc/locations/",100%,"123,800,000",98983V106,,100%,100%,1423774,,,,2023-12-06 19:40:29,,,,
ZURA,Nasdaq,Zura Bio Ltd,,,,,0%,,,,,0%,,,,0%,0%,1855644,,,,,,,,
ZURAW,Nasdaq,Zura Bio Ltd,,,,,0%,,,,,0%,,,,0%,0%,1855644,,,,,,,,
ZUUS,OTC,"ZEUUS, INC.",,,,,0%,,,,,0%,,,,0%,0%,1687926,,,,,,,,
ZVIA,NYSE,Zevia PBC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.sec.gov/Archives/edgar/data/1854139/000095017022006024/zvia_proxy_statement_202.htm,100%,ir@zevia.com,(646) 277-1260,,https://investors.zevia.com/resources/investor-contacts/default.aspx,67%,"44,070,000",98955K104,,100%,89%,1854139,,,,2023-02-27 04:13:47,,,,
ZVOI,OTC,Zovio Inc,,,,,0%,,,,,0%,,,,0%,0%,1305323,,,,,,,,
ZVRA,Nasdaq,"ZEVRA THERAPEUTICS, INC.",,,,,0%,,,,,0%,,,,0%,0%,1434647,,,,,,,,
