Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
JAN,Nasdaq,ALT5 Sigma Corp,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,IR@Janone.com,1-800-400-2247,"325 E. Warm Springs Road, Suite 102, Las Vegas, Nevada, 89119",https://ir.janone.com/company-information/faq,100%,"3,150,000",47089W104,,100%,100%,862861,,,,2024-01-09 00:20:36,,,,
JANL,OTC,JANEL CORP,,,,,0%,,,,,0%,,,,0%,0%,1133062,,,,,,,,
JANX,Nasdaq,"Janux Therapeutics, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1817713/000095017022006742/janx_def_14a_2022.htm,67%,investors@januxrx.com,,,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001817713/72d91986-1175-45ba-ba08-5cd42b2d6828.pdf,33%,"41,660,000",47103J105,,100%,67%,1817713,,,,2023-12-24 06:49:06,,,,
JAQC,Nasdaq,Jupiter Acquisition Corporation,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,jim@hauslein.com,212-207-8884,"11450 SE Dixie Hwy, Hobe Sound, FL 33455",https://www.sec.gov/Archives/edgar/data/1817868/000121390021038459/fs12021a4_jupiteracq.htm,100%,"16,360,000",482082104,,100%,89%,1817868,,,,2024-01-09 00:22:10,,,,
JAQCU,Nasdaq,Jupiter Acquisition Corporation,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,jim@hauslein.com,212-207-8884,"11450 SE Dixie Hwy, Hobe Sound, FL 33455",https://www.sec.gov/Archives/edgar/data/1817868/000121390021038459/fs12021a4_jupiteracq.htm,100%,,482082203,,50%,72%,1817868,,,,2024-01-09 00:21:57,,,,
JAQCW,Nasdaq,Jupiter Acquisition Corporation,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,jim@hauslein.com,212-207-8884,"11450 SE Dixie Hwy, Hobe Sound, FL 33455",https://www.sec.gov/Archives/edgar/data/1817868/000121390021038459/fs12021a4_jupiteracq.htm,100%,,482082112,,50%,72%,1817868,,,,2024-01-09 00:22:10,,,,
JATT,NYSE,JATT Acquisition Corp (Now Zura Bio Ltd),CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1855644/000110465923026834/tm2218919-28_424b3.htm,33%,info@jattacquisition.com,858-247-0520,"4225 EXECUTIVE SQUARE, SUITE 600, LA JOLLA, CA, 92037",https://jattacquisition.com,100%,"13,800,000",G50752107,,100%,78%,1855644,,,,2024-01-09 00:26:36,,,,
JATT-UN,NYSE,JATT Acquisition Corp (Now Zura Bio Ltd),CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1855644/000110465923026834/tm2218919-28_424b3.htm,33%,info@jattacquisition.com,858-247-0520,"4225 EXECUTIVE SQUARE, SUITE 600, LA JOLLA, CA, 92037",https://jattacquisition.com,100%,,,,0%,44%,1855644,,,,2024-01-09 00:26:42,,,,
JATT-WT,NYSE,JATT Acquisition Corp (Now Zura Bio Ltd),CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1855644/000110465923026834/tm2218919-28_424b3.htm,33%,info@jattacquisition.com,858-247-0520,"4225 EXECUTIVE SQUARE, SUITE 600, LA JOLLA, CA, 92037",https://jattacquisition.com,100%,,,,0%,44%,1855644,,,,2024-01-09 00:26:39,,,,
JAZZ,Nasdaq,Jazz Pharmaceuticals plc,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1232524/000119312522172177/d257307ddef14a.htm,67%,investorinfo@jazzpharma.com,353-1-634-7800,"FIFTH FLOOR, WATERLOO EXCHANGE, WATERLOO ROAD, DUBLIN, Ireland, 4",https://investor.jazzpharma.com/,100%,"62,680,000",G50871105,,100%,89%,1232524,,,,2023-12-24 06:23:37,,,,
JBARF,OTC,Julius Baer Group Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1475011,,,,,,,,
JBAXY,OTC,Julius Baer Group Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1475011,,,,,,,,
JBDI,Nasdaq,JBDI Holdings Ltd,,,,,0%,,,,,0%,,,,0%,0%,1964314,,,,,,,,
JBGS,NYSE,JBG SMITH Properties,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1689796/000120677422000761/jbgs3970491-def14a.htm,100%,brodgers@jbgsmith.com,240-333-3600,"4747 BETHESDA AVENUE, SUITE 200, BETHESDA, MD, 20814",https://www.jbgsmith.com/contact/investor,100%,"114,390,000",46590V100,,100%,100%,1689796,,,,2023-12-24 06:23:02,,,,
JBHT,Nasdaq,HUNT J B TRANSPORT SERVICES INC,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22J.B. Hunt Transport Services%22+%22transfer+agent%22,100%,investors@jbhunt.com,,,https://investor.jbhunt.com/overview/default.aspx,33%,"103,810,000",445658107,,100%,78%,728535,,,,2023-02-27 04:10:26,,,,
JBI,NYSE,"Janus International Group, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://ir.janusintl.com/resources/contact-us,33%,IR@janusintl.com,770-562-6399,"135 Janus International Blvd, Temple, GA 30179",https://ir.janusintl.com/resources/contact-us,100%,"146,640,000",47103N106,,100%,78%,1839839,,,,2024-01-09 00:27:43,,,,
JBK,NYSE,LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BACKED SER 2004-6,,,,,0%,,,,,0%,"1,000,000",21988K859,,100%,33%,1284143,,,,2023-02-27 04:10:26,,,,
JBL,NYSE,JABIL INC,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Jabil%22+%22transfer+agent%22,100%,Investor_relations@jabil.com,(727) 577-9749,,https://investors.jabil.com/resources/investor-faqs/default.aspx,67%,"137,560,000",466313103,,100%,89%,898293,,,,2023-02-27 04:10:26,,,,
JBLU,Nasdaq,JETBLUE AIRWAYS CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22JetBlue Airways%22+%22transfer+agent%22,100%,IR@JETBLUE.COM,7182867900,"27-01 QUEENS PLAZA NORTH, LONG ISLAND CITY, NY, 11101",https://ir.jetblue.com/overview/default.aspx,100%,"323,850,000",477143101,,100%,100%,1158463,,,,2023-12-24 06:21:34,,,,
JBS,,JBS B.V.,,,,,0%,,,,,0%,,,,0%,0%,1791942,,,,,,,,
JBSAY,OTC,JBS S.A.,,,,,0%,,,,,0%,,,,0%,0%,1450123,,,,,,,,
JBSS,Nasdaq,SANFILIPPO JOHN B & SON INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,InvestorInformation@jbssinc.com,847-214-4612,"1703 N. Randall Road, Elgin, IL 60123",https://jbssinc.com/investors/investor-contact/,100%,"8,930,000",800422107,,100%,89%,880117,,,,2024-01-09 00:28:44,,,,
JBT,NYSE,John Bean Technologies CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1433660/000155837022004830/tmb-20220513xdef14a.htm,100%,kedric.meredith@jbtc.com,312.861.6034,"70 W MADISON, SUITE 4400, CHICAGO, IL, 60602",https://ir.jbtc.com/overview/default.aspx,100%,"31,860,000",477839104,,100%,100%,1433660,,,,2023-12-24 06:19:28,,,,
JCB,,JICAIBA HOLDINGS LTD,,,,,0%,,,,,0%,,,,0%,0%,2023797,,,,,,,,
JCE,NYSE,Nuveen Core Equity Alpha Fund,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"16,050,000",67090X107,,100%,67%,1385763,,,,2023-02-27 04:10:26,,,,
JCI,NYSE,Johnson Controls International plc,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"688,810,000",G51502105,,100%,67%,833444,,,✔,2023-02-27 04:10:26,,,,
JCIC,Nasdaq,Jack Creek Investment Corp,,,,,0%,,,,,0%,"34,500,000",G4989X115,,100%,33%,1822312,,,✔,2023-02-27 04:10:26,,,,
JCICU,Nasdaq,Jack Creek Investment Corp,,,,,0%,,,,,0%,,G4989X107,,50%,17%,1822312,,,✔,2023-02-27 04:10:26,,,,
JCICW,Nasdaq,Jack Creek Investment Corp,,,,,0%,,,,,0%,,G4989X123,,50%,17%,1822312,,,✔,2023-02-27 04:10:26,,,,
JCSE,Nasdaq,JE Cleantech Holdings Ltd,VStock Transfer LLC,,,https://www.sec.gov/Archives/edgar/data/1905511/000149315223014717/form20-f.htm,33%,Elise.hong@jcs-echigo.com.sg,65 6368 4198,"3 Woodlands Sector 1, Singapore 738361",https://www.sec.gov/Archives/edgar/data/1905511/000149315223014717/form20-f.htm,100%,"15,020,000",G50875106,,100%,78%,1905511,,,,2024-01-09 00:30:55,,,,
JCTC,Nasdaq,JEWETT CAMERON TRADING CO LTD,,,,,0%,,,,,0%,,,,0%,0%,885307,,,,,,,,
JCTCF,Nasdaq,JEWETT CAMERON TRADING CO LTD,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/885307/000121716023000003/jctinfocircularfeb172023agm.htm,67%,,,,,0%,"3,490,000",47733C207,,100%,56%,885307,,,✔,2023-02-27 04:10:26,,,,
JCYCF,OTC,Jardine Cycle & Carriage Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1289688,,,,,,,,
JCYGY,OTC,Jardine Cycle & Carriage Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1289688,,,,,,,,
JD,Nasdaq,"JD.com, Inc.",Deutsche Bank Trust Company Americas (ADS),,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,ir@jd.com,86-10-5895-5500,"20TH FLOOR, BUILDING A, NO. 18 KECHUANG, YIZHUANG BDA, DAXING DISTRICT, BEIJING, China, 101111",https://corporate.jd.com/contactUs,100%,"2,695,610,000",47215P106,,100%,78%,1549802,,,,2023-12-24 06:17:02,,,,
JDCMF,OTC,"JD.com, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1549802,,,,,,,,
JDZG,Nasdaq,JIADE Ltd,,,,,0%,,,,,0%,,,,0%,0%,1976908,,,,,,,,
JEF,NYSE,Jefferies Financial Group Inc.,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.google.com/search?q=%22Jefferies Financial Group%22+%22transfer+agent%22,100%,,,,https://ir.jefferies.com/resources/information-request/default.aspx,0%,"232,450,000",47233W109,,100%,67%,96223,,,✔,2023-02-27 04:10:26,,,,
JELD,NYSE,"JELD-WEN Holding, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.google.com/search?q=%22JELD-WEN Holding%22+%22transfer+agent%22,100%,investors@jeldwen.com,(704) 378-7007,,https://investors.jeld-wen.com/resources/investor-faq/default.aspx,67%,"84,260,000",47580P103,,100%,89%,1674335,,,,2023-02-27 04:10:26,,,,
JEMTF,OTC,BARCLAYS BANK PLC,,,,,0%,,,,,0%,,,,0%,0%,312070,,,,,,,,
JEQ,NYSE,"ABRDN JAPAN EQUITY FUND, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,Investor.Relations@abrdn.com,(800) 522-5465,"abrdn 1900 Market Street Suite 200 Philadelphia, PA 19103",https://www.abrdn.com/en-us/cefinvestorcenter/contact-us,100%,"13,410,000",00306J109,,100%,100%,866095,,,,2023-12-20 11:28:08,,,,
JETBF,OTC,Global Crossing Airlines Group Inc.,,,,,0%,,,,,0%,,,,0%,0%,1846084,,,,,,,,
JETD,NYSE,BANK OF MONTREAL /CAN/,,,,,0%,,,,,0%,,,,0%,0%,927971,,,,,,,,
JETMF,OTC,Global Crossing Airlines Group Inc.,,,,,0%,,,,,0%,,,,0%,0%,1846084,,,,,,,,
JETR,OTC,Star Jets International Inc.,,,,,0%,,,,,0%,,,,0%,0%,1908054,,,,,,,,
JETU,NYSE,BANK OF MONTREAL /CAN/,,,,,0%,,,,,0%,,,,0%,0%,927971,,,,,,,,
JEWL,OTC,Adamas One Corp.,Sedona Equity Registrar & Transfer,,,https://www.sec.gov/Archives/edgar/data/1884072/000119983522000352/form-s1.htm,33%,ir@adamasone.com,212-655-0924,"17767 N. Perimeter Dr., Suite B115, Scottsdale, AZ 85255",https://ir.adamasone.com/resources/investor-contacts/default.aspx,100%,,,,0%,44%,1884072,,,,2024-01-09 00:33:03,,,,
JFB,Nasdaq,JFB Construction Holdings,,,,,,,,,,,,,,,,2024306,,,,,,,,
JFBR,Nasdaq,Jeffs' Brands Ltd,,,,,0%,,,,,0%,"8,070,000",M61472102,,100%,33%,1885408,,,,2023-02-27 04:13:47,,,,
JFBRW,Nasdaq,Jeffs' Brands Ltd,,,,,0%,,,,,0%,"2,890,000",M61472110,,100%,33%,1885408,,,,2023-02-27 04:13:49,,,,
JFIL,OTC,"Jubilant Flame International, Ltd",,,,,0%,,,,,0%,,,,0%,0%,1517389,,,,,,,,
JFIN,Nasdaq,Jiayin Group Inc.,,,,,0%,,,,,0%,"108,100,000",47737C104,,100%,33%,1743102,,,✔,2023-02-27 04:10:26,,,,
JFR,NYSE,NUVEEN FLOATING RATE INCOME FUND,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"56,920,000",67072T108,,100%,67%,1276533,,,✔,2023-02-27 04:10:26,,,,
JFTH,OTC,"Japan Food Tech Holdings, Inc.",,,,,,,,,,,,,,,,1857910,,,,,,,,
JFU,Nasdaq,9F Inc.,"Citibank, N.A. (ADS)",,7923,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,ir@9fbank.com.cn,86-10-85276996,"ROOM 1607, BUILDING NO. 5,, 5 W. LAIGUANGYING RD, CHAOYANG DISTRICT, CHAOYANG DISTRICT, BEIJING, China, 100012",https://ir.9fgroup.com/,100%,"170,160,000",65442R109,,100%,89%,1619544,,,,2023-12-24 06:14:06,,,,
JG,Nasdaq,Aurora Mobile Ltd,The Bank Of New York Mellon Corporation,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,ir@jiguang.cn,8675583881462,"3/F, BLDG 7, ZHIHENG INDUSTRIAL PARK,, NO. 15, GUANKOU ROAD 2, NANTOU STREET, SHENZHEN, China, 518052",https://ir.jiguang.cn/,100%,"62,220,000",51857100,,100%,78%,1737339,,,,2023-12-24 06:13:26,,,,
JGGC,Nasdaq,Jaguar Global Growth Corporation I,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1857518/000110465921129574/tm2115810-6_s1.htm,33%,JGGC@Gateway-grp.com,1 (949) 574-3860,"3225 FRANKLIN AVENUE,, SUITE 309, MIAMI, FL, 33133",https://www.jaguarglobalgrowth.com/,100%,"23,000,000",G5S11A106,,100%,78%,1857518,,,,2023-12-24 06:11:12,,,,
JGGCR,Nasdaq,Jaguar Global Growth Corporation I Right,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1857518/000110465921129574/tm2115810-6_s1.htm,33%,JGGC@Gateway-grp.com,1 (949) 574-3860,"3225 FRANKLIN AVENUE,, SUITE 309, MIAMI, FL, 33133",https://www.jaguarglobalgrowth.com/,100%,,G5S11A155,,50%,61%,1857518,,,,2023-12-24 06:11:12,,,,
JGGCU,Nasdaq,Jaguar Global Growth Corporation I,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1857518/000110465921129574/tm2115810-6_s1.htm,33%,JGGC@Gateway-grp.com,1 (949) 574-3860,"3225 FRANKLIN AVENUE,, SUITE 309, MIAMI, FL, 33133",https://www.jaguarglobalgrowth.com/,100%,,G5S11A148,,50%,61%,1857518,,,,2023-12-24 06:10:54,,,,
JGGCW,Nasdaq,Jaguar Global Growth Corporation I,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1857518/000110465921129574/tm2115810-6_s1.htm,33%,JGGC@Gateway-grp.com,1 (949) 574-3860,"3225 FRANKLIN AVENUE,, SUITE 309, MIAMI, FL, 33133",https://www.jaguarglobalgrowth.com/,100%,,G5S11A130,,50%,61%,1857518,,,,2023-12-24 06:10:58,,,,
JGH,NYSE,Nuveen Global High Income Fund,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"23,180,000",67075G103,,100%,67%,1615905,,,✔,2023-02-27 04:10:26,,,,
JGLDF,OTC,Japan Gold Corp.,,,,,0%,,,,,0%,,,,0%,0%,1686000,,,,,,,,
JGSHF,OTC,"JG Summit Holdings, Inc./ADR",,,,,0%,,,,,0%,,,,0%,0%,1567172,,,,,,,,
JGSMY,OTC,"JG Summit Holdings, Inc./ADR",,,,,0%,,,,,0%,,,,0%,0%,1567172,,,,,,,,
JHAA,NYSE,Nuveen Corporate Income 2023 Target Term Fund,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"7,830,000",67079F101,,100%,67%,1753217,,,✔,2023-02-27 04:13:47,,,,
JHG,NYSE,JANUS HENDERSON GROUP PLC,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1274173/000130817922000104/ljhg2022_def14a.htm,67%,jim.kurtz@janushenderson.com,1 303 336 4529,"201 BISHOPSGATE, LONDON, United Kingdom, EC2M 3AE",https://ir.janushenderson.com/contact-us/,100%,"165,660,000",G4474Y214,,100%,89%,1274173,,,,2023-12-24 06:09:23,,,,
JHI,NYSE,JOHN HANCOCK INVESTORS TRUST,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/759828/000113322822007628/jhit-html5675_def14a.htm,100%,,,,,0%,"8,710,000",410142103,,100%,67%,759828,,,,2023-02-27 04:10:26,,,,
JHIUF,OTC,James Hardie Industries plc,,,,,0%,,,,,0%,,,,0%,0%,1159152,,,,,,,,
JHS,NYSE,JOHN HANCOCK INCOME SECURITIES TRUST,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/759866/000113322822007625/jhist-html5674_def14a.htm,100%,,,,,0%,"11,650,000",410123103,,100%,67%,759866,,,,2023-02-27 04:13:53,,,,
JHX,NYSE,James Hardie Industries plc,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://ir.jameshardie.com.au/resources/contacts,33%,investor.relations@jameshardie.com.au,61 2 13 11 03,"2ND FLOOR EUROPA HOUSE, HARCOURT CENTRE HARCOURT STREET, DUBLIN, Ireland, 2",https://ir.jameshardie.com.au/,100%,"445,660,000",47030M106,,100%,78%,1159152,,,,2023-12-24 06:08:43,,,,
JILL,NYSE,"J.Jill, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1687932/000119312522106268/d268329ddef14a.htm,67%,investors@jjill.com,(203) 682-8200,"4 BATTERYMARCH PARK, QUINCY, MA, 02169",https://investors.jjill.com/Investors-Relations/Overview/default.aspx,100%,"10,150,000",46620W201,,100%,89%,1687932,,,,2023-12-24 06:07:29,,,,
JJA,NYSE,Barclays Bank PLC,EQUINITI TRUST COMPANY,,,https://home.barclays/contact-us/group/private-shareholder-relations/,33%,privateshareholderrelations@barclays.com,44 (0)20 7116 2897,"1 Churchill Place, London E14 5HP",https://home.barclays/contact-us/group/private-shareholder-relations/,100%,"693,743",06746P589,,100%,78%,312070,,,,2023-12-27 22:12:50,,,,
JJATF,OTC,BARCLAYS BANK PLC,,,,,0%,,,,,0%,,,,0%,0%,312070,,,,,,,,
JJC,NYSE,Barclays Bank PLC,EQUINITI TRUST COMPANY,,,https://home.barclays/contact-us/group/private-shareholder-relations/,33%,privateshareholderrelations@barclays.com,44 (0)20 7116 2897,"1 Churchill Place, London E14 5HP",https://home.barclays/contact-us/group/private-shareholder-relations/,100%,"4,182,545",06746P555,,100%,78%,312070,,,,2023-12-27 22:12:50,,,,
JJCTF,OTC,BARCLAYS BANK PLC,,,,,0%,,,,,0%,,,,0%,0%,312070,,,,,,,,
JJE,NYSE,Barclays Bank PLC,EQUINITI TRUST COMPANY,,,https://home.barclays/contact-us/group/private-shareholder-relations/,33%,privateshareholderrelations@barclays.com,44 (0)20 7116 2897,"1 Churchill Place, London E14 5HP",https://home.barclays/contact-us/group/private-shareholder-relations/,100%,"119,894",06746P530,,100%,78%,312070,,,,2023-12-27 22:13:15,,,,
JJETF,OTC,BARCLAYS BANK PLC,,,,,0%,,,,,0%,,,,0%,0%,312070,,,,,,,,
JJG,NYSE,Barclays Bank PLC,EQUINITI TRUST COMPANY,,,https://home.barclays/contact-us/group/private-shareholder-relations/,33%,privateshareholderrelations@barclays.com,44 (0)20 7116 2897,"1 Churchill Place, London E14 5HP",https://home.barclays/contact-us/group/private-shareholder-relations/,100%,"473,313",06746P522,,100%,78%,312070,,,,2023-12-27 22:13:16,,,,
JJGTF,OTC,BARCLAYS BANK PLC,,,,,0%,,,,,0%,,,,0%,0%,312070,,,,,,,,
JJM,NYSE,Barclays Bank PLC,EQUINITI TRUST COMPANY,,,https://home.barclays/contact-us/group/private-shareholder-relations/,33%,privateshareholderrelations@barclays.com,44 (0)20 7116 2897,"1 Churchill Place, London E14 5HP",https://home.barclays/contact-us/group/private-shareholder-relations/,100%,"210,148",06746P514,,100%,78%,312070,,,,2023-12-27 22:13:16,,,,
JJMTF,OTC,BARCLAYS BANK PLC,,,,,0%,,,,,0%,,,,0%,0%,312070,,,,,,,,
JJN,NYSE,Barclays Bank PLC,EQUINITI TRUST COMPANY,,,https://home.barclays/contact-us/group/private-shareholder-relations/,33%,privateshareholderrelations@barclays.com,44 (0)20 7116 2897,"1 Churchill Place, London E14 5HP",https://home.barclays/contact-us/group/private-shareholder-relations/,100%,"1,242,077",06746P480,,100%,78%,312070,,,,2023-12-27 22:13:21,,,,
JJNTF,OTC,BARCLAYS BANK PLC,,,,,0%,,,,,0%,,,,0%,0%,312070,,,,,,,,
JJOFF,OTC,BARCLAYS BANK PLC,,,,,0%,,,,,0%,,,,0%,0%,312070,,,,,,,,
JJP,NYSE,Barclays Bank PLC,EQUINITI TRUST COMPANY,,,https://home.barclays/contact-us/group/private-shareholder-relations/,33%,privateshareholderrelations@barclays.com,44 (0)20 7116 2897,"1 Churchill Place, London E14 5HP",https://home.barclays/contact-us/group/private-shareholder-relations/,100%,"121,413",06746P464,,100%,78%,312070,,,,2023-12-27 22:13:21,,,,
JJPFF,OTC,BARCLAYS BANK PLC,,,,,0%,,,,,0%,,,,0%,0%,312070,,,,,,,,
