Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
TAKAX,Nasdaq,Carlyle Tactical Private Credit Fund,"DST Systems, Inc",,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,David.McCann@carlyle.com,(202) 729-5800,,,67%,,,,0%,33%,1725472,,,,2023-02-27 04:10:26,,,,
TAKIX,Nasdaq,Carlyle Tactical Private Credit Fund,"DST Systems, Inc",,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,David.McCann@carlyle.com,(202) 729-5800,,,67%,,,,0%,33%,1725472,,,,2023-12-14 19:49:39,,,,
TAKLX,Nasdaq,Carlyle Tactical Private Credit Fund,"DST Systems, Inc",,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,David.McCann@carlyle.com,(202) 729-5800,,,67%,,,,0%,33%,1725472,,,,2023-12-14 19:49:38,,,,
TAKMX,Nasdaq,Carlyle Tactical Private Credit Fund,"DST Systems, Inc",,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,David.McCann@carlyle.com,(202) 729-5800,,,67%,,,,0%,33%,1725472,,,,2023-12-14 19:49:39,,,,
TAKNX,Nasdaq,Carlyle Tactical Private Credit Fund,"DST Systems, Inc",,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,David.McCann@carlyle.com,(202) 729-5800,,,67%,,,,0%,33%,1725472,,,,2023-12-14 19:49:45,,,,
TAKYX,Nasdaq,Carlyle Tactical Private Credit Fund,"DST Systems, Inc",,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,David.McCann@carlyle.com,(202) 729-5800,,,67%,,,,0%,33%,1725472,,,,2023-12-14 19:49:40,,,,
TAL,NYSE,TAL Education Group,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"166,070,000",874080104,,100%,67%,1499620,,,✔,2023-02-27 04:10:26,,,,
TALK,Nasdaq,"Talkspace, Inc.",,,,,0%,,,,,0%,"158,180,000",87427V103,,100%,33%,1803901,,,✔,2023-02-27 04:10:26,,,,
TALKW,Nasdaq,"Talkspace, Inc.",,,,,0%,,,,,0%,,87427V111,,50%,17%,1803901,,,✔,2023-02-27 04:10:26,,,,
TALO,NYSE,TALOS ENERGY INC.,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1724965/000119312522096702/d218935ddef14a.htm,67%,,,,,0%,"82,570,000",87484T108,,100%,56%,1724965,,,✔,2023-02-27 04:10:26,,,,
TALS,Nasdaq,Talaris Therapeutics Inc,,,,,0%,,,,,0%,"41,700,000",87410C104,,100%,33%,1827506,,,✔,2023-02-27 04:10:26,,,,
TANAF,OTC,Tian'an Technology Group Ltd,,,,,0%,,,,,0%,,,,0%,0%,1941189,,,,,,,,
TANH,Nasdaq,TANTECH HOLDINGS LTD,VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"29,280,000",G8675X123,,100%,56%,1588084,,,✔,2023-11-23 18:45:45,,,,
TANNI,Nasdaq,TravelCenters of America Inc 8.25 Senior Notes due 2028,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.sec.gov/Archives/edgar/data/1378453/000110465922043625/tm223405-1_def14a.htm,100%,,,,,0%,"4,400,000",894174200,,100%,67%,1378453,,,✔,2023-02-27 04:10:26,,,,
TANNL,Nasdaq,TravelCenters of America Inc 8.0 Senior Notes due 2029,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.sec.gov/Archives/edgar/data/1378453/000110465922043625/tm223405-1_def14a.htm,100%,,,,,0%,"4,800,000",894174309,,100%,67%,1378453,,,✔,2023-02-27 04:10:26,,,,
TANNZ,Nasdaq,TravelCenters of America Inc 8.00 Senior Notes due 2030,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.sec.gov/Archives/edgar/data/1378453/000110465922043625/tm223405-1_def14a.htm,100%,,,,,0%,"4,000,000",894174408,,100%,67%,1378453,,,✔,2023-02-27 04:10:26,,,,
TAOFF,OTC,IPERIONX Ltd,,,,,0%,,,,,0%,,,,0%,0%,1898601,,,,,,,,
TAOP,Nasdaq,Taoping Inc.,Transhare Corporation,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,ir@taop.com,,Everbright BankBuilding 21st Floor Zhuzilin Futian District,https://www.taop.com/relation.html,67%,"15,590,000",G8675V119,,100%,67%,1552670,,,✔,2023-12-06 07:03:07,,,,
TAP,NYSE,MOLSON COORS BEVERAGE CO,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Molson Coors Beverage%22+%22transfer+agent%22,100%,MCBCInvestorRelations@MOLSONCOORS.COM,,,"https://ir.molsoncoors.com/resources/investor-faq/default.aspx#:~:text=Molson%20Coors'%20registrar%20and%20transfer,can%20assist%20with%20exchanging%20shares.",33%,"200,370,000",60871R209,,100%,78%,24545,,,,2023-02-27 04:10:26,,,,
TAP-A,NYSE,MOLSON COORS BEVERAGE CO,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Molson Coors Beverage%22+%22transfer+agent%22,100%,MCBCInvestorRelations@MOLSONCOORS.COM,,,"https://ir.molsoncoors.com/resources/investor-faq/default.aspx#:~:text=Molson%20Coors'%20registrar%20and%20transfer,can%20assist%20with%20exchanging%20shares.",33%,"2,560,000",60871R100,,100%,78%,24545,,,,2023-02-27 04:10:26,,,,
TARA,Nasdaq,"Protara Therapeutics, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1359931/000121390022021905/def14a0422_protarathera.htm,67%,,,,,0%,"11,270,000",74365U107,,100%,56%,1359931,,,✔,2023-02-27 04:13:47,,,,
TARO,NYSE,TARO PHARMACEUTICAL INDUSTRIES LTD,,,,,0%,,,,,0%,"37,590,000",M8737E108,,100%,33%,906338,,,✔,2023-02-27 04:13:53,,,,
TARS,Nasdaq,"Tarsus Pharmaceuticals, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1819790/000119312522135208/d340569ddef14a.htm,100%,,,,,0%,"26,660,000",87650L103,,100%,67%,1819790,,,✔,2023-02-27 04:10:26,,,,
TARSF,OTC,Silver North Resources Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1409036,,,,,,,,
TASK,Nasdaq,"TaskUs, Inc.",BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,7824,https://www.sec.gov/Archives/edgar/data/1829864/000182986422000056/task-2022proxystatement.htm,67%,,,,,0%,"28,160,000",87652V109,,100%,56%,1829864,,,✔,2023-02-27 04:10:26,,,,
TAST,Nasdaq,Carrols Restaurant Group Inc,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"53,270,000",14574X104,,100%,67%,809248,,,✔,2023-02-27 04:10:26,,,,
TATT,Nasdaq,TAT TECHNOLOGIES LTD,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"8,880,000",M8740S227,,100%,67%,808439,,,✔,2023-02-27 04:10:26,,,,
TAVI,Nasdaq,Tavia Acquisition Corp.,,,,,,,,,,,,,,,,2020385,,,,,,,,
TAVIU,Nasdaq,Tavia Acquisition Corp.,,,,,,,,,,,,,,,,2020385,,,,,,,,
TAYD,Nasdaq,"TAYLOR DEVICES, INC.","Taylor Devices, Inc.",,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,,,,,0%,"3,500,000",877163105,,100%,44%,96536,,,✔,2023-02-27 04:10:26,,,,
TBB,NYSE,AT&T INC.,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/732717/000119312522081678/d219457ddef14a.htm,67%,,,,,0%,"52,900,000",00206R300,,100%,56%,732717,,,✔,2023-02-27 04:10:26,,,,
TBBA,OTC,"TEB Bancorp, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1751700,,,,,,,,
TBBB,NYSE,BBB FOODS INC,,,,,0%,,,,,0%,,,,0%,0%,1978954,,,,,,,,
TBBK,Nasdaq,"Bancorp, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"56,560,000",05969A105,,100%,56%,1295401,,,✔,2023-02-27 04:13:47,,,,
TBC,NYSE,AT&T INC.,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/732717/000119312522081678/d219457ddef14a.htm,67%,,,,,0%,"33,000,000",00206R409,,100%,56%,732717,,,✔,2023-02-27 04:13:49,,,,
TBCP,Nasdaq,Thunder Bridge Capital Partners III Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1815753/000121390022075878/def14a1122_thunderbridge3.htm,67%,,,,,0%,"42,400,000",88605T100,,100%,56%,1815753,,,✔,2023-02-27 04:13:53,,,,
TBCPU,Nasdaq,Thunder Bridge Capital Partners III Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1815753/000121390022075878/def14a1122_thunderbridge3.htm,67%,,,,,0%,,88605T209,,50%,39%,1815753,,,✔,2023-02-27 04:10:26,,,,
TBCPW,Nasdaq,Thunder Bridge Capital Partners III Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1815753/000121390022075878/def14a1122_thunderbridge3.htm,67%,,,,,0%,,88605T118,,50%,39%,1815753,,,✔,2023-02-27 04:10:26,,,,
TBH,Nasdaq,"Brag House Holdings, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1903595,,,,,,,,
TBI,NYSE,"TrueBlue, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.google.com/search?q=%22TrueBlue%22+%22transfer+agent%22,67%,InvestorRelations@TrueBlue.com,253-680-8214,"1015 A StreetTacoma, WA 98402United States",https://investor.trueblue.com/,100%,"32,690,000",89785X101,,100%,89%,768899,,,✔,2023-12-06 08:37:18,,,,
TBIO,OTC,Telesis Bio Inc.,,,,,0%,,,,,0%,,,,0%,0%,1850079,,,✔,2023-02-27 04:10:26,,,,
TBLA,Nasdaq,Taboola.com Ltd.,,,,,0%,,,,,0%,"240,680,000",M8744T106,,100%,33%,1840502,,,✔,2023-02-27 04:10:26,,,,
TBLAW,Nasdaq,Taboola.com Ltd.,,,,,0%,,,,,0%,"240,680,000",M8744T114,,100%,33%,1840502,,,✔,2023-02-27 04:10:26,,,,
TBLD,Nasdaq,Thornburg Income Builder Opportunities Trust,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1820378/000119312523027092/d400620ddef14a.htm,100%,,,,,0%,"32,080,000",885213108,,100%,67%,1820378,,,✔,2023-02-27 04:10:26,,,,
TBLT,OTC,"Toughbuilt Industries, Inc",VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"12,330,000",89157G884,,100%,56%,1668370,,,✔,2023-11-23 18:45:49,,,,
TBLTW,Nasdaq,Toughbuilt Industries Inc,VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"5,720,000",89157G116,,100%,56%,1668370,,,✔,2023-11-23 18:45:52,,,,
TBMC,Nasdaq,Trailblazer Merger Corp I,,,,,0%,,,,,0%,,,,0%,0%,1934945,,,,,,,,
TBMCR,Nasdaq,Trailblazer Merger Corp I,,,,,0%,,,,,0%,,,,0%,0%,1934945,,,,,,,,
TBN,NYSE,Tamboran Resources Corp,,,,,0%,,,,,0%,,,,0%,0%,1997652,,,,,,,,
TBNK,Nasdaq,Territorial Bancorp Inc.,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,,,,,0%,"9,110,000",88145X108,,100%,44%,1447051,,,✔,2023-02-27 04:13:47,,,,
TBNRL,OTC,Tamboran Resources Corp,,,,,0%,,,,,0%,,,,0%,0%,1997652,,,,,,,,
TBPH,Nasdaq,"Theravance Biopharma, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1583107/000110465922037696/tm223406-1_def14a.htm,67%,,,,,0%,"76,430,000",G8807B106,,100%,56%,1583107,,,✔,2023-02-27 04:13:53,,,,
TBRG,Nasdaq,"TruBridge, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1169445,,,,,,,,
TBSA,Nasdaq,TB SA Acquisition Corp,,,,,0%,,,,,0%,"20,000,000",G8657L105,,100%,33%,1843764,,,✔,2023-02-27 04:10:26,,,,
TBSAU,Nasdaq,TB SA Acquisition Corp,,,,,0%,,,,,0%,,G8657L113,,50%,17%,1843764,,,✔,2023-02-27 04:10:26,,,,
TBSAW,Nasdaq,TB SA Acquisition Corp,,,,,0%,,,,,0%,,G8657L121,,50%,17%,1843764,,,✔,2023-02-27 04:10:26,,,,
TBTC,OTC,TABLE TRAC INC,,,,,0%,,,,,0%,,,,0%,0%,1090396,,,,,,,,
TC,Nasdaq,TuanChe Ltd,The Bank Of New York Mellon,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,ir@tuanche.com,86 (10) 6397-6232,"9F, Ruihai Building, No. 21 Yangfangdian RoadHaidian District Beijing, 100038People’s Republic of China",https://ir.tuanche.com/Investor-FAQs,100%,"266,570,000",89856T203,,100%,78%,1743340,,,✔,2023-12-06 08:36:15,,,,
TCANF,OTC,TC ENERGY CORP,,,,,0%,,,,,0%,,,,0%,0%,1232384,,,,,,,,
TCBC,OTC,"TC Bancshares, Inc.",Pacific Stock Transfer,,,,33%,investors@tcfederal.com,229-226-3221,"131 S. Dawson St.Thomasville, GA 31792",https://investors.tcfederal.com/overview/default.aspx,100%,"4,900,000",87224V108,,100%,78%,1850398,,,✔,2023-12-06 06:56:23,,,,
TCBI,Nasdaq,TEXAS CAPITAL BANCSHARES INC/TX,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,investor.relations@texascapitalbank.com,,"2000 McKinney Avenue, Suite 700Dallas, TX 75201-6907",https://investors.texascapitalbank.com/home/default.aspx,67%,"49,880,000",88224Q107,,100%,67%,1077428,,,✔,2023-12-06 07:12:30,,,,
TCBIO,Nasdaq,TEXAS CAPITAL BANCSHARES INC/TX,"COMPUTERSHARE TRUST COMPANY, N.A.",,,,33%,investor.relations@texascapitalbank.com,,"2000 McKinney Avenue, Suite 700Dallas, TX 75201-6907",https://investors.texascapitalbank.com/home/default.aspx,67%,"12,000,000",88224Q305,,100%,67%,1077428,,,✔,2023-12-06 07:12:30,,,,
TCBK,Nasdaq,TRICO BANCSHARES /,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/356171/000035617122000026/tcbk2022proxystatement.htm,100%,,,,,0%,"33,350,000",896095106,,100%,67%,356171,,,✔,2023-02-27 04:10:26,,,,
TCBP,Nasdaq,TC BioPharm (Holdings) plc,"COMPUTERSHARE TRUST COMPANY, N.A.",,,,33%,IR@tcbiopharm.com,44 (0) 141 433 7557,"Maxim 12 Parklands WayHolytown, Motherwell ML1 4WRUnited Kingdom",https://ir.tcbiopharm.com/,100%,"38,060,000",87807D103,,100%,78%,1872812,,,,2023-12-04 15:00:44,,,,
TCBPW,Nasdaq,TC BioPharm (Holdings) plc,"COMPUTERSHARE TRUST COMPANY, N.A.",,,,33%,IR@tcbiopharm.com,44 (0) 141 433 7557,"Maxim 12 Parklands WayHolytown, Motherwell ML1 4WRUnited Kingdom",https://ir.tcbiopharm.com/,100%,,87807D111,,50%,61%,1872812,,,,2023-12-04 15:00:45,,,,
TCBS,Nasdaq,"Texas Community Bancshares, Inc.",,,,,0%,,,,,0%,"3,260,000",88231Q108,,100%,33%,1849466,,,✔,2023-02-27 04:10:26,,,,
TCBX,Nasdaq,"Third Coast Bancshares, Inc.",,,,,0%,,,,,0%,"13,500,000",88422P109,,100%,33%,1781730,,,✔,2023-02-27 04:13:44,,,,
TCCO,OTC,TECHNICAL COMMUNICATIONS CORP,,,,,0%,,,,,0%,,,,0%,0%,96699,,,,,,,,
TCDA,Nasdaq,Tricida Inc,,,,,0%,,,,,0%,"55,670,000",89610F101,,100%,33%,1595585,,,✔,2023-02-27 04:13:53,,,,
TCENF,OTC,TC ENERGY CORP,,,,,0%,,,,,0%,,,,0%,0%,1232384,,,,,,,,
TCEYF,OTC,TC ENERGY CORP,,,,,0%,,,,,0%,,,,0%,0%,1232384,,,,,,,,
TCFC,Nasdaq,The Community Financial Corporation,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,,,,,0%,"5,650,000",20368X101,,100%,44%,855874,,,✔,2023-02-27 04:10:26,,,,
TCI,NYSE,TRANSCONTINENTAL REALTY INVESTORS INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"8,640,000",893617209,,100%,67%,733590,,,✔,2023-02-27 04:10:26,,,,
TCJH,Nasdaq,Top KingWin Ltd,,,,,0%,,,,,0%,,,,0%,0%,1938865,,,,,,,,
TCKRF,OTC,TECK RESOURCES LTD,,,,,0%,,,,,0%,,,,0%,0%,886986,,,,,,,,
TCMD,Nasdaq,TACTILE SYSTEMS TECHNOLOGY INC,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,InvestorRelations@tactilemedical.com,1 443-213-0500,"3701 Wayzata Blvd, Suite 300Minneapolis, MN 55416 USA",https://investors.tactilemedical.com/investor-contacts,100%,"20,130,000",87357P100,,100%,89%,1027838,,,✔,2023-12-06 08:32:32,,,,
TCMEF,OTC,Tencent Music Entertainment Group,,,,,0%,,,,,0%,,,,0%,0%,1744676,,,,,,,,
TCMFF,OTC,TELECOM ARGENTINA SA,,,,,0%,,,,,0%,,,,0%,0%,932470,,,,,,,,
TCN,NYSE,Tricon Residential Inc.,,,,,0%,,,,,0%,"273,050,000",89612W102,,100%,33%,1584425,,,✔,2023-02-27 04:10:26,,,,
TCNCF,OTC,TC ENERGY CORP,,,,,0%,,,,,0%,,,,0%,0%,1232384,,,,,,,,
TCNNF,OTC,Trulieve Cannabis Corp.,,,,,0%,,,,,0%,,,,0%,0%,1754195,,,,,,,,
TCOA,OTC,Zalatoris Acquisition Corp.,,,,,0%,,,,,0%,"17,250,000",89301B104,,100%,33%,1846750,,,✔,2023-02-27 04:10:26,,,,
TCOA-UN,NYSE,Zalatoris Acquisition Corp.,,,,,0%,,,,,0%,,,,0%,0%,1846750,,,✔,2023-02-27 04:13:47,,,,
TCOA-WT,NYSE,Zalatoris Acquisition Corp.,,,,,0%,,,,,0%,,,,0%,0%,1846750,,,✔,2023-02-27 04:13:49,,,,
TCOM,Nasdaq,Trip.com Group Ltd,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"637,460,000",89677Q107,,100%,67%,1269238,,,✔,2023-02-27 04:13:53,,,,
TCON,OTC,"Tracon Pharmaceuticals, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.sec.gov/Archives/edgar/data/1394319/000156459023003320/tcon-def14a_20230419.htm,100%,,,,,0%,"21,420,000",89237H209,,100%,67%,1394319,,,✔,2023-03-14 23:20:29,,,,
TCPC,Nasdaq,BlackRock TCP Capital Corp.,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,invrel@blackrock.com,(212) 810-5300,"55 East 52nd Street New York, NY 10055-0003",,100%,"57,770,000",9.26E+111,,100%,100%,1370755,,,,2023-12-06 08:21:26,,,,
TCRG,OTC,Cannaisseur Group Inc.,,,,,,,,,,,,,,,,1879270,,,,,,,,
TCRI,OTC,"TechCom, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1481443,,,,,,,,
TCRR,Nasdaq,TCR2 Therapeutics Inc,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"38,610,000",87808K106,,100%,56%,1750019,,,✔,2023-02-27 04:10:26,,,,
TCRT,Nasdaq,"Alaunos Therapeutics, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1107421/000119312522123703/d352067ddef14a.htm,100%,,,,,0%,"216,180,000",98973P101,,100%,67%,1107421,,,✔,2023-02-27 04:10:26,,,,
TCRX,Nasdaq,"TScan Therapeutics, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,,,33%,ir@tscan.com,,"830 Winter Street, Waltham, MA 02451.",https://ir.tscan.com/shareholder-resources/investor-faqs,67%,"18,930,000",89854M101,,100%,67%,1783328,,,✔,2023-12-06 08:28:07,,,,
TCS,NYSE,"Container Store Group, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,InvestorRelations@containerstore.com,972-538-6000,"500 Freeport Parkway Suite 100 Coppell, TX 75019 United States",https://investor.containerstore.com/about/contact-investor-relations/default.aspx,100%,"51,530,000",210751103,,100%,100%,1411688,,,✔,2023-12-06 08:26:02,,,,
TCSG,OTC,"Container Store Group, Inc.",,,,,,,,,,,,,,,,1411688,,,,,,,,
TCTM,Nasdaq,TCTM Kids IT Education Inc.,,,,,0%,,,,,0%,,,,0%,0%,1592560,,,,,,,,
TCVA,Nasdaq,TCV Acquisition Corp,,,,,0%,,,,,0%,"41,100,000",G8704C124,,100%,33%,1845580,,,✔,2023-02-27 04:10:26,,,,
TCX,Nasdaq,TUCOWS INC /PA/,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,,,,,0%,"10,770,000",898697206,,100%,44%,909494,,,✔,2023-02-27 04:10:26,,,,
TD,NYSE,TORONTO DOMINION BANK,,,,,0%,,,,,0%,"1,813,100,000",891160509,,100%,33%,947263,,,✔,2023-02-27 04:10:26,,,,
TDAC,Nasdaq,Translational Development Acquisition Corp.,,,,,,,,,,,,,,,,1926599,,,,,,,,
TDBCP,OTC,TORONTO DOMINION BANK,,,,,0%,,,,,0%,,,,0%,0%,947263,,,,,,,,
TDBKF,OTC,TORONTO DOMINION BANK,,,,,0%,,,,,0%,,,,0%,0%,947263,,,,,,,,
