Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
HALB,OTC,Halberd Corp,,,,,0%,,,,,0%,,,,0%,0%,1458631,,,,,,,,
HALL,OTC,HALLMARK FINANCIAL SERVICES INC,Securities Transfer Corporation,,,https://www.hallmarkgrp.com/investors/,33%,investorinfo@hallmarkgrp.com,(817) 348-1600,"Two Lincoln Centre, 5420 Lyndon B. Johnson Freeway, Suite 1100, Dallas, TX 75240-2345",https://www.hallmarkgrp.com/investors/,100%,"18,190,000",40624Q203,,100%,78%,819913,,,,2023-12-22 21:04:39,,,,
HALO,Nasdaq,"HALOZYME THERAPEUTICS, INC.",EQUINITI TRUST COMPANY,,7806,https://www.sec.gov/Archives/edgar/data/1159036/000115903622000026/halodefproxy2022.htm,67%,ir@halozyme.com,(858) 794-8889,"12390 El Camino Real San Diego, CA. 92130",https://ir.halozyme.com/resources/investor-faqs/default.aspx,100%,"137,780,000",40637H109,,100%,89%,1159036,,,,2023-09-02 01:26:37,,,,
HANNF,OTC,Hannan Metals Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1123267,,,,,,,,
HAO,Nasdaq,Haoxi Health Technology Ltd,,,,,0%,,,,,0%,,,,0%,0%,1954594,,,,,,,,
HAPP,Nasdaq,HAPPINESS DEVELOPMENT GROUP Ltd,VStock Transfer LLC,,,https://www.sec.gov/Archives/edgar/data/1751876/000121390023087924/ea188437-f3_paranovus.htm,33%,ir@fjxfl.com, 86-059-9782-8808,"No. 11, Dongjiao East Road, Shuangxi, Shunchang, Nanping City, Fujian Province, People’s Republic of China",https://www.marketbeat.com/stocks/NASDAQ/HAPP/,100%,"66,860,000",G4289N114,,100%,78%,1751876,,,✔,2023-12-24 00:07:48,,,,
HARP,Nasdaq,Harpoon Therapeutics Inc,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1708493/000119312522133551/d517665ddef14a.htm,67%,media@harpoontx.com,(650) 443-7400,"131 Oyster Point Blvd, Suite 300 South San Francisco, CA 94080",https://ir.harpoontx.com/ir-resources/faqs,100%,"33,110,000",41358P106,,100%,89%,1708493,,,,2023-12-22 21:00:23,,,,
HAS,Nasdaq,"HASBRO, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Hasbro%22+%22transfer+agent%22,100%,hasbro_investor_relations@hasbro.com,(401) 431-8697,"1027 Newport Avenue Pawtucket, RI 02861-1059",https://hasbro.gcs-web.com/investor-faqs,100%,"138,090,000",418056107,,100%,100%,46080,,,,2023-09-03 01:06:13,,,,
HASI,NYSE,"HA Sustainable Infrastructure Capital, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investors@hasi.com,(800) 937-5449,"6201 15th Avenue Brooklyn, NY 11219",https://investors.hasi.com/resources/contacts,100%,"87,620,000",41068X100,,100%,100%,1561894,,,,2023-09-03 01:06:52,,,,
HAWEL,OTC,HAWAIIAN ELECTRIC CO INC,,,,,0%,,,,,0%,,,,0%,0%,46207,,,,,,,,
HAWEM,OTC,HAWAIIAN ELECTRIC CO INC,,,,,0%,,,,,0%,,,,0%,0%,46207,,,,,,,,
HAWEN,OTC,HAWAIIAN ELECTRIC CO INC,,,,,0%,,,,,0%,,,,0%,0%,46207,,,,,,,,
HAWLI,OTC,HAWAIIAN ELECTRIC CO INC,,,,,0%,,,,,0%,,,,0%,0%,46207,,,,,,,,
HAWLL,OTC,HAWAIIAN ELECTRIC CO INC,,,,,0%,,,,,0%,,,,0%,0%,46207,,,,,,,,
HAWLM,OTC,HAWAIIAN ELECTRIC CO INC,,,,,0%,,,,,0%,,,,0%,0%,46207,,,,,,,,
HAWLN,OTC,HAWAIIAN ELECTRIC CO INC,,,,,0%,,,,,0%,,,,0%,0%,46207,,,,,,,,
HAYN,Nasdaq,HAYNES INTERNATIONAL INC,EQUINITI TRUST COMPANY,,,https://www.haynesintl.com/investor-relations/investor-inquiries/transfer-agent-information,33%,investor_relations@haynesintl.com,(765) 456-6102,"1020 West Park Avenue, Kokomo, Indiana",https://www.haynesintl.com/investor-relations/investor-inquiries/ir-contacts,100%,"12,460,000",420877201,,100%,78%,858655,,,,2023-12-22 20:37:37,,,,
HAYW,NYSE,"Hayward Holdings, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1834622/000114036122013678/ny20003619x1_def14a.htm,67%,investor.relations@hayward.com,(908) 288-9706,"Hayward Holdings, Inc. 1415 Vantage Park Drive, Charlotte, NC 28203",https://investor.hayward.com/resources/investor-contacts/default.aspx,100%,"215,940,000",421298100,,100%,89%,1834622,,,,2023-12-22 20:32:43,,,,
HAZH,OTC,HAZ Holdings Inc,,,,,,,,,,,,,,,,1112748,,,,,,,,
HBAN,Nasdaq,HUNTINGTON BANCSHARES INC /MD/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Huntington Bancshares%22+%22transfer+agent%22,100%,huntington.investor.relations@huntington.com,(800) 576-5007,,https://ir.huntington.com/,67%,"1,442,190,000",446150104,,100%,89%,49196,,,,2023-02-27 04:10:26,,,,
HBANL,Nasdaq,HUNTINGTON BANCSHARES INC /MD/,,,,,0%,,,,,0%,,,,0%,0%,49196,,,,,,,,
HBANM,Nasdaq,HUNTINGTON BANCSHARES INC /MD/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Huntington Bancshares%22+%22transfer+agent%22,100%,huntington.investor.relations@huntington.com,(800) 576-5007,,https://ir.huntington.com/,67%,"7,000,000",446150781,,100%,89%,49196,,,,2023-02-27 04:10:26,,,,
HBANP,Nasdaq,HUNTINGTON BANCSHARES INC /MD/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Huntington Bancshares%22+%22transfer+agent%22,100%,huntington.investor.relations@huntington.com,(800) 576-5007,,https://ir.huntington.com/,67%,"20,000,000",446150823,,100%,89%,49196,,,,2023-02-27 04:10:26,,,,
HBB,NYSE,Hamilton Beach Brands Holding Co,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://www.hamiltonbeachbrands.com/contact-us/default.aspx,33%,louanne.nabhan@hamiltonbeach.com,(804) 273-9777,"4421 Waterfront Drive, Glen Allen, Virginia 23060",https://www.hamiltonbeachbrands.com/contact-us/default.aspx,100%,"9,990,000",40701T104,,100%,78%,1709164,,,,2023-12-22 20:27:53,,,,
HBCP,Nasdaq,"HOME BANCORP, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,investor@home24bank.com,(337) 237-1960,"503 Kaliste Saloom Road, Lafayette, LA 70508",https://home24bank.investorroom.com/index.php?s=11,100%,"8,310,000",4.37E+111,,100%,100%,1436425,,,,2023-12-22 20:24:43,,,,
HBCYF,OTC,HSBC HOLDINGS PLC,,,,,0%,,,,,0%,,,,0%,0%,1089113,,,,,,,,
HBI,NYSE,Hanesbrands Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Hanesbrands%22+%22transfer+agent%22,100%,ir@hanes.com,(336) 519-8080,,https://ir.hanesbrands.com/shareholder-services/contact-ir,67%,"348,940,000",410345102,,100%,89%,1359841,,,,2023-02-27 04:10:26,,,,
HBIA,OTC,HILLS BANCORPORATION,,,,,0%,,,,,0%,,,,0%,0%,732417,,,,,,,,
HBIO,Nasdaq,HARVARD BIOSCIENCE INC,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://investor.harvardbioscience.com/contact-us,33%,investors@harvardbioscience.com,,"84 October Hill Road, Suite 10 Holliston, MA. 01746",https://investor.harvardbioscience.com/contact-us,67%,"41,640,000",416906105,,100%,67%,1123494,,,,2023-12-22 20:22:44,,,,
HBM,NYSE,Hudbay Minerals Inc.,TSX Trust Company,,,https://hudbayminerals.com/investors/stock-information-and-dividends/default.aspx,33%,investor.relations@hudbay.com,416.362.8181,"25 York Street, Suite 800 Toronto, ON M5J 2V5",https://hudbayminerals.com/contact-us/default.aspx,100%,"261,890,000",443628102,,100%,78%,1322422,,,,2023-12-22 20:21:31,,,,
HBNC,Nasdaq,HORIZON BANCORP INC /IN/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/706129/000070612922000049/hbnc2022def14a.htm,100%,investor@horizonbank.com,(219) 814-5618,"515 Franklin St Michigan City, IN, 46360-3328 United States",https://www.sec.gov/Archives/edgar/data/706129/000070612923000004/pressrelease-2022investord.htm,100%,"43,570,000",440407104,,100%,100%,706129,,,,2023-12-22 20:15:47,,,,
HBT,Nasdaq,"HBT Financial, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/775215/000155837022005064/tmb-20220517xdef14a.htm,67%,HBTIR@hbtbank.com,(888) 897-2276,"401 North Hershey Road, Bloomington, Illinois 61704",https://ir.hbtfinancial.com/investor-resources/investor-contact,100%,"28,770,000",404111106,,100%,89%,775215,,,,2023-12-22 20:14:28,,,,
HBUV,OTC,Hubilu Venture Corp,,,,,0%,,,,,0%,,,,0%,0%,1639068,,,,,,,,
HCA,NYSE,"HCA Healthcare, Inc.",EQUINITI TRUST COMPANY,No,7806/7835,https://www.google.com/search?q=%22HCA Healthcare%22+%22transfer+agent%22,100%,int.contact@hcahealthcare-ir.com,(615) 344-2068,,https://investor.hcahealthcare.com/stock-information/transfer-agent/default.aspx,67%,"287,030,000",40412C101,,100%,89%,860730,,,,2023-02-27 04:10:26,,,,
HCAI,Nasdaq,"Huachen AI Parking Management Technology Holding Co., Ltd",,,,,0%,,,,,0%,,,,0%,0%,1958399,,,,,,,,
HCAT,Nasdaq,"Health Catalyst, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1636422/000163642222000017/a2022proxystatement.htm,67%,ir@healthcatalyst.com,(855) 309-6800,"South Jordan, 10897 South River Front Parkway, Suite #300, United States",https://ir.healthcatalyst.com/,100%,"54,720,000",42225T107,,100%,89%,1636422,,,,2023-12-22 20:08:46,,,,
HCBR,OTC,"GenFlat Holdings, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1796949,,,,,,,,
HCC,NYSE,"WARRIOR MET COAL, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/1691303/000119312523068562/d180426ddef14a.htm,100%,investorrelations@warriormetcoal.com,205.554.6150,"16243 Highway 216 Brookwood, AL 35444",https://investors.warriormetcoal.com/information-request/faq,100%,"51,650,000",93627C101,,100%,100%,1691303,,,,2023-12-22 20:02:46,,,,
HCCI,Nasdaq,Heritage-Crystal Clean Inc,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,mark.devita@crystal-clean.com,(847) 836-5670,"2000 Center Dr. Suite C300 Hoffman Estates, Illinois 60192",https://www.crystal-clean.com/wp-content/uploads/2023/06/Q1-2023-Investor-Deck.pdf,100%,"24,170,000",42726M106,,100%,78%,1403431,,,,2023-09-03 01:01:22,,,,
HCDI,Nasdaq,Harbor Custom Development Inc,Mountain Share Transfer Company,,,https://investors.harborcustomdev.com,33%,IR@harborcustomdev.com,(866) 744-0974,"1201 Pacific Avenue, Suite 1200 Tacoma, WA 98402",https://investors.harborcustomdev.com/,100%,"14,350,000",41150T108,,100%,78%,1784567,,,,2023-12-22 19:53:17,,,,
HCDIP,Nasdaq,Harbor Custom Development Inc,Mountain Share Transfer Company,,,https://investors.harborcustomdev.com,33%,IR@harborcustomdev.com,(866) 744-0974,"1201 Pacific Avenue, Suite 1200 Tacoma, WA 98402",https://investors.harborcustomdev.com/,100%,"3,800,000",41150T207,,100%,78%,1784567,,,,2023-12-22 19:53:26,,,,
HCDIQ,OTC,"Harbor Custom Development, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1784567,,,,,,,,
HCDIW,Nasdaq,Harbor Custom Development Inc,Mountain Share Transfer Company,,,https://investors.harborcustomdev.com,33%,IR@harborcustomdev.com,(866) 744-0974,"1201 Pacific Avenue, Suite 1200 Tacoma, WA 98402",https://investors.harborcustomdev.com/,100%,"14,350,000",41150T116,,100%,78%,1784567,,,,2023-12-22 19:53:27,,,,
HCDIZ,Nasdaq,"Harbor Custom Development, Inc. Warrant",Mountain Share Transfer Company,,,https://investors.harborcustomdev.com,33%,IR@harborcustomdev.com,(866) 744-0974,"1201 Pacific Avenue, Suite 1200 Tacoma, WA 98402",https://investors.harborcustomdev.com,100%,,41150T124,,50%,61%,1784567,,,,2023-12-22 19:53:26,,,,
HCDPQ,OTC,"Harbor Custom Development, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1784567,,,,,,,,
HCDWQ,OTC,"Harbor Custom Development, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1784567,,,,,,,,
HCDZQ,OTC,"Harbor Custom Development, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1784567,,,,,,,,
HCI,NYSE,"HCI Group, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,,https://www.google.com/search?q=HCI+Group%2C+Inc.+stock+transfer&client=opera-gx&hs=GI9&sca_esv=593131414&sxsrf=AM9HkKmyhqXIq1CkCidoaFZnGKm-x0N-Ow%3A1703269703613&ei=R9WFZarlJN3J1sQP756JYA&ved=0ahUKEwjqpI-N1qODAxXdpJUCHW9PAgwQ4dUDCBA&uact=5&oq=HCI+Group%2C+Inc.+stock+transfer&gs_lp=Egxnd3Mtd2l6LXNlcnAiHkhDSSBHcm91cCwgSW5jLiBzdG9jayB0cmFuc2ZlckiAFFDMBViGE3AAeACQAQCYAbQBoAH3CKoBBDExLjO4AQPIAQD4AQHCAgQQIxgnwgIGEAAYFhgewgIFECEYoAHCAggQIRgWGB4YHeIDBBgBIEGIBgE&sclient=gws-wiz-serp,33%,HCI@gatewayir.com,949-574-3860,"5300 West Cypress Street, Suite 100, Tampa, FL 33607",https://investors.hcigroup.com,100%,"9,050,000",4.04E+107,,100%,78%,1400810,,,,2023-12-22 18:32:46,,,,
HCIIP,OTC,"HCI Group, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1400810,,,,,,,,
HCIL,OTC,"Hongchang International Co., Ltd",,,,,0%,,,,,0%,,,,0%,0%,1086303,,,,,,,,
HCKT,Nasdaq,"HACKETT GROUP, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",,,https://www.thehackettgroup.com/about/investor-relations/,33%,investorrelations@thehackettgroup.com,1 888 842 2538,"1001 Brickell Bay Drive, 30th Floor, Miami, Florida 33131, United States",https://www.thehackettgroup.com/about/investor-relations/,100%,"31,680,000",404609109,,100%,78%,1057379,,,,2023-12-22 12:45:11,,,,
HCM,Nasdaq,HUTCHMED (China) Ltd,Deutsche Bank Trust Company Americas (ADS),,,https://www.hutch-med.com/shareholder-information/information-for-shareholders/,33%,ir@hutch-med.com,852 2121 8200,"48th Floor, Cheung Kong Center, 2 Queen's Road Central, Hong Kong",https://www.hutch-med.com/shareholder-information/information-for-shareholders/,100%,"864,580,000",44842L103,,100%,78%,1648257,,,,2023-12-22 12:14:30,,,,
HCMA,Nasdaq,HCM Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1845368/000114036122043138/ny20005773x3_def14a.htm,67%,,,,,0%,"28,750,000",G4365A101,,100%,56%,1845368,,,,2023-02-27 04:10:26,,,,
HCMAW,Nasdaq,HCM Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1845368/000114036122043138/ny20005773x3_def14a.htm,67%,,,,,0%,,G4365A127,,50%,39%,1845368,,,,2023-02-27 04:10:26,,,,
HCMC,OTC,Healthier Choices Management Corp.,,,,,0%,,,,,0%,,,,0%,0%,844856,,,,,,,,
HCNE,Nasdaq,Jaws Hurricane Acquisition Corp,,,,,0%,,,,,0%,"31,630,000",47201B103,,100%,33%,1843205,,,,2023-02-27 04:10:26,,,,
HCNEU,Nasdaq,Jaws Hurricane Acquisition Corp,,,,,0%,,,,,0%,"27,500,000",47201B202,,100%,33%,1843205,,,,2023-02-27 04:10:26,,,,
HCNEW,Nasdaq,Jaws Hurricane Acquisition Corp,,,,,0%,,,,,0%,,47201B111,,50%,17%,1843205,,,,2023-02-27 04:10:26,,,,
HCNWF,OTC,Hypercharge Networks Corp.,,,,,0%,,,,,0%,,,,0%,0%,1887603,,,,,,,,
HCP,Nasdaq,"HashiCorp, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1720671/000113626122000238/def14a2022.htm,67%,,,,,0%,"73,740,000",418100103,,100%,56%,1720671,,,,2023-02-27 04:10:26,,,,
HCSG,Nasdaq,HEALTHCARE SERVICES GROUP INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,investor-relations@hcsgcorp.com,800-363-4274,"3220 Tillman Drive, Suite #300, Bensalem, PA 19020",https://investor.hcsgcorp.com/resources/investor-contacts/default.aspx,100%,"74,050,000",421906108,,100%,100%,731012,,,,2023-12-22 11:26:20,,,,
HCTI,Nasdaq,"Healthcare Triangle, Inc.",VStock Transfer LLC,,,https://www.healthcaretriangle.com/contact-ir/,33%,ir@healthcaretriangle.com,1-800-617-9550,"7901 Stoneridge Drive, Suite # 220, Pleasanton, CA 94588",https://www.healthcaretriangle.com/contact-ir/,100%,"39,470,000",42227W108,,100%,78%,1839285,,,,2023-12-22 11:13:03,,,,
HCVI,OTC,Hennessy Capital Investment Corp. VI,,,,,0%,,,,,0%,"34,090,000",42600H108,,100%,33%,1842937,,,,2023-02-27 04:13:49,,,,
HCVIU,OTC,Hennessy Capital Investment Corp. VI,,,,,0%,,,,,0%,,42600H207,,50%,17%,1842937,,,,2023-02-27 04:13:53,,,,
HCVIW,OTC,Hennessy Capital Investment Corp. VI,,,,,0%,,,,,0%,,42600H116,,50%,17%,1842937,,,,2023-02-27 04:10:26,,,,
HCWB,Nasdaq,HCW Biologics Inc.," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1828673/000119312522116358/d301574ddef14a.htm,67%,,,,,0%,"35,830,000",40423R105,,100%,56%,1828673,,,,2023-02-27 04:10:26,,,,
HCWC,NYSE,HEALTHY CHOICE WELLNESS CORP.,,,,,0%,,,,,0%,,,,0%,0%,1948864,,,,,,,,
HCXY,NYSE,"Hercules Capital, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,mhara@htgc.com,650-433-5578,"400 Hamilton AvenueSuite 310Palo Alto, CA 94301",https://investor.htgc.com,100%,"1,600,000",427096847,,100%,100%,1280784,,,,2023-12-22 03:07:38,,,,
HD,NYSE,"HOME DEPOT, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Home Depot%22+%22transfer+agent%22,100%,investor_relations@homedepot.com,(770) 384-2871,,https://ir.homedepot.com/shareholder-services/stock-transfer-agent,67%,"1,023,730,000",437076102,,100%,89%,354950,,,,2023-02-27 04:10:26,,,,
HDB,NYSE,HDFC BANK LTD,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"5,569,960,000",40415F101,,100%,67%,1144967,,,✔,2023-02-27 04:10:26,,,,
HDELY,OTC,HeidelbergCement AG,,,,,0%,,,,,0%,,,,0%,0%,1400691,,,,,,,,
HDL,Nasdaq,SUPER HI INTERNATIONAL HOLDING LTD.,,,,,0%,,,,,0%,,,,0%,0%,1995306,,,,,,,,
HDLB,NYSE,UBS AG,The Bank Of New York Mellon (GRS),,,https://www.ubs.com/global/en/investor-relations/contact/faq/share.html,33%,etracs@ubs.com,1-877-387 2275,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",https://etracs.ubs.com/contact,100%,"1,000,000",90269A484,,100%,78%,1114446,,,,2023-12-22 02:40:26,,,,
HDSN,Nasdaq,HUDSON TECHNOLOGIES INC /NY,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/925528/000110465922050091/tm223665-1_def14a.htm,67%,hudson@imsinvestorrelations.com,(203) 972-9200,"300 Tice Boulevard, Suite 290, Second Floor, Woodcliff Lake, NJ 07677",https://www.hudsontech.com/investor-relations/,100%,"45,020,000",444144109,,100%,89%,925528,,,,2023-12-22 02:27:34,,,,
HDVY,OTC,HEALTH DISCOVERY CORP,,,,,0%,,,,,0%,,,,0%,0%,1141788,,,,,,,,
HE,NYSE,HAWAIIAN ELECTRIC INDUSTRIES INC,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,Yes,7824,https://www.hei.com/investor-relations/contact-us/default.aspx,100%,shareholder@broadridge.com,(808) 206-7529,"1001 Bishop Street, Suite 2900. Honolulu, Hawaii 96813",https://www.hei.com/investor-relations/contact-us/default.aspx,100%,"109,430,000",419870100,,100%,100%,354707,,,,2023-12-22 02:10:05,,,,
HEAR,Nasdaq,Turtle Beach Corp,"Interwest Transfer Co., Inc.",,7843,https://corp.turtlebeach.com/investor-faqs/,67%,HEAR@gateway-grp.com,,"San Diego, 12220 Scripps Summit Dr #100, CA, United States",https://corp.turtlebeach.com/investor-faqs/,67%,"16,530,000",900450206,,100%,78%,1493761,,,,2023-12-22 02:05:19,,,,
HEES,Nasdaq,"H&E Equipment Services, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7808,https://investor.he-equipment.com/stockholder-information/contact-information,67%,jchastain@he-equipment.com,225-952-2308,"7500 Pecue Ln. Baton Rouge, LA 70809, Louisiana",https://investor.he-equipment.com/stockholder-information/contact-information,100%,"36,160,000",404030108,,100%,89%,1339605,,,,2023-12-22 00:30:31,,,,
HEI,NYSE,HEICO CORP,,,,,0%,,,,,0%,"54,510,000",422806109,,100%,33%,46619,,,,2023-02-27 04:10:26,,,,
