Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
IAUX,NYSE,i-80 Gold Corp.,,,,,0%,,,,,0%,"240,370,000",44955L106,,100%,33%,1853962,,,✔,2023-02-27 04:10:26,,,,
IBA,NYSE,Industrias Bachoco S.A.B de C.V.,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"600,000,000",456463108,,100%,67%,1044896,,,✔,2023-02-27 04:10:26,,,,
IBAC,Nasdaq,IB Acquisition Corp.,,,,,0%,,,,,0%,,,,0%,0%,1998781,,,,,,,,
IBACR,Nasdaq,IB Acquisition Corp.,,,,,0%,,,,,0%,,,,0%,0%,1998781,,,,,,,,
IBCP,Nasdaq,INDEPENDENT BANK CORP /MI/,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,Yes,7824,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"21,060,000",453838609,,100%,67%,39311,,,✔,2023-02-27 04:10:26,,,,
IBER,NYSE,Ibere Pharmaceuticals,,,,,0%,,,,,0%,"13,800,000",G46843101,,100%,33%,1835205,,,✔,2023-02-27 04:10:26,,,,
IBER-UN,NYSE,IBERE PHARMACEUTICALS,,,,,0%,,,,,0%,,,,0%,0%,1835205,,,✔,2023-02-27 04:10:26,,,,
IBER-WT,NYSE,IBERE PHARMACEUTICALS,,,,,0%,,,,,0%,,,,0%,0%,1835205,,,,2023-02-27 04:10:26,,,,
IBEX,Nasdaq,IBEX Ltd,,,,,0%,,,,,0%,"18,400,000",G4690M101,,100%,33%,1720420,,,✔,2023-02-27 04:10:26,,,,
IBG,Nasdaq,Innovation Beverage Group Ltd,,,,,0%,,,,,0%,,,,0%,0%,1924482,,,,,,,,
IBIO,Nasdaq,"iBio, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1420720/000142072022000073/tmb-20221208xdef14a.htm,67%,skilmer@ibioinc.com,646-274-3580,,https://ir.ibioinc.com/resources/ir-contact,67%,"218,170,000",451033203,,100%,78%,1420720,,,✔,2023-11-22 23:18:57,,,,
IBIT,Nasdaq,iShares Bitcoin Trust ETF,,,,,0%,,,,,0%,,,,0%,0%,1980994,,,,,,,,
IBKR,Nasdaq,"Interactive Brokers Group, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Interactive Brokers Group%22+%22transfer+agent%22,100%,,(888) 919-0022,,https://investors.interactivebrokers.com/en/index.php?f=865,33%,"102,840,000",45841N107,,100%,78%,1381197,,,,2023-02-27 04:10:26,,,,
IBM,NYSE,INTERNATIONAL BUSINESS MACHINES CORP,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22IBM%22+%22transfer+agent%22,100%,infoibm@us.ibm.com,(914) 499-7777,,https://www.ibm.com/investor/help/contact-information,67%,"903,180,000",459200101,,100%,89%,51143,,,,2023-02-27 04:10:26,,,,
IBN,NYSE,ICICI BANK LTD,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"6,966,450,000",45104G104,,100%,67%,1103838,,,✔,2023-02-27 04:13:47,,,,
IBO,NYSE,IMPACT BIOMEDICAL INC.,,,,,0%,,,,,0%,,,,0%,0%,1834105,,,,,,,,
IBOC,Nasdaq,INTERNATIONAL BANCSHARES CORP,International Bank of Commerce,,7887,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"62,240,000",459044103,,100%,56%,315709,,,✔,2023-02-27 04:10:26,,,,
IBP,NYSE,"Installed Building Products, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1580905/000119312522105002/d215653ddef14a.htm,67%,investorrelations@installed.net,,614-221-9944,https://investors.installedbuildingproducts.com/contact-us,67%,"28,750,000",45780R101,,100%,78%,1580905,,,✔,2023-11-22 23:18:05,,,,
IBRX,Nasdaq,"ImmunityBio, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1326110/000119312522133671/d238255ddef14a.htm,67%,Investors@immunitybio.com,"1-844-696-5235, Option 5",,https://ir.immunitybio.com,67%,"400,300,000",45256X103,,100%,78%,1326110,,,✔,2023-11-22 23:16:17,,,,
IBTA,NYSE,"Ibotta, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1538379,,,,,,,,
IBTX,Nasdaq,"Independent Bank Group, Inc.",BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,7824,https://www.sec.gov/Archives/edgar/data/1564618/000114036122014705/ny20002984x1_def14a.htm,67%,,,,,0%,"41,170,000",45384B106,,100%,56%,1564618,,,✔,2023-02-27 04:13:53,,,,
ICAD,Nasdaq,ICAD INC,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/749660/000119312522136932/d293773ddef14a.htm,67%,ir@icadmed.com,,,https://www.icadmed.com/investors/,33%,"25,330,000",44934S206,,100%,67%,749660,,,✔,2023-11-22 23:13:42,,,,
ICCC,Nasdaq,IMMUCELL CORP /DE/," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/811641/000121390022022120/def14a0422_immucellcorp.htm,67%,iccc@lythampartners.com,602.889.9700,,https://immucell.com/investors/,67%,"7,750,000",452525306,,100%,78%,811641,,,✔,2023-11-22 23:11:41,,,,
ICCH,Nasdaq,"ICC Holdings, Inc.",Philadelphia Stock Transfer Inc.,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,,,,,0%,"3,290,000",44931Q104,,100%,44%,1681903,,,✔,2023-12-21 07:34:35,,,,
ICCM,Nasdaq,IceCure Medical Ltd.,VStock Transfer LLC,,,,33%,investors@icecure-medical.com,1-732-933-2755,,https://ir.icecure-medical.com/company-information/contacts,67%,"36,820,000",M53071136,,100%,67%,1584371,,,✔,2023-12-20 12:49:07,,,,
ICCO,OTC,INTERCARE DX INC,,,,,0%,,,,,0%,,,,0%,0%,1103310,,,,,,,,
ICCRW,OTC,iCoreConnect Inc.,,,,,0%,,,,,0%,,,,0%,0%,1408057,,,,,,,,
ICCT,Nasdaq,iCoreConnect Inc.,,,,,0%,,,,,0%,,,,0%,0%,1906133,,,,,,,,
ICD,NYSE,"Independence Contract Drilling, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1537028/000153702822000014/icd-20220408xdef14a.htm,67%,investor.relations@icdrilling.com,,,https://icdrilling.investorroom.com,33%,"13,620,000",453415606,,100%,67%,1537028,,,✔,2023-11-22 22:20:55,,,,
ICDI,OTC,"Independence Contract Drilling, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1537028,,,,,,,,
ICDIQ,OTC,"Independence Contract Drilling, Inc.",,,,,,,,,,,,,,,,1537028,,,,,,,,
ICDX,OTC,Incordex Corp.,,,,,0%,,,,,0%,,,,0%,0%,1818550,,,,,,,,
ICE,NYSE,"Intercontinental Exchange, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Intercontinental Exchange%22+%22transfer+agent%22,100%,investors@theice.com,(770) 738-2151,,"https://ir.theice.com/investor-resources/investor-contacts/default.aspx#:~:text=Computershare%20Investor%20Services%2C%20LLC%20is,disbursing%20agent%20for%20Intercontinental%20Exchange.",67%,"558,460,000",45866F104,,100%,89%,1571949,,,,2023-02-27 04:10:26,,,,
ICFI,Nasdaq,"ICF International, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,lynn.morgen@advisiry.com,1.212.750.5800,"501 Madison Avenue, Floor 12A, New York, NY 10022",https://investor.icf.com/resources#contactSec,100%,"18,790,000",44925C103,,100%,89%,1362004,,,✔,2023-11-22 22:18:56,,,,
ICG,Nasdaq,Intchains Group Ltd,,,,,0%,,,,,0%,,,,0%,0%,1895597,,,,,,,,
ICHR,Nasdaq,"ICHOR HOLDINGS, LTD.",BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,,7824,https://www.sec.gov/Archives/edgar/data/1652535/000156459022014337/ichr-def14a_20220524.htm,67%,claire@headgatepartners.com,530-265-9899,,https://ir.ichorsystems.com/websites/ichorholdings/English/5200/investor-contacts.html,67%,"28,740,000",G4740B105,,100%,78%,1652535,,,✔,2023-11-22 22:16:24,,,,
ICITF,OTC,BARCLAYS BANK PLC,,,,,0%,,,,,0%,,,,0%,0%,312070,,,,,,,,
ICL,NYSE,ICL Group Ltd.,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,Peggy.ReillyTharp@icl-group.com,1 314-983-7665,,https://investors.icl-group.com/resources/overview/default.aspx#contact,67%,"1,311,740,000",M53213100,,100%,89%,941221,,,✔,2023-11-22 22:14:36,,,,
ICLK,Nasdaq,iClick Interactive Asia Group Ltd,EQUINITI TRUST COMPANY,Yes,7806/7835,,100%,tomc@coreir.com,1 516 222 25606,,https://ir.i-click.com/ir-resources/contact-ir,67%,"43,320,000",45113Y104,,100%,89%,1697818,,,✔,2023-11-22 22:14:30,,,,
ICLR,Nasdaq,ICON PLC,,,,,0%,,,,,0%,"81,530,000",G4705A100,,100%,33%,1060955,,,✔,2023-02-27 04:10:26,,,,
ICMB,Nasdaq,"Investcorp Credit Management BDC, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,ICMBinvestorrelations@investcorp.com,(646) 690-5034,"280 Park Avenue, 39th Floor, New York, NY 10017",https://icmbdc.com,100%,"14,390,000",46090R104,,100%,100%,1578348,,,✔,2023-11-22 22:07:29,,,,
ICNB,OTC,"Iconic Brands, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1350073,,,,,,,,
ICNC,NYSE,Iconic Sports Acquisition Corp.,,,,,0%,,,,,0%,"34,500,000",G4712C107,,100%,33%,1858351,,,,2023-02-27 04:10:26,,,,
ICNC-UN,NYSE,Iconic Sports Acquisition Corp.,,,,,0%,,,,,0%,,,,0%,0%,1858351,,,,2023-02-27 04:10:26,,,,
ICNC-WT,NYSE,Iconic Sports Acquisition Corp.,,,,,0%,,,,,0%,,,,0%,0%,1858351,,,,2023-02-27 04:10:26,,,,
ICNP,OTC,iCoreConnect Inc.,,,,,0%,,,,,0%,,,,0%,0%,1408057,,,,,,,,
ICON,Nasdaq,Icon Energy Corp,,,,,0%,,,,,0%,,,,0%,0%,1995574,,,,,,,,
ICPT,Nasdaq,Intercept Pharmaceuticals Inc,VStock Transfer LLC,,7924,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,investors@interceptpharma.com,,,https://ir.interceptpharma.com/static-files/367f632c-fc65-40c2-948b-c36410a8d4f0,33%,"41,130,000",45845P108,,100%,67%,1270073,,,✔,2023-11-22 21:55:20,,,,
ICR-PA,NYSE,"InPoint Commercial Real Estate Income, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1690012,,,✔,2023-11-22 21:55:18,,,,
ICRL,OTC,"InPoint Commercial Real Estate Income, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1690012,,,,,,,,
ICRP,OTC,"InPoint Commercial Real Estate Income, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1690012,,,,,,,,
ICTSF,OTC,ICTS INTERNATIONAL N V,,,,,0%,,,,,0%,,,,0%,0%,1010134,,,,,,,,
ICU,Nasdaq,SeaStar Medical Holding Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,,33%,Jcain@lhai.com,310-691-7100,,https://investors.seastarmedical.com/resources/investor-contacts/default.aspx,67%,,,,0%,33%,1831868,,,✔,2023-11-22 21:45:59,,,,
ICUCW,Nasdaq,SeaStar Medical Holding Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,,33%,Jcain@lhai.com,310-691-7100,,https://investors.seastarmedical.com/resources/investor-contacts/default.aspx,67%,,,,0%,33%,1831868,,,✔,2023-10-27 22:21:01,,,,
ICUI,Nasdaq,ICU MEDICAL INC/DE,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,ir@icumed.com,(949) 366-2183,,https://ir.icumed.com/investor-contacts,67%,"23,900,000",44930G107,,100%,78%,883984,,,✔,2023-11-22 21:39:07,,,,
ICVX,Nasdaq,Icosavax Inc,"COMPUTERSHARE TRUST COMPANY, N.A.",,,,33%,ir@icosavax.com,,"1930 Boren Ave, Suite 1000, Seattle, WA 98101",https://ir.icosavax.com,67%,"39,890,000",45114M109,,100%,67%,1786255,,,✔,2023-11-22 21:37:06,,,,
ID,NYSE,"PARTS iD, Inc",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,,33%,ir@partsidinc.com,203-682-8216,"1 Corporate Drive, Cranbury, NJ 8512",https://www.partsidinc.com/company-information/contacts,100%,"34,060,000",702141102,,100%,78%,1698113,,,✔,2023-11-22 21:21:19,,,,
IDA,NYSE,IDACORP INC,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,EPaynter@idacorpinc.com,208-388-5259,,https://www.idacorpinc.com/investor-relations/contact-us/default.aspx,67%,"50,560,000",451107106,,100%,89%,1057877,,,,2023-11-22 21:19:25,,,,
IDAI,Nasdaq,T Stamp Inc,"Colonial Stock Transfer Company, Inc.",,,,33%,investorinquiries@truststamp.net,678-325-7835,"3017 Bolling Way NE, 2nd Floor, Atlanta, GA 30305",https://investors.truststamp.ai,100%,"23,570,000",873048300,,100%,78%,1718939,,,✔,2023-12-22 03:05:07,,,,
IDBA,Nasdaq,IDEX Biometrics ASA,The Bank Of New York Mellon (ADS),,,,33%,marianne.boe@idexbiometrics.com,47 9180 0186,,https://www.idexbiometrics.com/investors/ir-contact/,67%,"1,016,080,000",45173W105,,100%,67%,1824036,,,✔,2023-12-21 04:43:24,,,,
IDBHF,OTC,Industrias Bachoco S.A.B. de C.V.,,,,,,,,,,,,,,,,1044896,,,,,,,,
IDCC,Nasdaq,"InterDigital, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,Directors@InterDigital.com,,"200 Bellevue Parkway, Suite 300, Wilmington, DE 19809-3727",https://ir.interdigital.com/resources/information-request/default.aspx,67%,"29,660,000",45867G101,,100%,78%,1405495,,,✔,2023-11-22 20:26:32,,,,
IDE,NYSE,"Voya Infrastructure, Industrials & Materials Fund","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,,,,,0%,"19,040,000",92912X101,,100%,67%,1417802,,,✔,2023-02-27 04:10:26,,,,
IDEX,OTC,"IDEANOMICS, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22IDEX%22+%22transfer+agent%22,100%,investorrelations@idexcorp.com,(847) 498-7070,,https://investors.idexcorp.com/contact-information,67%,"492,450,000",45166V106,,100%,89%,837852,,,,2023-02-27 04:10:26,,,,
IDEXQ,OTC,"IDEANOMICS, INC.",,,,,,,,,,,,,,,,837852,,,,,,,,
IDKOF,OTC,"IDEMITSU KOSAN CO., LTD",,,,,0%,,,,,0%,,,,0%,0%,1380365,,,,,,,,
IDKOY,OTC,"IDEMITSU KOSAN CO., LTD",,,,,0%,,,,,0%,,,,0%,0%,1380365,,,,,,,,
IDN,Nasdaq,"Intellicheck, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1040896/000149315222007842/def14a.htm,67%,gar@globalirgroup.com,949 873 2789,,https://www.intellicheck.com/investors/,67%,"18,930,000",45817G201,,100%,78%,1040896,,,✔,2023-11-22 20:24:38,,,,
IDR,NYSE,"Idaho Strategic Resources, Inc.",,,,,0%,,,,,0%,"11,990,000",645827205,,100%,33%,1030192,,,✔,2023-02-27 04:10:26,,,,
IDRA,Nasdaq,Idera Pharmaceuticals Inc,"COMPUTERSHARE TRUST COMPANY, N.A.",,,,33%,info@aceragen.com,(484) 348-1675,"15 TW Alexander Drive, Durham, NC 27709",https://investors.aceragen.com/investor-information/email-alerts,100%,"53,050,000",45168K405,,100%,78%,861838,,,✔,2023-11-22 20:22:37,,,,
IDT,NYSE,IDT CORP,,,,,0%,invest@idt.net,973-438-1000,,https://www.idt.net/investors-and-media/,67%,"24,670,000",448947507,,100%,56%,1005731,,,✔,2023-11-22 20:11:01,,,,
IDW,NYSE,IDW Media Holdings,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,,,33%,investor.relations@idwmh.com,,"520 Broad Street, Newark, NJ 07102, United States Of America",https://idwmediaholdings.com/resources/,67%,"13,530,000",44951N106,,100%,67%,1463833,,,✔,2023-11-22 20:09:45,,,,
IDWM,OTC,"IDW MEDIA HOLDINGS, INC.",,,,,0%,,,,,0%,,,,0%,0%,1463833,,,,,,,,
IDXAD,OTC,IDEX Biometrics ASA,,,,,0%,,,,,0%,,,,0%,0%,1824036,,,,,,,,
IDXG,OTC,"INTERPACE BIOSCIENCES, INC.",,,,,0%,,,,,0%,,,,0%,0%,1054102,,,,,,,,
IDXX,Nasdaq,IDEXX LABORATORIES INC /DE,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.google.com/search?q=%22IDEXX Laboratories%22+%22transfer+agent%22,100%,investorrelations@idexx.com,(207) 556-8155,,https://www.idexx.com/en/about-idexx/investors/investor-resources/,67%,"83,250,000",45168D104,,100%,89%,874716,,,,2023-02-27 04:10:26,,,,
IDYA,Nasdaq,"IDEAYA Biosciences, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1676725/000156459022015756/idya-def14a_20220609.htm,67%,investor@ideayabio.com,650-443-6214,"7000 Shoreline Court, Suite 350, South San Francisco, CA 94080",https://ir.ideayabio.com/contact-ir,100%,"46,930,000",45166A102,,100%,89%,1676725,,,✔,2023-11-22 20:05:34,,,,
IE,NYSE,Ivanhoe Electric Inc.,,,,,0%,,,,,0%,"92,890,000",46578C108,,100%,33%,1879016,,,✔,2023-02-27 04:10:26,,,,
IEHC,OTC,IEH Corp,,,,,0%,,,,,0%,,,,0%,0%,50292,,,,,,,,
IEP,Nasdaq,ICAHN ENTERPRISES L.P.,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22Icahn Enterprises%22+%22transfer+agent%22,100%,,(800) 255-2737,,https://www.ielp.com/contact-us,33%,"322,760,000",451100101,,100%,78%,813762,,,,2023-02-27 04:10:26,,,,
IESC,Nasdaq,"IES Holdings, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,IESC@alpha-ir.com,(312) 445-2870,"5433 Westheimer Rd., Suite 500, Houston, Texas 77056",https://investors.ies-corporate.com/shareholder-resources/investor-relations-contact,100%,"20,520,000",44951W106,,100%,89%,1048268,,,✔,2023-11-22 20:03:38,,,,
IEX,NYSE,IDEX CORP /DE/,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investorrelations@idexcorp.com,,,http://investors.idexcorp.com,33%,"75,480,000",45167R104,,100%,78%,832101,,,✔,2023-11-22 20:01:38,,,,
IFBD,Nasdaq,"Infobird Co., Ltd",,,,,0%,,,,,0%,"5,090,000",G47724201,,100%,33%,1815566,,,,2023-02-27 04:10:26,,,,
IFED,NYSE,UBS AG,The Bank Of New York Mellon (GRS),,,https://www.ubs.com/global/en/investor-relations/contact/faq/share.html,33%,etracs@ubs.com,1-877-387 2275,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",https://etracs.ubs.com/contact,100%,"2,000,000",90278V768,,100%,78%,1114446,,,✔,2023-12-22 02:41:58,,,,
IFF,NYSE,INTERNATIONAL FLAVORS & FRAGRANCES INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.google.com/search?q=%22International Flavors & Fragrances%22+%22transfer+agent%22,100%,michael.deveau@iff.com,(212) 708-7164,,https://ir.iff.com/?_ga=2.50192559.802939094.1673428219-1459440587.1673428219,67%,"254,950,000",459506101,,100%,89%,51253,,,,2023-02-27 04:10:26,,,,
IFIN,Nasdaq,Currenc Group Inc.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1862935/000149315223002343/formdef14a.htm,67%,,,,,0%,"20,000,000",G47862100,,100%,56%,1862935,,,,2023-02-27 04:10:26,,,,
IFIN-UN,NYSE,InFinT Acquisition Corp,,,,,0%,,,,,0%,,,,0%,0%,1862935,,,,2023-02-27 04:10:26,,,,
IFIN-WT,NYSE,InFinT Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1862935/000149315223002343/formdef14a.htm,67%,,,,,0%,,,,0%,22%,1862935,,,,2023-02-27 04:10:26,,,,
IFN,NYSE,"INDIA FUND, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,Investor.Relations@abrdn.com,1-800-522-5465,"1900 Market Street, Suite 200, Philadelphia, PA 19103",https://www.abrdn.com/en-us/cefinvestorcenter/contact-us?_gl=1*apni4j*_gcl_au*NjY5MDM4OTU3LjE2OTQ4MzUzMzY.*_ga*MTI5MzQxMDc4Mi4xNjk0ODM1MzM3*_ga_TML7E2DDE5*MTY5NDgzNTMzNy4xLjEuMTY5NDgzNTU3NC4zOS4wLjA.#_ga=2.162306042.711946267.1694835337-1293410782.1694835337,100%,"27,320,000",454089103,,100%,100%,917100,,,✔,2023-11-22 19:59:05,,,,
IFRX,Nasdaq,InflaRx N.V.,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"44,200,000",N44821101,,100%,56%,1708688,,,,2023-02-27 04:10:26,,,,
