Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
DBI,NYSE,Designer Brands Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://investors.designerbrands.com/investor-relations,100%,DesignerBrandsIR@edelman.com,(614) 237-7100,"810 DSW DriveColumbus, Ohio 43219U.S.",https://investors.designerbrands.com/investor-relations,100%,"56,500,000",250565108,,100%,100%,1319947,,,,2023-12-20 01:45:26,,,,
DBL,NYSE,DoubleLine Opportunistic Credit Fund,,,,,0%,,,,,0%,"15,590,000",258623107,,100%,33%,1525201,,,✔,2023-02-27 04:10:26,,,,
DBMM,OTC,"Digital Brand Media & Marketing Group, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1127475,,,,,,,,
DBO,NYSE,Invesco DB Oil Fund,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/5094/000119312522178817/d350724ddef14a.htm,100%,ir@invesco.com,(404) 892-0896,"Two Peachtree Pointe 1555 Peachtree Street, N.E., Suite 1800 Atlanta, GA 30309 USA",https://www.invesco.com/corporate/en/contact-us.html,100%,"22,100,040",46140H403,,100%,100%,1383058,,,,2023-12-20 01:35:31,,,,
DBP,NYSE,Invesco DB Precious Metals Fund,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/5094/000119312522178817/d350724ddef14a.htm,100%,ir@invesco.com,(404) 892-0896,"Two Peachtree Pointe 1555 Peachtree Street, N.E., Suite 1800 Atlanta, GA 30309 USA",https://www.invesco.com/corporate/en/contact-us.html,100%,"1,900,040",46140H502,,100%,100%,1383057,,,,2023-12-20 01:35:31,,,,
DBRG,NYSE,"DigitalBridge Group, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1679688/000110465922040216/tm228229d2_def14a.htm,100%,severin.white@digitalbridge.com,(212) 547-2777,"750 Park of Commerce Drive, Suite 210Boca Raton, FL 33487",https://ir.digitalbridge.com/contact-us,100%,"163,900,000",25401T603,,100%,100%,1679688,,,,2023-12-20 01:44:07,,,,
DBRG-PH,NYSE,"DigitalBridge Group, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1679688/000110465922040216/tm228229d2_def14a.htm,100%,severin.white@digitalbridge.com,(212) 547-2777,"750 Park of Commerce Drive, Suite 210Boca Raton, FL 33487",https://ir.digitalbridge.com/contact-us,100%,,,,0%,67%,1679688,,,,2023-12-20 01:44:07,,,,
DBRG-PI,NYSE,"DigitalBridge Group, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1679688/000110465922040216/tm228229d2_def14a.htm,100%,severin.white@digitalbridge.com,(212) 547-2777,"750 Park of Commerce Drive, Suite 210Boca Raton, FL 33487",https://ir.digitalbridge.com/contact-us,100%,,,,0%,67%,1679688,,,,2023-12-20 01:44:07,,,,
DBRG-PJ,NYSE,"DigitalBridge Group, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1679688/000110465922040216/tm228229d2_def14a.htm,100%,severin.white@digitalbridge.com,(212) 547-2777,"750 Park of Commerce Drive, Suite 210Boca Raton, FL 33487",https://ir.digitalbridge.com/contact-us,100%,,,,0%,67%,1679688,,,,2023-12-20 01:44:11,,,,
DBRM,OTC,"DAYBREAK OIL & GAS, INC.",,,,,0%,,,,,0%,,,,0%,0%,1164256,,,,,,,,
DBS,NYSE,Invesco DB Multi-Sector Commodity Trust,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/5094/000119312522178817/d350724ddef14a.htm,100%,ir@invesco.com,(404) 892-0896,"Two Peachtree Pointe 1555 Peachtree Street, N.E., Suite 1800 Atlanta, GA 30309 USA",https://www.invesco.com/corporate/en/contact-us.html,100%,"700,040",46140H205,,100%,100%,1383054,,,,2023-12-20 01:32:11,,,,
DBTX,Nasdaq,Decibel Therapeutics Inc,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://ir.decibeltx.com/investor-faqs,33%,julie.seidel@sternir.com,212-362-1200,"1325 Boylston StreetSuite 500Boston, MA 02215",https://ir.decibeltx.com/news-releases/news-release-details/decibel-therapeutics-reports-second-quarter-2023-financial,100%,"24,970,000",24343R106,,100%,78%,1656536,,,✔,2023-12-20 01:27:30,,,,
DBV,NYSE,Invesco DB G10 Currency Harvest Fund,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/5094/000119312522178817/d350724ddef14a.htm,100%,ir@invesco.com,(404) 892-0896,"Two Peachtree Pointe 1555 Peachtree Street, N.E., Suite 1800 Atlanta, GA 30309 USA",https://www.invesco.com/corporate/en/contact-us.html,100%,"1,400,000",46139B102,,100%,100%,1354730,,,,2023-12-20 01:35:34,,,,
DBVT,Nasdaq,DBV Technologies S.A.,"Citibank, N.A.",,7923,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,katie.matthews@dbv-technologies.com,1 857-529-2563,"177-181 avenue Pierre Brossolette 92120 – Montrouge, France",https://dbv-technologies.com/investor-overview/,100%,"54,930,000",23306J101,,100%,89%,1613780,,,✔,2023-12-20 01:19:38,,,,
DBX,Nasdaq,"DROPBOX, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22Dropbox%22+%22transfer+agent%22,100%,,,"San Francisco, 1800 Owens St, United States",https://dropbox.gcs-web.com/investor-resources/ir-contacts,33%,"275,280,000",26210C104,,100%,78%,1467623,,,,2023-12-20 01:12:00,,,,
DC,NYSE,Dakota Gold Corp.,Odyssey Trust Company,,,"https://www.sec.gov/Archives/edgar/data/1852353/000110465923035875/tm238490d3_424b3.htm#:~:text=The%20transfer%20agent%20and%20registrar,under%20the%20symbol%20“DC.”",33%,info@dakotagoldcorp.com,1 604 761 5251,"South Dakota Main Office106 Glendale Drive, Suite A, Lead, South Dakota, 57754, USA",https://dakotagoldcorp.com/investor-info/overview/,100%,"72,000,000",4.67E+104,,100%,78%,1852353,,,,2023-12-20 01:07:44,,,,
DC-WT,NYSE,Dakota Gold Corp.,Odyssey Trust Company,,,"https://www.sec.gov/Archives/edgar/data/1852353/000110465923035875/tm238490d3_424b3.htm#:~:text=The%20transfer%20agent%20and%20registrar,under%20the%20symbol%20“DC.”",33%,info@dakotagoldcorp.com,1 604 761 5251,"South Dakota Main Office106 Glendale Drive, Suite A, Lead, South Dakota, 57754, USA",https://dakotagoldcorp.com/investor-info/overview/,100%,,,,0%,44%,1852353,,,,2023-12-20 01:07:44,,,,
DCAC,OTC,"Daniels Corporate Advisory Company, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1498291,,,,,,,,
DCBO,Nasdaq,Docebo Inc.,TSX Trust Company,,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,mike.mccarthy@docebo.com,(214) 830-0641,"366 Adelaide St W, Toronto, ON M5V 1R7, Canada",https://docebo.inc/news/news-details/2023/Docebo-Announces-Participation-in-Upcoming-Investor-Conferences-in-September/default.aspx,100%,"32,900,000",25609L105,,100%,78%,1829959,,,✔,2023-12-20 01:04:10,,,,
DCF,NYSE,"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7806/7835,https://www.sec.gov/Archives/edgar/data/1057861/000162785422000033/lp1.htm,100%,,1 212 495 1784,"240 Greenwich StreetNew York, NY 10286United States",https://www.bnymellon.com/us/en/contact-us/general-inquiries.html,67%,"14,970,000",05588N108,,100%,89%,1627854,,,,2023-12-20 01:00:42,,,,
DCFC,Nasdaq,Tritium DCFC Limited,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://investors.tritiumcharging.com/resources/investor-faqs,33%,ir@tritiumcharging.com,,"48 Miller Street, Murarrie QLD 4172, Australia",https://investors.tritiumcharging.com/news-releases/news-release-details/evyve-completes-150th-tritium-fast-charger-installation-uk-and,67%,"153,210,000",Q9225T108,,100%,67%,1862490,,,,2023-12-20 00:58:28,,,,
DCFCQ,OTC,Tritium DCFC Ltd,,,,,0%,,,,,0%,,,,0%,0%,1862490,,,,,,,,
DCFCW,Nasdaq,Tritium DCFC Limited,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://investors.tritiumcharging.com/resources/investor-faqs,33%,ir@tritiumcharging.com,,"48 Miller Street, Murarrie QLD 4172, Australia",https://investors.tritiumcharging.com/news-releases/news-release-details/evyve-completes-150th-tritium-fast-charger-installation-uk-and,67%,,Q9225T116,,50%,50%,1862490,,,,2023-12-20 00:58:30,,,,
DCFWQ,OTC,Tritium DCFC Ltd,,,,,0%,,,,,0%,,,,0%,0%,1862490,,,,,,,,
DCGO,Nasdaq,DocGo Inc.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1822359/000114036122016734/edge20003209x1_def14a.htm,67%,ir@docgo.com,949-444-1341,"35 WEST 35TH ST.FLOOR 6, NY 10001",https://ir.docgo.com/news-releases/news-release-details/docgo-and-emblemhealth-launch-partnership-bring-home-care,100%,"101,030,000",256086109,,100%,89%,1822359,,,✔,2023-12-20 00:57:26,,,,
DCI,NYSE,DONALDSON Co INC,EQUINITI TRUST COMPANY,No,7806/7835,https://www.google.com/search?q=%22Donaldson%22+%22transfer+agent%22,100%,Sarika.dhadwal@donaldson.com,952-887-3753,"1400 West 94th StreetBloomington, MN 55431",https://ir.donaldson.com/resources/investor-faq/default.aspx,100%,"122,870,000",257651109,,100%,100%,29644,,,,2023-12-20 00:56:19,,,,
DCLT,OTC,Data Call Technologies,,,,,0%,,,,,0%,,,,0%,0%,1321828,,,,,,,,
DCO,NYSE,DUCOMMUN INC /DE/,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://investors.ducommun.com/shareholder-services,33%,smookerji@ducommun.com,657.335.3665,"200 Sandpointe AvenueSuite 700Santa Ana, CA 92707-5759",https://investors.ducommun.com/shareholder-services,100%,"12,070,000",264147109,,100%,78%,30305,,,✔,2023-12-20 00:55:18,,,,
DCOM,Nasdaq,"Dime Community Bancshares, Inc. /NY/","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/846617/000114036122014734/ny20002248x3_def14a.htm,100%,avinash.reddy@dime.com,(718) 782-6200,"898 Veterans Highway in Hauppauge, New York",https://investors.dime.com/news/news-details/2023/Dime-Community-Bancshares-Inc.-Reports-Second-Quarter-2023-Results/default.aspx,100%,"38,600,000",25432X102,,100%,100%,846617,,,✔,2023-12-20 00:54:10,,,,
DCOMG,Nasdaq,"Dime Community Bancshares, Inc. /NY/",,,,,0%,,,,,0%,,,,0%,0%,846617,,,,,,,,
DCOMP,Nasdaq,"Dime Community Bancshares, Inc. /NY/","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/846617/000114036122014734/ny20002248x3_def14a.htm,67%,avinash.reddy@dime.com,(718) 782-6200,"898 Veterans Highway in Hauppauge, New York",https://investors.dime.com/news/news-details/2023/Dime-Community-Bancshares-Inc.-Reports-Second-Quarter-2023-Results/default.aspx,100%,"5,300,000",25432X201,,100%,89%,846617,,,✔,2023-12-20 00:54:16,,,,
DCP,NYSE,"DCP Midstream, LP","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.google.com/search?q=%22DCP Midstream%22+%22transfer+agent%22,100%,MMSpangler@dcpmidstream.com,303-595-3331,"6900 E. Layton AvenueSuite 900 Denver, CO 80237",https://dcpmidstream.gcs-web.com/,100%,"208,390,000",23311P100,,100%,100%,1338065,,,,2023-12-20 00:51:39,,,,
DCP-PB,NYSE,"DCP Midstream, LP","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.google.com/search?q=%22DCP Midstream%22+%22transfer+agent%22,100%,MMSpangler@dcpmidstream.com,303-595-3331,"6900 E. Layton AvenueSuite 900 Denver, CO 80237",https://dcpmidstream.gcs-web.com/,100%,,23311P100,,50%,83%,1338065,,,,2023-12-20 00:51:40,,,,
DCP-PC,NYSE,"DCP Midstream, LP","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.google.com/search?q=%22DCP Midstream%22+%22transfer+agent%22,100%,MMSpangler@dcpmidstream.com,303-595-3331,"6900 E. Layton AvenueSuite 900 Denver, CO 80237",https://dcpmidstream.gcs-web.com/,100%,,23311P100,,50%,83%,1338065,,,,2023-12-20 00:51:39,,,,
DCPH,Nasdaq,Deciphera Pharmaceuticals Inc,"COMPUTERSHARE TRUST COMPANY, N.A.",,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,deciphera@argotpartners.com,212-600-1902,"200 Smith Street, Waltham, MA 02451, U.S",https://investors.deciphera.com/investor-resources/contact-ir,100%,"66,820,000",24344T101,,100%,78%,1654151,,,✔,2023-12-20 00:50:06,,,,
DCRD,Nasdaq,Decarbonization Plus Acquisition Corp IV,,,,,0%,,,,,0%,"31,630,000",G2773W103,,100%,33%,1848959,,,✔,2023-02-27 04:10:26,,,,
DCRDU,Nasdaq,Decarbonization Plus Acquisition Corp IV,,,,,0%,,,,,0%,,G2773W129,,50%,17%,1848959,,,✔,2023-02-27 04:10:26,,,,
DCRDW,Nasdaq,Decarbonization Plus Acquisition Corp IV,,,,,0%,,,,,0%,,G2773W111,,50%,17%,1848959,,,✔,2023-02-27 04:10:26,,,,
DCSX,OTC,"Direct Communication Solutions, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1779303,,,,,,,,
DCT,Nasdaq,Duck Creek Technologies Inc,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,,https://www.sec.gov/Archives/edgar/data/1160951/000114036123007517/ny20006914x1_prem14a.htm,33%,brian.denyeau@icrinc.com,646-266-1251,"22 Boston Wharf Road Boston, MA 02210 United States",https://www.duckcreek.com/blog/duck-creek-technologies-announces-date-of-fourth-quarter-and-full-year-fiscal-2022-earnings-call/,100%,"132,570,000",264120106,,100%,78%,1160951,,,✔,2023-12-19 23:03:04,,,,
DCTH,Nasdaq,"DELCATH SYSTEMS, INC.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/872912/000119312522095123/d666623ddef14a.htm,67%,shamsian@lythampartners.com,646-829-9701,"1633 Broadway. 22nd Floor, Suite C New York, NY 10019, US",https://delcathsystemsinc.gcs-web.com/news-releases/news-release-details/delcath-systems-announces-inducement-grant-under-nasdaq-listing,100%,"8,600,000",24661P807,,100%,89%,872912,,,✔,2023-12-19 23:01:21,,,,
