Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
QFTA,NYSE,Quantum FinTech Acquisition Corporation,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1830795/000121390023003035/def14a0123_quantumfin.htm,67%,,,,,0%,"25,160,000",74767A105,,100%,56%,1830795,,,,2023-02-27 04:10:26,,,,
QFTA-UN,NYSE,Quantum FinTech Acquisition Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1830795/000121390023003035/def14a0123_quantumfin.htm,67%,,,,,0%,,,,0%,22%,1830795,,,,2023-02-27 04:10:26,,,,
QGEN,NYSE,QIAGEN N.V.,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,,"https://corporate.qiagen.com/English/investor-relations/stock-information/faqs/default.aspx#:~:text=Stockholders%20with%20questions%20about%20their,(from%20outside%20the%20U.S.).",33%,alexandra.koenig@qiagen.com,49 2103 29 11709,"HULSTERWEG 82, PL VENLO, Netherlands, 5912",https://corporate.qiagen.com/investor-relations/overview/,100%,"227,070,000",N72482123,,100%,78%,1015820,,,,2023-12-24 07:18:47,,,,
QH,Nasdaq,QUHUO Ltd,Deutsche Bank Trust Company Americas (ADS),,,https://www.sec.gov/Archives/edgar/data/1781193/000119312520191162/d769009d424b4.htm,33%,ir@meishisong.cn,861053318747,"3RD FLOOR, BLOCK D, TONGHUI BUILDING, NO. 1132 HUIHE SOUTH STREET, BEIJING, China, 100020",https://ir.quhuo.cn/IR-Contacts,100%,"55,380,000",74841Q209,,100%,78%,1781193,,,,2023-12-24 07:17:13,,,,
QIND,OTC,Quality Industrial Corp.,,,,,0%,,,,,0%,,,,0%,0%,1393781,,,,,,,,
QIPT,Nasdaq,Quipt Home Medical Corp.,"COMPUTERSHARE TRUST COMPANY, N.A.",,,"https://www.tsx.com/news/new-company-listings?id=1645#:~:text=Transfer%20agent%20and%20registrar%3A,Computershare%20Investor%20Services%20Inc.",33%,cole.stevens@myquipt.com,859-878-2220,"1019 TOWN DRIVE, WILDER, KY, 41076",https://quipthomemedical.com/investor-presentation/,100%,"33,720,000",74880P104,,100%,78%,1540013,,,,2023-12-24 07:15:17,,,,
QIWI,Nasdaq,QIWI,,,,,0%,,,,,0%,"48,880,000",74735M108,,100%,33%,1561566,,,,2023-02-27 04:10:26,,,,
QLGN,Nasdaq,"Qualigen Therapeutics, Inc.",EQUINITI TRUST COMPANY,,7806,https://www.sec.gov/Archives/edgar/data/1460702/000149315222019123/formdef14a.htm,67%,,,,,0%,"38,800,000",74754R103,,100%,56%,1460702,,,,2023-02-27 04:10:26,,,,
QLI,Nasdaq,Qilian International Holding Group Ltd,VStock Transfer LLC,,,https://www.sec.gov/Archives/edgar/data/1779578/000110465921003514/tm212933d1_424b4.htm,33%,tina.xiao@ascent-ir.com,1-917-609-0333,"JIUQUAN ECONOMIC AND TECHNOLOGICAL, DEVELOPMENT ZONE, JIUQUAN, GANSU PROVINCE, China, 735001",http://ir.qlsyy.net/request.html,100%,"35,750,000",G7307E107,,100%,78%,1779578,,,,2023-12-24 07:11:06,,,,
QLIS,OTC,"Qualis Innovations, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1871181,,,,,,,,
QLUNF,OTC,Qilun Group Inc.,,,,,0%,,,,,0%,,,,0%,0%,1951378,,,,,,,,
QLYS,Nasdaq,"QUALYS, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,ir@qualys.com,(650) 801 - 6100,"919 E. HILLSDALE BLVD., FOSTER CITY, CA, 94404",https://investor.qualys.com/contact-us,100%,"38,360,000",74758T303,,100%,89%,1107843,,,,2023-12-24 07:08:39,,,,
QMCI,OTC,QUOTEMEDIA INC,,,,,0%,,,,,0%,,,,0%,0%,1101433,,,,,,,,
QMCO,Nasdaq,QUANTUM CORP /DE/,"COMPUTERSHARE TRUST COMPANY, N.A. (Canton, MA)",,,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,33%,sheltonir@sheltongroup.com,949-224-3874 and 214-272-0070,"224 AIRPORT PARKWAY, SUITE 550, SAN JOSE, CA, 95110",https://investors.quantum.com/company-information/contacts,100%,"102,670,000",747906501,,100%,78%,709283,,,,2023-12-24 07:07:19,,,,
QMMM,Nasdaq,QMMM Holdings Ltd,,,,,0%,,,,,0%,,,,0%,0%,1971542,,,,,,,,
QNBC,OTC,QNB CORP,,,,,0%,,,,,0%,,,,0%,0%,750558,,,,,,,,
QNCX,Nasdaq,"Quince Therapeutics, Inc."," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/1662774/000119312522123565/d337053ddef14a.htm,67%,,,,,0%,"36,100,000",22053A107,,100%,56%,1662774,,,,2023-02-27 04:10:26,,,,
QNRX,Nasdaq,"Quoin Pharmaceuticals, Ltd.",,,,,0%,,,,,0%,"24,233,030,000",74907L201,,100%,33%,1671502,,,,2023-02-27 04:10:26,,,,
QNST,Nasdaq,"QUINSTREET, INC","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1117297/000110465922101605/tm2225989-2_def14a.htm,67%,ir@quinstreet.com,650-578-7700,"950 TOWER LANE, 6TH FLOOR, FOSTER CITY, CA, 94404",https://investor.quinstreet.com,100%,"53,380,000",74874Q100,,100%,89%,1117297,,,,2023-12-24 07:02:08,,,,
QNTM,Nasdaq,Quantum Biopharma Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1771885,,,,,,,,
QNTO,OTC,QUAINT OAK BANCORP INC,,,,,0%,,,,,0%,,,,0%,0%,1391933,,,,,,,,
QOEG,OTC,Quality Online Education Group Inc.,,,,,0%,,,,,0%,,,,0%,0%,1439237,,,,,,,,
QOMO,Nasdaq,Qomolangma Acquisition Corp.," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,,https://www.sec.gov/Archives/edgar/data/1894210/000121390022031393/fs12022_qomolangma.htm,33%,jmyers@ventac-partners.com,6267574601,"1178 BROADWAY, 3RD FLOOR, NEW YORK, NY, 10001",https://www.sec.gov/Archives/edgar/data/1894210/000121390023069423/def14a0823_qomolangma.htm,100%,,,,0%,44%,1894210,,,,2023-12-24 07:00:15,,,,
QOMOR,Nasdaq,Qomolangma Acquisition Corp.," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,,https://www.sec.gov/Archives/edgar/data/1894210/000121390022031393/fs12022_qomolangma.htm,33%,jmyers@ventac-partners.com,6267574601,"1178 BROADWAY, 3RD FLOOR, NEW YORK, NY, 10001",https://www.sec.gov/Archives/edgar/data/1894210/000121390023069423/def14a0823_qomolangma.htm,100%,,,,0%,44%,1894210,,,,2023-12-24 07:00:20,,,,
QOMOU,Nasdaq,Qomolangma Acquisition Corp.," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,,https://www.sec.gov/Archives/edgar/data/1894210/000121390022031393/fs12022_qomolangma.htm,33%,jmyers@ventac-partners.com,6267574601,"1178 BROADWAY, 3RD FLOOR, NEW YORK, NY, 10001",https://www.sec.gov/Archives/edgar/data/1894210/000121390023069423/def14a0823_qomolangma.htm,100%,,,,0%,44%,1894210,,,,2023-12-24 07:00:20,,,,
QOMOW,Nasdaq,Qomolangma Acquisition Corp.,,,,,0%,,,,,0%,,,,0%,0%,1894210,,,,,,,,
QPRC,OTC,QUEST PATENT RESEARCH CORP,,,,,0%,,,,,0%,,,,0%,0%,824416,,,,,,,,
QQQ,Nasdaq,"INVESCO QQQ TRUST, SERIES 1","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/5094/000119312522178817/d350724ddef14a.htm,100%,ir@invesco.com,(404) 892-0896,"Two Peachtree Pointe 1555 Peachtree Street, N.E., Suite 1800 Atlanta, GA 30309 USA",https://www.invesco.com/corporate/en/contact-us.html,100%,"548,950,000",4.61E+107,,100%,100%,1067839,,,,2023-12-20 01:36:17,,,,
QQQX,Nasdaq,Nuveen NASDAQ 100 Dynamic Overwrite Fund,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,100%,,,,,0%,"42,070,000",670699107,,100%,67%,1608741,,,,2023-02-27 04:10:26,,,,
QREE,OTC,QUANTUM ENERGY INC.,,,,,0%,,,,,0%,,,,0%,0%,1295961,,,,,,,,
QRHC,Nasdaq,Quest Resource Holding Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1442236/000092189522001838/def14a12364002_05312022.htm,67%,,,,,0%,"19,120,000",74836W203,,100%,56%,1442236,,,,2023-02-27 04:13:53,,,,
QRON,OTC,Qrons Inc.,,,,,0%,,,,,0%,,,,0%,0%,1689084,,,,,,,,
QRTEA,Nasdaq,"Qurate Retail, Inc.",BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,No,7824,https://www.google.com/search?q=%22Qurate Retail%22+%22transfer+agent%22,100%,investor@qurateretail.com,(866) 876-0461,,https://www.qurateretail.com/investors,67%,"373,730,000",74915M100,,100%,89%,1355096,,,,2023-02-27 04:10:26,,,,
QRTEB,Nasdaq,"Qurate Retail, Inc.",BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,No,7824,https://www.google.com/search?q=%22Qurate Retail%22+%22transfer+agent%22,100%,investor@qurateretail.com,(866) 876-0461,,https://www.qurateretail.com/investors,67%,"8,370,000",74915M209,,100%,89%,1355096,,,,2023-02-27 04:10:26,,,,
QRTEP,Nasdaq,"Qurate Retail, Inc.",BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,No,7824,https://www.google.com/search?q=%22Qurate Retail%22+%22transfer+agent%22,100%,investor@qurateretail.com,(866) 876-0461,,https://www.qurateretail.com/investors,67%,"12,670,000",74915M308,,100%,89%,1355096,,,,2023-02-27 04:10:26,,,,
QRVO,Nasdaq,"Qorvo, Inc.",BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,No,7824,https://www.google.com/search?q=%22Qorvo%22+%22transfer+agent%22,100%,investor-relations@qorvo.com,,,https://www.qorvo.com/newsroom/media-contacts,33%,"103,200,000",74736K101,,100%,78%,1604778,,,,2023-02-27 04:10:26,,,,
QS,NYSE,QuantumScape Corp,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1811414/000114036122028190/ny20004542x1_def14a.htm,67%,ir@quantumscape.com,(408) 452-2000,"1730 TECHNOLOGY DRIVE, SAN JOSE, CA, 95110",https://ir.quantumscape.com/home/default.aspx,100%,"349,710,000",74767V109,,100%,89%,1811414,,,,2023-12-24 06:57:50,,,,
QSEP,OTC,"QS Energy, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1103795,,,,,,,,
QSG,Nasdaq,QuantaSing Group Ltd,,,,,0%,,,,,0%,,,,0%,0%,1932770,,,,,,,,
QSI,Nasdaq,Quantum-Si Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1816431/000114036122011628/ny20003261x2_def14a.htm,67%,ir@quantum-si.com,(203) 458-7100,"29 BUSINESS PARK DRIVE, BRANFORD, CT, 06405",https://ir.quantum-si.com/ir-resources/investor-contacts,100%,"119,430,000",74765K105,,100%,89%,1816431,,,,2023-12-24 06:56:53,,,,
QSIAW,Nasdaq,Quantum-Si Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.sec.gov/Archives/edgar/data/1816431/000114036122011628/ny20003261x2_def14a.htm,67%,ir@quantum-si.com,(203) 458-7100,"29 BUSINESS PARK DRIVE, BRANFORD, CT, 06405",https://ir.quantum-si.com/ir-resources/investor-contacts,100%,"139,180,000",74765K113,,100%,89%,1816431,,,,2023-12-24 06:56:55,,,,
QSJC,OTC,"TANCHENG GROUP CO., LTD.",,,,,0%,,,,,0%,,,,0%,0%,1753391,,,,,,,,
QSR,NYSE,Restaurant Brands International Inc.,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1618755/000119312522133944/d237120ddef14a.htm,67%,investor@rbi.com,(905) 845-6511,"130 KING STREET WEST, SUITE 300, TORONTO, Ontario, Canada, M5X 1E1",https://www.rbi.com/investors/faqs/,100%,"305,790,000",76131D103,,100%,89%,1618756,,,,2023-12-24 06:56:20,,,,
QTEK,Nasdaq,QualTek Services Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1839412/000110465922046960/tm2212966d1_424b3.htm,33%,ir@qualtekservices.com,484-804-4593,"888 SAN CLEMENTE DRIVE, SUITE 400, NEWPORT BEACH, CA, 92660",https://investors.qualtekservices.com/overview/default.aspx,100%,"24,450,000",74760R303,,100%,78%,1839412,,,,2023-12-24 06:55:22,,,,
QTEKW,Nasdaq,QualTek Services Inc,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,,https://www.sec.gov/Archives/edgar/data/1839412/000110465922046960/tm2212966d1_424b3.htm,33%,ir@qualtekservices.com,484-804-4593,"888 SAN CLEMENTE DRIVE, SUITE 400, NEWPORT BEACH, CA, 92660",https://investors.qualtekservices.com/overview/default.aspx,100%,,74760R113,,50%,61%,1839412,,,,2023-12-24 06:55:23,,,,
QTI,Nasdaq,"QT IMAGING HOLDINGS, INC.",,,,,0%,,,,,0%,,,,0%,0%,1844505,,,,,,,,
QTIWW,OTC,"QT IMAGING HOLDINGS, INC.",,,,,0%,,,,,0%,,,,0%,0%,1844505,,,,,,,,
QTNT,Nasdaq,Quotient Ltd,,,,,0%,,,,,0%,"135,800,000",G73268107,,100%,33%,1596946,,,,2023-02-27 04:10:26,,,,
QTRX,Nasdaq,Quanterix Corp,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1503274/000110465922053506/tm223525-1_def14a.htm,67%,ir@quanterix.com,617-301-9400,"900 MIDDLESEX TURNPIKE, BILLERICA, MA, 01821",https://www.quanterix.com/contact-us/,100%,"36,990,000",74766Q101,,100%,89%,1503274,,,,2023-12-24 06:53:24,,,,
QTT,Nasdaq,Qutoutiao Inc,The Bank Of New York Mellon (ADS),,,https://www.sec.gov/Archives/edgar/data/1733298/000119312518251751/d545022df1.htm,33%,ir@qutoutiao.net,86-21-6858-3790,"BUILDING NO. 8, PUDONG SOFTWARE PARK, 519 YI DE ROAD, PUDONG NEW AREA, SHANGHAI, China, 200124",https://ir.qutoutiao.net/shareholder-services/investor-faqs,100%,"43,920,000",74915J206,,100%,78%,1733298,,,,2023-12-24 06:52:43,,,,
QTTB,Nasdaq,Q32 Bio Inc.,,,,,0%,,,,,0%,,,,0%,0%,1661998,,,,,,,,
QTTOY,OTC,Qutoutiao Inc.,,,,,0%,,,,,0%,,,,0%,0%,1733298,,,,,,,,
QTWO,NYSE,"Q2 Holdings, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,IR@q2.com,1-833-444-3469,"10355 PECAN PARK BOULEVARD, Austin, TX, 78729",https://www.sec.gov/Archives/edgar/data/1410384/000141038423000053/qtwo-20230420.htm,100%,"57,310,000",74736L109,,100%,100%,1410384,,,,2023-12-24 06:49:48,,,,
QTXB,OTC,QUANTRX BIOMEDICAL CORP,,,,,0%,,,,,0%,,,,0%,0%,820608,,,,,,,,
QTZM,OTC,Quantumzyme Corp.,,,,,0%,,,,,0%,,,,0%,0%,1663038,,,,,,,,
QUAD,NYSE,"Quad/Graphics, Inc.",BROADRIDGE CORPORATE ISSUER SOLUTIONS INC.,No,7824,https://www.google.com/search?q=%22Quad/Graphics%22+%22transfer+agent%22,100%,ir@quad.com,(888) 782-3226,,https://www.quad.com/contact,67%,"40,630,000",747301109,,100%,89%,1481792,,,,2023-02-27 04:10:26,,,,
QUBT,Nasdaq,Quantum Computing Inc.,,,,,0%,,,,,0%,"33,900,000",74766W108,,100%,33%,1758009,,,,2023-02-27 04:10:26,,,,
QUIK,Nasdaq,QUICKLOGIC Corp," AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.sec.gov/Archives/edgar/data/882508/000143774922007575/quicklo20211220_def14a.htm,67%,ir@quicklogic.com,4089904010,"2220 LUNDY AVENUE, SAN JOSE, CA, 95131-1816",https://ir.quicklogic.com,100%,"13,110,000",74837P405,,100%,89%,882508,,,,2023-12-24 06:47:22,,,,
QULL,NYSE,UBS AG,The Bank Of New York Mellon (GRS),,,https://www.ubs.com/global/en/investor-relations/contact/faq/share.html,33%,etracs@ubs.com,1-877-387 2275,"Bahnhofstrasse 45, 8001 Zurich, Switzerland",https://etracs.ubs.com/contact,100%,"1,000,000",90278V503,,100%,78%,1114446,,,,2023-12-22 02:42:30,,,,
QUMU,Nasdaq,Qumu Corp (bought by Enghouse Systems ),TSX Trust Company,,,https://www.enghouse.com/wp-content/uploads/2020/08/Share-Split-Final.pdf,33%,chair.director@qumu.com,(612) 638-9100,"400 SOUTH 4TH STREET, SUITE 401-412, MINNEAPOLIS, MN, 55415",https://www.sec.gov/Archives/edgar/data/892482/000089248222000017/qumu2022annualmeetingproxy.htm,100%,"17,920,000",749063103,,100%,78%,892482,,,,2023-12-24 06:44:49,,,,
QUOT,NYSE,Quotient Technology Inc.,,,,,0%,,,,,0%,"96,390,000",749119103,,100%,33%,1115128,,,,2023-02-27 04:13:49,,,,
QURE,Nasdaq,uniQure N.V.,"COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,investors@uniqure.com,1-339-970-7000,"PAASHEUVELWEG 25A, AMSTERDAM, Netherlands, 1105 BP",https://www.uniqure.com/investors-media,100%,"46,730,000",N90064101,,100%,89%,1590560,,,,2023-12-24 06:34:51,,,,
QURT,OTC,"Quarta-Rad, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1549631,,,,,,,,
QVCC,NYSE,QVC INC,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC. (not sure),,,https://www.sec.gov/Archives/edgar/data/1254699/000110465920010761/a19-24620_5ex99d1.htm,33%,investor@qurateretail.com,866-876-0461,"1200 Wilson DriveWest Chester, Pennsylvania 19380",https://www.qurateretail.com/investors/company-information/contacts,100%,"20,010,000",747262400,,100%,78%,1254699,,,,2023-12-24 06:32:01,,,,
QVCD,NYSE,QVC INC,BROADRIDGE CORPORATE ISSUER SOLUTIONS INC. (not sure),,,https://www.sec.gov/Archives/edgar/data/1254699/000110465920010761/a19-24620_5ex99d1.htm,33%,investor@qurateretail.com,866-876-0461,"1200 Wilson DriveWest Chester, Pennsylvania 19380",https://www.qurateretail.com/investors/company-information/contacts,100%,"9,000,000",747262301,,100%,78%,1254699,,,,2023-12-24 06:32:05,,,,
QWTR,OTC,"Quest Water Global, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1487091,,,,,,,,
QXO,NYSE,"QXO, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1236275,,,,,,,,
QYOUF,OTC,QYOU Media Inc.,,,,,0%,,,,,0%,,,,0%,0%,1650287,,,,,,,,
QZMRF,OTC,QUARTZ MOUNTAIN RESOURCES LTD,,,,,0%,,,,,0%,,,,0%,0%,811522,,,,,,,,
QTIH,OTC,"QT IMAGING HOLDINGS, INC.",,,,,,,,,,,,,,,,1844505,,,,,,,,
QMSK,,"QMSK Technology Co., Ltd",,,,,,,,,,,,,,,,2030771,,,,,,,,
QNTO,OTC,"QUAINT OAK BANCORP, INC.",,,,,,,,,,,,,,,,1391933,,,,,,,,
QHT,,Qinhui Technology International Co. Ltd.,,,,,,,,,,,,,,,,2037080,,,,,,,,
QVCGA,Nasdaq,"Qurate Retail, Inc.",,,,,,,,,,,,,,,,1355096,,,,,,,,
QVCGA,Nasdaq,"QVC Group, Inc.",,,,,,,,,,,,,,,,1355096,,,,,,,,
QRTEA,Nasdaq,"QVC Group, Inc.",,,,,,,,,,,,,,,,1355096,,,,,,,,
QRTEB,Nasdaq,"QVC Group, Inc.",,,,,,,,,,,,,,,,1355096,,,,,,,,
QRTEP,Nasdaq,"QVC Group, Inc.",,,,,,,,,,,,,,,,1355096,,,,,,,,
QVCGB,Nasdaq,"QVC Group, Inc.",,,,,,,,,,,,,,,,1355096,,,,,,,,
QVCGP,Nasdaq,"QVC Group, Inc.",,,,,,,,,,,,,,,,1355096,,,,,,,,
QSEA,Nasdaq,Quartzsea Acquisition Corp,,,,,,,,,,,,,,,,2047455,,,,,,,,
QSEAU,Nasdaq,Quartzsea Acquisition Corp,,,,,,,,,,,,,,,,2047455,,,,,,,,
QNBC,OTC,QNB CORP.,,,,,,,,,,,,,,,,750558,,,,,,,,
QSEAR,Nasdaq,Quartzsea Acquisition Corp,,,,,,,,,,,,,,,,2047455,,,,,,,,
QXOBV,OTC,"QXO, Inc.",,,,,,,,,,,,,,,,1236275,,,,,,,,
