Ticker,Exchange,Company_Name_Issuer,Transfer_Agent,Online_Purchase,DTC_Member_Number,TA_URL,Transfer_Agent_Pct,IR_Emails,IR_Phone_Number,IR_Company_Address,IR_URL,IR_Contact_Info,Shares_Outstanding,CUSIP,Company_Info_URL,Company_Info,Full_Progress_Pct,CIK,DRS,Percent_Shares_DRSd,Submission_Received,Timestamps_UTC,Learn_More_About_DRS,Certificates_Offered,S_And_P_500,Incorporated_In
WD,NYSE,"Walker & Dunlop, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investorrelations@walkeranddunlop.com,301-202-3207,"7272 Wisconsin Avenue, Suite 1300, Bethesda, MD 20814",https://investors.walkerdunlop.com/corporate-profile/default.aspx,100%,"33,030,000",93148P102,,100%,100%,1497770,,,,2023-12-22 03:18:10,,,,
WDAY,Nasdaq,"Workday, Inc.","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.google.com/search?q=%22Workday%22+%22transfer+agent%22,100%,ir@workday.com,,,,33%,"201,000,000",98138H101,,100%,78%,1327811,,,,2023-02-27 04:13:53,,,,
WDC,Nasdaq,WESTERN DIGITAL CORP,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",No,7805/7810,https://www.google.com/search?q=%22Western Digital%22+%22transfer+agent%22,100%,investor@wdc.com,(800) 695.6399,,,67%,"314,490,000",958102105,,100%,89%,106040,,,,2023-02-27 04:10:26,,,,
WDDD,OTC,WORLDS INC,,,,,0%,,,,,0%,,,,0%,0%,1961,,,,,,,,
WDFC,Nasdaq,WD 40 CO,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.sec.gov/Archives/edgar/data/105132/000010513222000042/wdfc-20221213xdef14a.htm,100%,investorrelations@wd40.com,619-275-9304,"9715 Businesspark Avenue, San Diego, CA 92131, USA",https://investor.wd40company.com/investors/resources/investor-faqs/default.aspx,100%,"13,630,000",929236107,,100%,100%,105132,,,,2023-12-22 03:13:20,,,,
WDH,NYSE,Waterdrop Inc.,,,,,0%,,,,,0%,"3,131,150,000",94132V105,,100%,33%,1823986,,,✔,2023-02-27 04:10:26,,,,
WDI,NYSE,Western Asset Diversified Income Fund (WDI),,,,,0%,,,,,0%,"51,790,000",95790K109,,100%,33%,1819559,,,✔,2023-02-27 04:10:26,,,,
WDLF,OTC,"Decentral Life, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1281984,,,,,,,,
WDS,NYSE,WOODSIDE ENERGY GROUP LTD,,,,,0%,,,,,0%,"983,980,000",980228308,,100%,33%,844551,,,✔,2023-02-27 04:10:26,,,,
WDSP,OTC,"World Scan Project, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1813744,,,,,,,,
WE,NYSE,"WeWork, Inc.",CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.google.com/search?q=%22WeWork%22+%22transfer+agent%22,67%,investor@wework.com,,,,33%,"709,370,000",96209A104,,100%,67%,1813756,,,,2023-02-27 04:10:26,,,,
WE-WT,NYSE,WeWork Inc.,CONTINENTAL STOCK TRANSFER & TRUST COMPANY,,7808,https://www.google.com/search?q=%22WeWork%22+%22transfer+agent%22,67%,investor@wework.com,,,,33%,"708,056,261",96209A104,,100%,67%,1813756,,,,2023-02-27 04:10:26,,,,
WEA,NYSE,WESTERN ASSET PREMIER BOND FUND,,,,,0%,,,,,0%,"11,860,000",957664105,,100%,33%,1163792,,,✔,2023-02-27 04:10:26,,,,
WEAT,NYSE,Teucrium Commodity Trust,,,,,0%,,(802) 540-0019,,https://teucrium.com/contact-us,33%,"42,100,004",88166A508,,100%,44%,1471824,,,✔,2023-05-15 02:42:41,,,,
WEAV,NYSE,"Weave Communications, Inc.","COMPUTERSHARE TRUST COMPANY, N.A.",,7807,https://www.sec.gov/Archives/edgar/data/1609151/000160915122000043/weav-def14aoptionrepricing.htm,67%,mark.mcreynolds@getweave.com,(801) 656-8231,,,67%,"65,010,000",94724R108,,100%,78%,1609151,,,,2023-05-15 02:42:40,,,,
WEBNF,OTC,WESTPAC BANKING CORP,,,,,0%,,,,,0%,,,,0%,0%,719245,,,,,,,,
WEBR,NYSE,Weber Inc.,,,,,0%,investors@weber.com,,,https://www.businesswire.com/news/home/20221213006100/en/Weber-Inc.-Reports-Fiscal-Year-2022-Results,33%,"53,070,000",94770D102,,100%,44%,1857951,,,,2023-05-15 01:35:45,,,,
WEBT,OTC,Helio Corp /FL/,,,,,0%,,,,,0%,,,,0%,0%,1953988,,,,,,,,
WEC,NYSE,"WEC ENERGY GROUP, INC.","COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22WEC Energy Group%22+%22transfer+agent%22,100%,wec-stockholder-services@wecenergygroup.com,(800) 881-5882,,https://investors.getweave.com/,67%,"315,440,000",92939U106,,100%,89%,783325,,,,2023-05-15 02:30:20,,,,
WEFCX,Nasdaq,Wildermuth Fund,,,,,0%,advisorservices@wildermuthadvisory.com,(678) 333-0900,,,67%,,,,0%,22%,1586009,,,,2023-02-27 04:10:26,,,,
WEIDY,OTC,Weidai Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1734902,,,,,,,,
WEIFX,Nasdaq,Wildermuth Fund,,,,,0%,advisorservices@wildermuthadvisory.com,(678) 333-0900,,,67%,,,,0%,22%,1586009,,,,2023-02-27 04:10:26,,,,
WEIX,CBOE,Dynamic Shares Trust,,,,,0%,,,,,0%,"150,000",26800L100,,100%,33%,1771951,,,✔,2023-02-27 04:10:26,,,,
WEJO,Nasdaq,Wejo Group Limited,,,,,0%,investor.relations@wejo.com,,,https://investors.wejo.com/alerts,33%,"107,660,000",G9525W109,,100%,44%,1864448,,,,2023-02-27 04:10:26,,,,
WEJOW,Nasdaq,Wejo Group Limited,,,,,0%,investor.relations@wejo.com,,,https://investors.wejo.com/alerts,33%,"96,330,000",G9525W117,,100%,44%,1864448,,,,2023-02-27 04:10:26,,,,
WEL,NYSE,Integrated Wellness Acquisition Corp,,,,,0%,investors@integratedwellnessholdings.com,(845) 651 5039,"148 N Main Street, Florida, NY 10921",https://integratedwellnessholdings.com/stock-information/,100%,"11,500,000",G4828B100,,100%,67%,1877557,,,,2023-02-27 04:13:44,,,,
WEL-UN,NYSE,Integrated Wellness Acquisition Corp,,,,,0%,,,,,0%,,,,0%,0%,1877557,,,,,,,,
WEL-WT,NYSE,Integrated Wellness Acquisition Corp,,,,,0%,investors@integratedwellnessholdings.com,(845) 651 5039,"148 N Main Street, Florida, NY 10921",https://integratedwellnessholdings.com/stock-information/,100%,,,,0%,33%,1877557,,,,2023-02-27 04:13:53,,,,
WELL,NYSE,WELLTOWER INC.,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://www.google.com/search?q=%22Welltower%22+%22transfer+agent%22,100%,ksoma@welltower.com,(646) 677-8764,,,67%,"463,370,000",95040Q104,,100%,89%,766704,,,,2023-02-27 04:10:26,,,,
WELPM,OTC,WISCONSIN ELECTRIC POWER CO,,,,,0%,,,,,0%,,,,0%,0%,107815,,,,,,,,
WELPP,OTC,WISCONSIN ELECTRIC POWER CO,,,,,0%,,,,,0%,,,,0%,0%,107815,,,,,,,,
WEN,Nasdaq,Wendy's Co,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.sec.gov/Archives/edgar/data/30697/000119312522091857/d246453ddef14a.htm,100%,InvestorRelations@wendys.com,,,https://www.irwendys.com/investor-resources/investor-contacts/default.aspx,33%,"212,800,000",95058W100,,100%,78%,30697,,,,2023-02-27 04:10:26,,,,
WENA,Nasdaq,"ANEW Medical, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1907223,,,,,,,,
WENAW,Nasdaq,"ANEW Medical, Inc.",,,,,0%,,,,,0%,,,,0%,0%,1907223,,,,,,,,
WERN,Nasdaq,WERNER ENTERPRISES INC,EQUINITI TRUST COMPANY,No,7806/7835,https://www.google.com/search?q=%22Werner Enterprises%22+%22transfer+agent%22,100%,invrelations@werner.com,(800) 228-2240,,,67%,"63,420,000",950755108,,100%,89%,793074,,,,2023-02-27 04:10:26,,,,
WES,NYSE,"Western Midstream Partners, LP","COMPUTERSHARE TRUST COMPANY, N.A.",No,7807,https://www.google.com/search?q=%22Western Midstream Partners%22+%22transfer+agent%22,100%,investors@westernmidstream.com,,,,33%,"386,450,000",958669103,,100%,78%,1423902,,,,2023-02-27 04:10:26,,,,
WESC,OTC,W&E Source Corp.,,,,,0%,,,,,0%,,,,0%,0%,1368275,,,,,,,,
WESFX,Nasdaq,Wildermuth Fund,,,,,0%,advisorservices@wildermuthadvisory.com,(678) 333-0900,,https://wildermuthfund.com/resources/,67%,,,,0%,22%,1586009,,,,2023-02-27 04:10:26,,,,
WEST,Nasdaq,Westrock Coffee Co,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,WestrockIR@icrinc.com,,"4009 N. Rodney Parham Road, Little Rock, AR 72212",https://investors.westrockcoffee.com/ir-resources/investor-faqs,67%,"73,030,000",96145W103,,100%,89%,1806347,,,,2023-02-27 04:10:26,,,,
WESTW,Nasdaq,Westrock Coffee Co,"COMPUTERSHARE TRUST COMPANY, N.A.",Yes,7807,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,WestrockIR@icrinc.com,,"4009 N. Rodney Parham Road, Little Rock, AR 72212",https://investors.westrockcoffee.com/ir-resources/investor-faqs,67%,,96145W111,,50%,72%,1806347,,,,2023-02-27 04:10:26,,,,
WETG,Nasdaq,WeTrade Group Inc,,,,,0%,ir@wetradegroup.net,,"NO 1 GAOBEI SOUTH COAST YI AN MEN 111 BLOCK 37, CHAO YANG DIST. BEIJING China",https://ir.wetg.group/Investor-Contacts,67%,"195,030,000",961884103,,100%,56%,1784970,,,,2023-12-06 20:19:12,,,,
WETH,Nasdaq,Wetouch Technology Inc.,,,,,0%,IR@wetouch.com.cn,-2837390580,"No. 29, Third Main Avenue, Shigao Town, Renshou County, Meishan, Sichuan, China 620500",http://ir.wetouchinc.com/,100%,,,,0%,33%,1826660,,,,2023-12-06 20:18:55,,,,
WETO,Nasdaq,Webus International Ltd.,,,,,0%,,,,,0%,,,,0%,0%,1941158,,,,,,,,
WEWA,OTC,"WEWARDS, INC.",,,,,0%,,,,,0%,,,,0%,0%,1616156,,,,,,,,
WEX,NYSE,WEX Inc.,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",Yes,7805/7810,https://www.sec.gov/Archives/edgar/data/1309108/000130910822000077/wexproxy2022.htm,100%,steve.elder@wexinc.com,(207) 523-7769,"1 Hancock Street, Portland, ME, 04101",https://ir.wexinc.com/overview/default.aspx,100%,"44,170,000",96208T104,,100%,100%,1309108,,,,2023-02-27 04:10:26,,,,
WEYS,Nasdaq,WEYCO GROUP INC,"AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC",,7805,https://www.nasdaqtrader.com/content/home/help/samplereports/Fundamental_Data_cusip121720.xlsx,67%,,,,,0%,"9,590,000",962149100,,100%,56%,106532,,,✔,2023-02-27 04:10:26,,,,
WF,NYSE,WOORI FINANCIAL GROUP INC.,,,,,0%,,,,,0%,"728,060,000",981064108,,100%,33%,1264136,,,✔,2023-02-27 04:13:44,,,,
WFC,NYSE,WELLS FARGO & COMPANY/MN,EQUINITI TRUST COMPANY,Yes,7806/7835,https://www.google.com/search?q=%22Wells Fargo%22+%22transfer+agent%22,100%,investorrelations@wellsfargo.com,(415) 371-2921,,https://www.wellsfargo.com/about/investor-relations/,67%,"3,793,050,000",949746101,,100%,89%,72971,,,,2023-02-27 04:13:49,,,,
WFC-PA,NYSE,WELLS FARGO & COMPANY/MN,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investorrelations@wellsfargo.com,(415) 371-2921,,https://www.wellsfargo.com/about/investor-relations/,67%,,,,0%,56%,72971,,,,2023-02-27 04:10:26,,,,
WFC-PC,NYSE,WELLS FARGO & COMPANY/MN,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investorrelations@wellsfargo.com,(415) 371-2921,,https://www.wellsfargo.com/about/investor-relations/,67%,,,,0%,56%,72971,,,,2023-02-27 04:10:26,,,,
WFC-PD,NYSE,WELLS FARGO & COMPANY/MN,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investorrelations@wellsfargo.com,(415) 371-2921,,https://www.wellsfargo.com/about/investor-relations/,67%,,,,0%,56%,72971,,,,2023-02-27 04:10:26,,,,
WFC-PL,NYSE,WELLS FARGO & COMPANY/MN,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investorrelations@wellsfargo.com,(415) 371-2921,,https://www.wellsfargo.com/about/investor-relations/,67%,,,,0%,56%,72971,,,,2023-02-27 04:10:26,,,,
WFC-PQ,NYSE,WELLS FARGO & COMPANY/MN,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investorrelations@wellsfargo.com,(415) 371-2921,,https://www.wellsfargo.com/about/investor-relations/,67%,,,,0%,56%,72971,,,,2023-02-27 04:10:26,,,,
WFC-PR,NYSE,WELLS FARGO & COMPANY/MN,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investorrelations@wellsfargo.com,(415) 371-2921,,https://www.wellsfargo.com/about/investor-relations/,67%,,,,0%,56%,72971,,,,2023-02-27 04:10:26,,,,
WFC-PY,NYSE,WELLS FARGO & COMPANY/MN,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investorrelations@wellsfargo.com,(415) 371-2921,,https://www.wellsfargo.com/about/investor-relations/,67%,,,,0%,56%,72971,,,,2023-02-27 04:10:26,,,,
WFC-PZ,NYSE,WELLS FARGO & COMPANY/MN,EQUINITI TRUST COMPANY,Yes,7806/7835,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,100%,investorrelations@wellsfargo.com,(415) 371-2921,,https://www.wellsfargo.com/about/investor-relations/,67%,,,,0%,56%,72971,,,,2023-02-27 04:10:26,,,,
WFCF,Nasdaq,"Where Food Comes From, Inc.",EQUINITI TRUST COMPANY,,,https://docs.google.com/spreadsheets/d/1MjDad_gZmywTxMVQxsnH2uc9sPIvUa3O51SDyTYm_vs/edit,33%,jpfeiffer@wherefoodcomesfrom.com,(303) 880-9000,,https://www.wherefoodcomesfrom.com/investor-relations,67%,"5,950,000",96327X200,,100%,67%,1360565,,,,2023-02-27 04:10:26,,,,
WFCNP,OTC,WELLS FARGO & COMPANY/MN,,,,,0%,,,,,0%,,,,0%,0%,72971,,,,,,,,
WFF,Nasdaq,WF Holding Ltd,,,,,0%,,,,,0%,,,,0%,0%,1980210,,,,,,,,
